Name,Smiles,standard_smiles
"[(3aR,4S,5aS,9aR,9bR)-3,9-dimethylidene-2,8-dioxo-5a-prop-2-enyl-3a,4,5,6,9a,9b-hexahydrofuro[2,3-f]isochromen-4-yl] 2-(hydroxymethyl)prop-2-enoate",C=CC[C@@]12COC(=O)C(=C)[C@@H]1[C@H]1OC(=O)C(=C)[C@@H]1[C@@H](OC(=O)C(=C)CO)C2,C=CC[C@@]12COC(=O)C(=C)[C@@H]1[C@H]1OC(=O)C(=C)[C@@H]1[C@@H](OC(=O)C(=C)CO)C2
"[(3R,3aR,4S,5aS,9aR,9bR)-3-methyl-9-methylidene-2,8-dioxo-5a-prop-2-enyl-3a,4,5,6,9a,9b-hexahydro-3H-furo[2,3-f]isochromen-4-yl] 2-(hydroxymethyl)prop-2-enoate",C=CC[C@@]12COC(=O)C(=C)[C@@H]1[C@H]1OC(=O)[C@H](C)[C@@H]1[C@@H](OC(=O)C(=C)CO)C2,C=CC[C@@]12COC(=O)C(=C)[C@@H]1[C@H]1OC(=O)C(C)[C@@H]1[C@@H](OC(=O)C(=C)CO)C2
"2-[(4aR,6R,7S,8aS)-7-[2-(hydroxymethyl)prop-2-enoyloxy]-4-methylidene-3-oxo-8a-prop-2-enyl-1,4a,5,6,7,8-hexahydroisochromen-6-yl]prop-2-enoic acid",C=CC[C@@]12COC(=O)C(=C)[C@@H]1C[C@H](C(=C)C(=O)O)[C@@H](OC(=O)C(=C)CO)C2,C=CC[C@@]12COC(=O)C(=C)[C@@H]1C[C@H](C(=C)C(=O)O)[C@@H](OC(=O)C(=C)CO)C2
"(2R)-2-[(4aR,6R,7S,8aS)-7-[2-(hydroxymethyl)prop-2-enoyloxy]-4-methylidene-3-oxo-8a-prop-2-enyl-1,4a,5,6,7,8-hexahydroisochromen-6-yl]propanoic acid",C=CC[C@@]12COC(=O)C(=C)[C@@H]1C[C@H]([C@@H](C)C(=O)O)[C@@H](OC(=O)C(=C)CO)C2,C=CC[C@@]12COC(=O)C(=C)[C@@H]1C[C@H](C(C)C(=O)O)[C@@H](OC(=O)C(=C)CO)C2
"(3aR,4S,6R,7S,7aR)-6-ethenyl-4-hydroxy-6-(hydroxymethyl)-7-(3-hydroxyprop-1-en-2-yl)-3-methylidene-4,5,7,7a-tetrahydro-3aH-1-benzofuran-2-one",C=C[C@]1(CO)C[C@H](O)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]1C(=C)CO,C=C[C@]1(CO)C[C@H](O)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]1C(=C)CO
"[(4aS,9R,10aS)-6-hydroxy-1,1,4a-trimethyl-5,8-dioxo-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthren-9-yl] formate",CC(C)C1=C(O)C(=O)C2=C(C1=O)[C@H](OC=O)C[C@H]1C(C)(C)CCC[C@]21C,C=C(C)c1c(O)c(O)c2c(c1O)[C@H](OC=O)C[C@H]1C(C)(C)CCC[C@]21C
7-Acetylhorminone,CC(=O)O[C@@H]1C[C@H]2C(C)(C)CCC[C@]2(C)C2=C1C(=O)C(C(C)C)=C(O)C2=O,C=C(C)c1c(O)c(O)c2c(c1O)[C@H](OC(C)=O)C[C@H]1C(C)(C)CCC[C@]21C
"[(3S,4aS)-5-hydroxy-1,1,4a-trimethyl-6-oxo-7-propan-2-yl-3,4-dihydro-2H-phenanthren-3-yl] 4-hydroxybenzoate",CC(C)C1=CC2=CC=C3C(C)(C)C[C@H](OC(=O)c4ccc(O)cc4)C[C@]3(C)C2=C(O)C1=O,C=C(C)c1cc2c(c(O)c1O)[C@@]1(C)C[C@@H](OC(=O)c3ccc(O)cc3)CC(C)(C)C1=CC2
"[(3S,4aS)-5-hydroxy-1,1,4a-trimethyl-6-oxo-7-propan-2-yl-3,4-dihydro-2H-phenanthren-3-yl] 3,4-dihydroxybenzoate",CC(C)C1=CC2=CC=C3C(C)(C)C[C@H](OC(=O)c4ccc(O)c(O)c4)C[C@]3(C)C2=C(O)C1=O,C=C(C)c1cc2c(c(O)c1O)[C@@]1(C)C[C@@H](OC(=O)c3ccc(O)c(O)c3)CC(C)(C)C1=CC2
"[(1S,4aS)-5-hydroxy-1,4a-dimethyl-6-oxo-7-propan-2-yl-3,4-dihydro-2H-phenanthren-1-yl]methyl 3-methylbut-2-enoate",CC(C)=CC(=O)OC[C@@]1(C)CCC[C@@]2(C)C1=CC=C1C=C(C(C)C)C(=O)C(O)=C12,C=C(C)c1cc2c(c(O)c1O)[C@@]1(C)CCC[C@](C)(COC(=O)C=C(C)C)C1=CC2
"[(1S,4aS)-5-hydroxy-1,4a-dimethyl-6-oxo-7-propan-2-yl-3,4-dihydro-2H-phenanthren-1-yl]methyl 4-hydroxybenzoate",CC(C)C1=CC2=CC=C3[C@@](C)(COC(=O)c4ccc(O)cc4)CCC[C@]3(C)C2=C(O)C1=O,C=C(C)c1cc2c(c(O)c1O)[C@@]1(C)CCC[C@](C)(COC(=O)c3ccc(O)cc3)C1=CC2
"[(1S,4aS)-5-hydroxy-1,4a-dimethyl-6-oxo-7-propan-2-yl-3,4-dihydro-2H-phenanthren-1-yl]methyl 3,4-dihydroxybenzoate",CC(C)C1=CC2=CC=C3[C@@](C)(COC(=O)c4ccc(O)c(O)c4)CCC[C@]3(C)C2=C(O)C1=O,C=C(C)c1cc2c(c(O)c1O)[C@@]1(C)CCC[C@](C)(COC(=O)c3ccc(O)c(O)c3)C1=CC2
"1-(3-acetyl-2-hydroxy-4,6-dimethoxyphenyl)-4,5-dihydroxy-2-methylanthracene-9,10-dione",COc1cc(OC)c(-c2c(C)cc(O)c3c2C(=O)c2cccc(O)c2C3=O)c(O)c1C(C)=O,COc1cc(OC)c(-c2c(C)cc(O)c3c2C(=O)c2cccc(O)c2C3=O)c(O)c1C(C)=O
NSC695598,CC(=O)c1c(O)cc(O)c(-c2c(C)cc(O)c3c2C(=O)c2cccc(O)c2C3=O)c1O,CC(=O)c1c(O)cc(O)c(-c2c(C)cc(O)c3c2C(=O)c2cccc(O)c2C3=O)c1O
"Naphtho[2,3-c]furan-4,9-dione, 5,8-dihydroxy-1-methyl-",Cc1occ2c1C(=O)c1c(O)ccc(O)c1C2=O,Cc1occ2c(O)c3c(c(O)c12)C(=O)C=CC3=O
"(10R)-10-(3-acetyl-2,6-dihydroxy-4-methoxyphenyl)-1,8,10-trihydroxy-3-methylanthracen-9-one",COc1cc(O)c([C@@]2(O)c3cccc(O)c3C(=O)c3c(O)cc(C)cc32)c(O)c1C(C)=O,COc1cc(O)c([C@@]2(O)c3cccc(O)c3C(=O)c3c(O)cc(C)cc32)c(O)c1C(C)=O
"5,8-dihydroxy-3-(hydroxymethyl)benzo[f][2]benzofuran-4,9-dione",O=C1c2coc(CO)c2C(=O)c2c(O)ccc(O)c21,O=C1C=CC(=O)c2c1c(O)c1coc(CO)c1c2O
"8-hydroxy-5-methoxy-1-methylbenzo[f][2]benzofuran-4,9-dione",COc1ccc(O)c2c1C(=O)c1coc(C)c1C2=O,COc1ccc(O)c2c1C(=O)c1coc(C)c1C2=O
4055-72-5,C=CCc1cc(O)c(O)c(OC)c1,CC=Cc1cc(O)c(O)c(OC)c1
"5-hydroxy-3-methylbenzo[f][2]benzofuran-4,9-dione",Cc1occ2c1C(=O)c1c(O)cccc1C2=O,Cc1occ2c1C(=O)c1c(O)cccc1C2=O
"5,8-dimethoxy-3-methylbenzo[f][2]benzofuran-4,9-dione",COc1ccc(OC)c2c1C(=O)c1coc(C)c1C2=O,COc1ccc(OC)c2c1C(=O)c1coc(C)c1C2=O
"(5-hydroxy-4,9-dioxobenzo[f][2]benzofuran-3-yl)methyl acetate",CC(=O)OCc1occ2c1C(=O)c1c(O)cccc1C2=O,CC(=O)OCc1occ2c1C(=O)c1c(O)cccc1C2=O
"(5,8-dihydroxy-4,9-dioxobenzo[f][2]benzofuran-3-yl)methyl acetate",CC(=O)OCc1occ2c1C(=O)c1c(O)ccc(O)c1C2=O,CC(=O)OCc1occ2c(O)c3c(c(O)c12)C(=O)C=CC3=O
"(4aR)-6,7,10-trihydroxy-1,1,4a-trimethyl-5-propan-2-yl-3,4-dihydro-2H-phenanthren-9-one",CC(C)c1c(O)c(O)cc2c1[C@@]1(C)CCCC(C)(C)C1=C(O)C2=O,CC(C)c1c(O)c(O)cc2c1[C@@]1(C)CCCC(C)(C)C1C(=O)C2=O
"(4bS,8aR)-4b,8,8-trimethyl-5,6,7,8a,9,10-hexahydrophenanthrene-2,3-diol",CC1(C)CCC[C@]2(C)c3cc(O)c(O)cc3CC[C@H]12,CC1(C)CCC[C@]2(C)c3cc(O)c(O)cc3CCC12
"(10S)-1-hydroxy-3-(hydroxymethyl)-8-methoxy-10-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-10H-anthracen-9-one",COc1cccc2c1C(=O)c1c(O)cc(CO)cc1[C@H]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,COc1cccc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c3cc(CO)cc(O)c3c(O)c12
"(10S)-2,8-dihydroxy-1-methoxy-6-methyl-10-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-10H-anthracen-9-one",COc1c(O)ccc2c1C(=O)c1c(O)cc(C)cc1[C@H]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,COc1c(O)ccc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c3cc(C)cc(O)c3c(O)c12
"[(1S,2E,8S,10S)-6-(acetyloxymethyl)-1,10-dimethyl-5,13-dioxo-4,14-dioxatricyclo[9.2.1.03,7]tetradeca-2,6,11-trien-8-yl] 2-methylprop-2-enoate",C=C(C)C(=O)O[C@H]1C[C@H](C)C2=CC(=O)[C@](C)(/C=C3/OC(=O)C(COC(C)=O)=C31)O2,C=C(C)C(=O)O[C@H]1CC(C)=C2CC(=O)[C@](C)(/C=C3/OC(=O)C(COC(C)=O)=C31)O2
"[(1S,2E,8S,10S)-6-(acetyloxymethyl)-1,10-dimethyl-5,13-dioxo-4,14-dioxatricyclo[9.2.1.03,7]tetradeca-2,6,11-trien-8-yl] (Z)-4-acetyloxy-3-methylbut-2-enoate ",CC(=O)OCC1=C2/C(=C\[C@]3(C)OC(=CC3=O)[C@@H](C)C[C@@H]2OC(=O)/C=C(/C)COC(C)=O)OC1=O,CC(=O)OCC1=C2/C(=C\[C@]3(C)OC(=C(C)C[C@@H]2OC(=O)/C=C(/C)COC(C)=O)CC3=O)OC1=O
"(1S,2S,3R,5R,8E,11S)-2-hydroxy-5,9-dimethyl-14-methylene-4,12-dioxatricyclo[9.3.0.0^{3,5}]tetradec-8-en-13-one",C=C1C(=O)O[C@@H]2C/C(C)=C\CC[C@@]3(C)O[C@@H]3[C@@H](O)[C@@H]12,C=C1C(=O)O[C@@H]2C/C(C)=C\CC[C@@]3(C)O[C@@H]3[C@@H](O)[C@@H]12
"(3aS,4R,4aR,8R,8aR,9aS)-4,8-dihydroxy-8a-methyl-3,5-dimethylidene-3a,4,4a,6,7,8,9,9a-octahydrobenzo[f][1]benzofuran-2-one",C=C1C(=O)O[C@H]2C[C@@]3(C)[C@H](O)CCC(=C)[C@H]3[C@@H](O)[C@H]12,C=C1C(=O)O[C@H]2C[C@@]3(C)[C@H](O)CCC(=C)[C@H]3[C@@H](O)[C@H]12
"(3aS,4R,4aR,8R,8aR,9aS)-4,8-dihydroxy-5,8a-dimethyl-3-methylidene-4,4a,7,8,9,9a-hexahydro-3aH-benzo[f][1]benzofuran-2-one",C=C1C(=O)O[C@H]2C[C@@]3(C)[C@H](O)CC=C(C)[C@H]3[C@@H](O)[C@H]12,C=C1C(=O)O[C@H]2C[C@@]3(C)[C@H](O)CC=C(C)[C@H]3[C@@H](O)[C@H]12
tatridin A,C=C1C(=O)O[C@H]2/C=C(/C)[C@@H](O)CC/C(C)=C\[C@@H](O)[C@H]12,C=C1C(=O)O[C@H]2/C=C(/C)[C@@H](O)CC/C(C)=C\[C@@H](O)[C@H]12
"(3aR,4S,5Z,9S,11aR)-4,9-dihydroxy-6-methyl-3,10-dimethylene-4,7,8,9,11,11a-hexahydro-3aH-cyclodeca[b]furan-2-one",C=C1C(=O)O[C@H]2CC(=C)[C@@H](O)CC/C(C)=C\[C@@H](O)[C@H]12,C=C1C(=O)O[C@H]2CC(=C)[C@@H](O)CC/C(C)=C\[C@@H](O)[C@H]12
"(3R,6E)-nerolidol",C=C[C@](C)(O)CC/C=C(\C)CCC=C(C)C,C=C[C@](C)(O)CC/C=C(\C)CCC=C(C)C
"(3S,5S,8R,9S,10R,12R,13S,14R,17S)-17-[(2S,5R)-5-(2-hydroxypropan-2-yl)-2-methyloxolan-2-yl]-4,4,8,10,12,14-hexamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C[C@@H]1C[C@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]3CC[C@@]2(C)[C@]2(C)CC[C@H]([C@]3(C)CC[C@H](C(C)(C)O)O3)[C@H]12,C[C@@H]1C[C@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]3CC[C@@]2(C)[C@]2(C)CC[C@H]([C@]3(C)CC[C@H](C(C)(C)O)O3)[C@H]12
Salvigenin,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1
"(4bS,8aR)-4b,8,8-trimethyl-1-propan-2-yl-5,6,7,8a,9,10-hexahydrophenanthrene-2,3-diol",CC(C)c1c(O)c(O)cc2c1CC[C@@H]1C(C)(C)CCC[C@]21C,CC(C)c1c(O)c(O)cc2c1CCC1C(C)(C)CCC[C@]21C
cis-ferruginol,CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@H]1CC2,CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@H]1CC2
cis-Totarol,CC(C)c1c(O)ccc2c1CC[C@@H]1C(C)(C)CCC[C@]21C,CC(C)c1c(O)ccc2c1CC[C@@H]1C(C)(C)CCC[C@]21C
Micranthine,COc1cc2c3c4c1Oc1cc5c(cc1O4)[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@H]3N(C)CC2)NCC5,COc1cc2c3c4c1Oc1cc5c(cc1O4)[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@H]3N(C)CC2)NCC5
"(19R)-5,7-dioxa-12-azapentacyclo[10.6.1.02,10.04,8.015,19]nonadeca-1(18),2,4(8),9,15-pentaen-11-one",O=C1c2cc3c(cc2C2=CCC=C4CCN1[C@H]42)OCO3,O=C1c2cc3c(cc2C2=CCC=C4CCN1[C@H]42)OCO3
Artesunate,C[C@H]1[C@@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,C[C@H]1[C@@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
lycorine,O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4
"(2R)-1-(4-methoxyfuro[2,3-b]quinolin-7-yl)oxy-3-methylbutane-2,3-diol",COc1c2ccc(OC[C@@H](O)C(C)(C)O)cc2nc2occc12,COc1c2ccc(OC[C@@H](O)C(C)(C)O)cc2nc2occc12
"(3S,8R,9R,10R,13R,14R,17S)-17-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",CC[C@H](CC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,CC[C@H](CC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C
"(2S,3S,4R,5S,6S)-2-[[(3S,8R,9R,10R,13R,14R,17S)-17-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",CC[C@H](CC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O[C@H]5O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,CC[C@H](CC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O[C@H]5O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C
Artocarpesin,CC(C)=CCc1c(O)cc2oc(-c3ccc(O)cc3O)cc(=O)c2c1O,CC(C)=CCc1c(O)cc2oc(-c3ccc(O)cc3O)cc(=O)c2c1O
"2-(2,4-dihydroxyphenyl)-5,7-dihydroxy-8-(3-methylbut-2-enyl)chromen-4-one",CC(C)=CCc1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3O)oc12,CC(C)=CCc1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3O)oc12
ARTOCHAMIN C,CC1(C)C=Cc2c(cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc23)O1,CC1(C)C=Cc2c(cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc23)O1
"2-(2,4-dihydroxyphenyl)-5,7-dihydroxy-6,8-bis(3-methylbut-2-enyl)chromen-4-one",CC(C)=CCc1c(O)c(CC=C(C)C)c2oc(-c3ccc(O)cc3O)cc(=O)c2c1O,CC(C)=CCc1c(O)c(CC=C(C)C)c2oc(-c3ccc(O)cc3O)cc(=O)c2c1O
Moracin M,Oc1cc(O)cc(-c2cc3ccc(O)cc3o2)c1,Oc1cc(O)cc(-c2cc3ccc(O)cc3o2)c1
Moracin C,CC(C)=CCc1c(O)cc(-c2cc3ccc(O)cc3o2)cc1O,CC(C)=CCc1c(O)cc(-c2cc3ccc(O)cc3o2)cc1O
Moracin L,CC1=CCc2c(c(O)cc3cc(-c4cc(O)cc(O)c4)oc23)OC1,CC1=CCc2c(c(O)cc3cc(-c4cc(O)cc(O)c4)oc23)OC1
"(1R,9R,13S,21S)-17-(6-hydroxybenzofuran-2-yl)-1-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]-11-methyl-2,20-dioxapentacyclo[11.7.1.0^{3,8}.0^{9,21}.0^{14,19}]henicosa-3,5,7,11,14,16,18-heptaene-5,15-diol",CC(C)=CCc1cc([C@@]23Oc4cc(O)ccc4[C@@H]4CC(C)=C[C@H](c5c(O)cc(-c6cc7ccc(O)cc7o6)cc5O2)[C@H]43)ccc1O,CC(C)=CCc1cc([C@@]23Oc4cc(O)ccc4[C@@H]4CC(C)=C[C@H](c5c(O)cc(-c6cc7ccc(O)cc7o6)cc5O2)[C@H]43)ccc1O
NSC346197,COc1cc([C@@H]2Oc3c(OC)cc4ccc(=O)oc4c3O[C@H]2CO)ccc1O,COc1cc([C@@H]2Oc3c(OC)cc4ccc(=O)oc4c3O[C@H]2CO)ccc1O
"(3S,8S,9S,10R,13R,14S,17R)-17-[(E,1R,4S)-4-ethyl-1,5-dimethyl-hex-2-enyl]-10,13-dimethyl-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-1,2,3,4,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-7-one",CC[C@H](/C=C/[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3C(=O)C=C4C[C@@H](O[C@H]5O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,CC[C@H](/C=C/[C@@H](C)[C@@H]1CC[C@@H]2C3C(=O)C=C4C[C@@H](O[C@H]5O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C
"(2R,3S)-3-(4-hydroxy-3-methoxy-phenyl)-2-(hydroxymethyl)-5-methoxy-2,3-dihydropyrano[3,2-h][1,4]benzodioxin-9-one",COc1cc([C@@H]2Oc3c(OC)cc4ccc(=O)oc4c3O[C@@H]2CO)ccc1O,COc1cc([C@@H]2Oc3c(OC)cc4ccc(=O)oc4c3O[C@@H]2CO)ccc1O
TMEG,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc4c(=O)oc(c1OC)c2c34,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc4c(=O)oc(c1OC)c2c34
"[(2R,3R,4S,5R,6S)-3,5-diacetyloxy-2-(acetyloxymethyl)-6-[(7,13,14-trimethoxy-3,10-dioxo-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaen-6-yl)oxy]oxan-4-yl] 3,4,5-triacetyloxybenzoate",COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(=O)c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)[C@H]4OC(C)=O)cc4c(=O)oc(c1OC)c2c34,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(=O)c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)[C@H]4OC(C)=O)cc4c(=O)oc(c1OC)c2c34
"[(2R,3R,4S,5R,6S)-3,5-dihydroxy-2-(hydroxymethyl)-6-[(7,13,14-trimethoxy-3,10-dioxo-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaen-6-yl)oxy]oxan-4-yl] 3,4,5-trihydroxybenzoate",COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](OC(=O)c5cc(O)c(O)c(O)c5)[C@H]4O)cc4c(=O)oc(c1OC)c2c34,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](OC(=O)c5cc(O)c(O)c(O)c5)[C@H]4O)cc4c(=O)oc(c1OC)c2c34
"6-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3R,4S,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-7,13,14-trimethoxy-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaene-3,10-dione",COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4O[C@@H](C)[C@H](O)[C@H](O)[C@H]4O)cc4c(=O)oc(c1OC)c2c34,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4O[C@@H](C)[C@H](O)[C@H](O)[C@H]4O)cc4c(=O)oc(c1OC)c2c34
"[(2R,3R,4S,5R,6S)-3,4-diacetyloxy-5-[(2R,3R,4S,5S,6S)-3,4,5-triacetyloxy-6-methyloxan-2-yl]oxy-6-[(7,13,14-trimethoxy-3,10-dioxo-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaen-6-yl)oxy]oxan-2-yl]methyl acetate",COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4O[C@H]4O[C@@H](C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)cc4c(=O)oc(c1OC)c2c34,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4O[C@H]4O[C@@H](C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)cc4c(=O)oc(c1OC)c2c34
"(2S)-6-methyl-2-[(5R,9S,10R,13S,14S,17S)-4,4,10,13,14-pentamethyl-3-oxo-1,2,5,6,9,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]hept-5-enoic acid",CC(C)=CCC[C@H](C(=O)O)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@@H]3CC[C@@]12C,CC(C)=CCCC(C(=O)O)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@@H]3CC[C@@]12C
"Allantoin, (-)-",NC(=O)N[C@@H]1NC(=O)NC1=O,NC(=O)Nc1[nH]c(=O)[nH]c1O
"2-[2,4-bis(3-methylbut-2-enoxy)phenyl]-5-hydroxy-7-(3-methylbut-2-enoxy)-6-(3-methylbut-2-enyl)chromen-4-one",CC(C)=CCOc1ccc(-c2cc(=O)c3c(O)c(CC=C(C)C)c(OCC=C(C)C)cc3o2)c(OCC=C(C)C)c1,CC(C)=CCOc1ccc(-c2cc(=O)c3c(O)c(CC=C(C)C)c(OCC=C(C)C)cc3o2)c(OCC=C(C)C)c1
"(1S,2R,3S,4R,5R,6R)-5,6-dimethoxycyclohexane-1,2,3,4-tetrol",CO[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1OC,CO[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1OC
7-O-Prenylscopoletin,COc1cc2ccc(=O)oc2cc1OCC=C(C)C,COc1cc2ccc(=O)oc2cc1OCC=C(C)C
"[(2S,3R,4R,6R)-3-acetyloxy-2-(acetyloxymethyl)-6-[(7,13,14-trimethoxy-3,10-dioxo-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaen-6-yl)oxy]oxan-4-yl] 3,4,5-triacetyloxybenzoate",COc1cc2c(=O)oc3c(OC)c(O[C@@H]4C[C@@H](OC(=O)c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)[C@@H](OC(C)=O)[C@H](COC(C)=O)O4)cc4c(=O)oc(c1OC)c2c34,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4C[C@@H](OC(=O)c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)[C@@H](OC(C)=O)[C@H](COC(C)=O)O4)cc4c(=O)oc(c1OC)c2c34
