Name,Smiles,standard_smiles
MMV666691,COc1ccc(C=C2SC(=N)N(C2=O)c3ccccc3OC)cc1,COc1ccc(C=C2SC(=N)N(c3ccccc3OC)C2=O)cc1
MMV665785,CC(C)(C)c1ccc(O)c(CNC2CCCCC2)c1,CC(C)(C)c1ccc(O)c(CNC2CCCCC2)c1
MMV665831,CCOC(=O)c1c(NC(=O)c2ccccc2)sc3c(O)c(CN(CC)CC)ccc13,CCOC(=O)c1c(NC(=O)c2ccccc2)sc2c(O)c(CN(CC)CC)ccc12
MMV011099,n1(ncn2)c2nc(C)cc1Nc(ccc(cccc3)c34)c4,Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1
MMV000642,COc1ccc(NC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4)cc1Cl,COc1ccc(NC(=O)C2c3ccccc3C(=O)N(CC(C)C)C2c2cccs2)cc1Cl
MMV666600,CCOC(=O)c1c(C)n(c2ccc(Cl)cc2)c3ccc(OC(=O)C=Cc4ccccc4)cc13,CCOC(=O)c1c(C)n(-c2ccc(Cl)cc2)c2ccc(OC(=O)C=Cc3ccccc3)cc12
MMV006172,CN1CCN(CC1)c2ccc(Nc3c4ccccc4nc5ccccc35)cc2,CN1CCN(c2ccc(Nc3c4ccccc4nc4ccccc34)cc2)CC1
MMV006309,CN(C)c1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,CN(C)c1ccc(C=Cc2nc(=O)c3ccccc3o2)cc1
MMV006087,c(c(ccn1)NCCN(CC)CC)(ccc(Cl)c2)c12,CCN(CC)CCNc1ccnc2cc(Cl)ccc12
MMV020492,CC1CN(CC(C)O1)C(=O)c2sc3ccccc3c2Cl,CC1CN(C(=O)c2sc3ccccc3c2Cl)CC(C)O1
MMV006455,CCCN(CCC)CC(O)COc1ccccc1C(=O)Nc2ccccc2,CCCN(CCC)CC(O)COc1ccccc1C(=O)Nc1ccccc1
MMV665782,COc1ccc2nccc(C(O)C3CC4(CCN3CC4)C=C)c2c1,C=CC12CCN(CC1)C(C(O)c1ccnc3ccc(OC)cc13)C2
MMV665876,CCC(c1ccccc1)c2nn3c(nnc3s2)c4cccs4,CCC(c1ccccc1)c1nn2c(-c3cccs3)nnc2s1
MMV666023,C(c1ccccc1)n2c(N=Nc3c(Nc4ccccc4)ccc5ccccc35)nc6ccccc26,c1ccc(Cn2c(N=Nc3c(Nc4ccccc4)ccc4ccccc34)nc3ccccc32)cc1
MMV009063,OC(CNC1CCCCC1)Cn2c3ccccc3c4ccccc24,OC(CNC1CCCCC1)Cn1c2ccccc2c2ccccc21
MMV006558,Cc1cc(C)c2CN(Cc3ccccc3Cl)COc2c1,Cc1cc(C)c2c(c1)OCN(Cc1ccccc1Cl)C2
MMV007160,Cc1ccc(cc1)N2C3N(c4ccccc4C2N(c5ccccc35)S(=O)(=O)c6ccc(C)cc6)S(=O)(=O)c7ccc(C)cc7,Cc1ccc(N2C3c4ccccc4N(S(=O)(=O)c4ccc(C)cc4)C2c2ccccc2N3S(=O)(=O)c2ccc(C)cc2)cc1
MMV006429,CC(C)CN1C(C(C(=O)Nc2cc(C)on2)c3ccccc3C1=O)c4cccs4,Cc1cc(NC(=O)C2c3ccccc3C(=O)N(CC(C)C)C2c2cccs2)no1
MMV396703,c12c(ncnc1NCCN(CC)CC)c3c(ccc(Cl)c3)[nH]2,CCN(CC)CCNc1ncnc2c1[nH]c1ccc(Cl)cc12
MMV006937,Cc1ccc(cc1)c2cc3nc4CCCCc4c(O)n3n2,Cc1ccc(-c2cc3[nH]c4c(c(=O)n3n2)CCCC4)cc1
MMV085203,COc1ccccc1N=C2C(=O)c3ccccc3C(=C2N4CCCCC4)O,COc1ccccc1N=C1C(=O)c2ccccc2C(=O)C1N1CCCCC1
MMV665820,COc1ccc2C(=O)C=C(Oc2c1)C(Cl)(Cl)Cl,COc1ccc2c(=O)cc(C(Cl)(Cl)Cl)oc2c1
MMV665841,CCCc1cc(O)c2C3=C(CN(C)CC3)C(=O)Oc2c1,CCCc1cc(O)c2c3c(c(=O)oc2c1)CN(C)CC3
MMV007116,c1(cnc(c2c1O)ccc(CC)c2)C(OCC)=O,CCOC(=O)c1c[nH]c2ccc(CC)cc2c1=O
MMV007384,COc1ccc(cc1)c2nc3cc(Cc4ccc5[nH]c(nc5c4)c6ccc(OC)cc6)ccc3[nH]2,COc1ccc(-c2nc3cc(Cc4ccc5[nH]c(-c6ccc(OC)cc6)nc5c4)ccc3[nH]2)cc1
MMV020548,CCN1CCN(Cc2ccc(NC(=O)c3cc4ccc5cccnc5c4[nH]3)cc2)CC1,CCN1CCN(Cc2ccc(NC(=O)c3cc4ccc5ccc[nH]c5c4n3)cc2)CC1
MMV019258,COc1ccc(c(OC)c1)n2ccnc2SCC(=O)Nc3cc(C)ccc3C,COc1ccc(-n2ccnc2SCC(=O)Nc2cc(C)ccc2C)c(OC)c1
MMV007686,CCCCCCOC(=O)C1=C(C)NC(=O)NC1c2ccccc2F,CCCCCCOC(=O)C1C(C)=NC(=O)NC1c1ccccc1F
MMV011256,n1(n2)c(nc(C)cc1Nc(cc3)ccc3Cl)nc2C(F)(F)F,Cc1cc(Nc2ccc(Cl)cc2)n2nc(C(F)(F)F)nc2n1
MMV666693,COc1cccc(C=CC2=NC(=O)c3ccccc3O2)c1OC,COc1cccc(C=Cc2nc(=O)c3ccccc3o2)c1OC
MMV008956,CCOc1cc2CCNC(c3cc(OC)c(O)cc3Cl)c2cc1OCC,CCOc1cc2c(cc1OCC)C(c1cc(OC)c(O)cc1Cl)NCC2
MMV665827,CCOC(=O)C1=CN(CC)c2cc(N3CCCCC3)c(F)cc2C1=O,CCOC(=O)c1cn(CC)c2cc(N3CCCCC3)c(F)cc2c1=O
MMV001038,n1c(NCCO)c2c(cccc2)nc1Nc(ccc(C)c3C)c3,Cc1ccc(Nc2nc(NCCO)c3ccccc3n2)cc1C
MMV007839,C1(O)(CC(=O)c(ccc(OC)c2)c2O1)C(F)(F)C(F)(F)F,COc1ccc2c(c1)OC(O)(C(F)(F)C(F)(F)F)CC2=O
MMV000662,COc1ccc(NC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4)cc1,COc1ccc(NC(=O)C2c3ccccc3C(=O)N(CC(C)C)C2c2cccs2)cc1
MMV396678,c1(cc(c2ccccc2)n3)n3ccnc1SCC(=O)Nc(c(Cl)ccc4C(F)(F)F)c4,O=C(CSc1nccn2nc(-c3ccccc3)cc12)Nc1cc(C(F)(F)F)ccc1Cl
MMV006861,C1CN(CCO1)c2ccc(Nc3ccnc4cc5ccccc5cc34)cc2,c1ccc2cc3c(Nc4ccc(N5CCOCC5)cc4)ccnc3cc2c1
MMV006457,CCOC(=O)c1ccc2nc(cc(O)c2c1)c3ccccc3,CCOC(=O)c1ccc2[nH]c(-c3ccccc3)cc(=O)c2c1
MMV396693,[n+]1(C)c2c(cccc2)nc(ccc(NCCO)c3)c13,C[n+]1c2ccccc2nc2ccc(NCCO)cc21
MMV011567,COc1ccc(cc1Cl)C(=O)Nc2nonc2c3ccc(OC)c(OC)c3,COc1ccc(C(=O)Nc2nonc2-c2ccc(OC)c(OC)c2)cc1Cl
MMV007907,Cc1ccc(Nc2nc(cs2)c3ccccn3)cc1,Cc1ccc(Nc2nc(-c3ccccn3)cs2)cc1
MMV665805,CCOc1ccc(cc1OCC)c2nonc2NC(=O)c3cccc(C)c3,CCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OCC
MMV666021,Cc1ccc(cc1)c2cc3C(=O)c4ccccc4c3nn2,Cc1ccc(-c2cc3c(nn2)-c2ccccc2C3=O)cc1
MMV665800,CCOc1cc(Cl)c(cc1OCC)C(C)NC(=O)c2ccccc2,CCOc1cc(Cl)c(C(C)NC(=O)c2ccccc2)cc1OCC
MMV000634,CC1CCCCN1CCCNC(=O)c2ccc3c(c2)sc4nc(cn34)c5ccc(F)cc5,CC1CCCCN1CCCNC(=O)c1ccc2c(c1)sc1nc(-c3ccc(F)cc3)cn12
MMV666103,CCN1C(=Nc2ccccc2C1=O)SCC(=O)Nc3cc(ccc3Cl)C(F)(F)F,CCn1c(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nc2ccccc2c1=O
MMV666057,Clc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccncc3)c(Cl)c1,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccncc1)c1ccc(Cl)cc1Cl
MMV007564,Cc1ccc(Cn2c(nc3ccccc23)N4CCC(CC4)C(=O)NCc5cccs5)cc1,Cc1ccc(Cn2c(N3CCC(C(=O)NCc4cccs4)CC3)nc3ccccc32)cc1
MMV001255,CCCCc1ccc(NS(=O)(=O)c2cc3CCN4C(=O)CCc(c2)c34)cc1,CCCCc1ccc(NS(=O)(=O)c2cc3c4c(c2)CCN4C(=O)CC3)cc1
MMV665917,Clc1ccc(NC(=O)N2CCN(CC2)c3ccc4nncn4n3)cc1,O=C(Nc1ccc(Cl)cc1)N1CCN(c2ccc3nncn3n2)CC1
MMV000563,COc1ccc(cc1)C2Sc3ccccc3N=C4C2=C(O)c5ccccc45,COc1ccc(C2Sc3ccccc3N=C3c4ccccc4C(=O)C32)cc1
MMV665850,Oc1ccc(Cl)cc1CNc2nc3ccccc3[nH]2,Oc1ccc(Cl)cc1CNc1nc2ccccc2[nH]1
MMV665817,CC(C)(C)CC(C)(C)NCC(O)COc1ccc2CCCc2c1,CC(C)(C)CC(C)(C)NCC(O)COc1ccc2c(c1)CCC2
MMV665979,FC(F)(F)c1cccc(CNC2CCN(CCc3ccccc3)CC2)c1,FC(F)(F)c1cccc(CNC2CCN(CCc3ccccc3)CC2)c1
MMV665928,CCC(C)NCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,CCC(C)NCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
MMV666105,COCCN(C(C(=O)NCc1ccc(OC)cc1)c2ccc(cc2)C(C)C)C(=O)Cc3cccs3,COCCN(C(=O)Cc1cccs1)C(C(=O)NCc1ccc(OC)cc1)c1ccc(C(C)C)cc1
MMV666072,COCCNC(=O)c1ccc(OC2CCN(Cc3ccc(F)c(F)c3)CC2)c(Cl)c1,COCCNC(=O)c1ccc(OC2CCN(Cc3ccc(F)c(F)c3)CC2)c(Cl)c1
MMV000653,CCOc1ccccc1CNC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4,CCOc1ccccc1CNC(=O)C1c2ccccc2C(=O)N(CC(C)C)C1c1cccs1
MMV000620,CC(O)(C(CN1CCCCC1)c2ccccc2)c3ccc(Cl)cc3,CC(O)(c1ccc(Cl)cc1)C(CN1CCCCC1)c1ccccc1
MMV665909,Brc1ccccc1C(=O)Nc2nc(cs2)c3ccccn3,O=C(Nc1nc(-c2ccccn2)cs1)c1ccccc1Br
MMV665940,CCOc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,CCOc1ccc(C=Cc2nc(=O)c3ccccc3o2)cc1
MMV665891,c1ccc(cc1)c2ccc(cc2)c3nc4ccccc4[nH]3,c1ccc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)cc1
MMV665899,Fc1ccccc1C(=O)N(Cc2ccc(Cl)cc2)c3ccccn3,O=C(c1ccccc1F)N(Cc1ccc(Cl)cc1)c1ccccn1
MMV665961,CCN(CC)CCCNc1nc(nc2ccccc12)c3ccc(Cl)cc3,CCN(CC)CCCNc1nc(-c2ccc(Cl)cc2)nc2ccccc12
MMV665929,CCCCNCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,CCCCNCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
MMV666108,Clc1ccc(cc1)C2(CN3CCC(CC3)NC(=O)CCc4occc4)CCC2,O=C(CCc1ccco1)NC1CCN(CC2(c3ccc(Cl)cc3)CCC2)CC1
MMV665948,Oc1ccccc1NC(=O)c2oc(cc2)c3ccc(Cl)cc3Cl,O=C(Nc1ccccc1O)c1ccc(-c2ccc(Cl)cc2Cl)o1
MMV006188,Clc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NCc3occc3,O=C(NCc1ccco1)C1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1
MMV001230,CCOc1cccc2sc(nc12)N(Cc3cccnc3)C(=O)C4CCCCC4,CCOc1cccc2sc(N(Cc3cccnc3)C(=O)C3CCCCC3)nc12
MMV665918,Fc1cccc(c1)c2nnc3ccc(SCC(=O)Nc4ccc5OCOc5c4)nn23,O=C(CSc1ccc2nnc(-c3cccc(F)c3)n2n1)Nc1ccc2c(c1)OCO2
MMV665799,COc1ccc(cc1)C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccncc3,COc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccncc2)cc1
MMV665826,COc1cccc(NC(=O)Cn2c(C)c(C#N)c3ccccc23)c1,COc1cccc(NC(=O)Cn2c(C)c(C#N)c3ccccc32)c1
MMV665807,Oc1ccc(Cl)cc1C(=O)Nc2cccc(c2)C(F)(F)F,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Cl)ccc1O
MMV665946,CC(=CCN1CCC(CC1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3)C,CC(C)=CCN1CCC(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)CC1
MMV665935,FC(F)(F)c1ccc(Nc2nnnc3ccccc23)cc1,FC(F)(F)c1ccc(Nc2nnnc3ccccc23)cc1
MMV666102,CN(C)c1ccc(cc1)c2nc3cc(N)ccc3[nH]2,CN(C)c1ccc(-c2nc3cc(N)ccc3[nH]2)cc1
MMV666061,COc1cccc(O)c1CN2CCC3(CCCN(Cc4ccc(F)cc4)C3)C2,COc1cccc(O)c1CN1CCC2(CCCN(Cc3ccc(F)cc3)C2)C1
MMV008149,Cc1c(C)n(Cc2ccc(F)cc2)c3ccc(cc13)C(=O)NCc4occc4,Cc1c(C)n(Cc2ccc(F)cc2)c2ccc(C(=O)NCc3ccco3)cc12
MMV019074,CCN1CCN(CC1)c2cc(C)c3cc(NC(=O)c4ccc(OC)c(OC)c4)ccc3n2,CCN1CCN(c2cc(C)c3cc(NC(=O)c4ccc(OC)c(OC)c4)ccc3n2)CC1
MMV665914,COc1ccccc1N2CCN(CC2)C(CNS(=O)(=O)c3ccc(Cl)cc3)c4cccnc4,COc1ccccc1N1CCN(C(CNS(=O)(=O)c2ccc(Cl)cc2)c2cccnc2)CC1
MMV665798,FC(F)(F)c1cccc(Nc2nc(nc3ncccc23)c4ccccc4)c1,FC(F)(F)c1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1
MMV665902,OC(CN1C(=N)N(CCN2CCCCC2)c3ccccc13)c4cccc(Br)c4,N=c1n(CCN2CCCCC2)c2ccccc2n1CC(O)c1cccc(Br)c1
MMV665888,Oc1ccccc1NC(=O)c2ccc(Oc3cccc(c3)C(=O)Nc4ccccc4O)cc2,O=C(Nc1ccccc1O)c1ccc(Oc2cccc(C(=O)Nc3ccccc3O)c2)cc1
MMV666067,COc1ccc(CNC2CCN(CC2)c3ccc(NC(=O)c4cccc(Cl)c4)cc3)cc1OC,COc1ccc(CNC2CCN(c3ccc(NC(=O)c4cccc(Cl)c4)cc3)CC2)cc1OC
MMV665939,Fc1ccc(cc1)C(=O)Nc2ccsc2C(=O)NC3CCCCC3,O=C(Nc1ccsc1C(=O)NC1CCCCC1)c1ccc(F)cc1
MMV009060,CCN(CC)c1ccc(NC(=O)c2cccs2)cc1,CCN(CC)c1ccc(NC(=O)c2cccs2)cc1
MMV666110,CC(CCC(=C)C)N1CCC(CC1)N2CCC(CC2)C(=O)NCCc3ccccc3,C=C(C)CCC(C)N1CCC(N2CCC(C(=O)NCCc3ccccc3)CC2)CC1
MMV019758,COc1ccc(cc1OC)C(=O)Nc2ccc3nc(cc(C)c3c2)N4CCCCC4,COc1ccc(C(=O)Nc2ccc3nc(N4CCCCC4)cc(C)c3c2)cc1OC
MMV000498,CCN(CC)c1cc(C)c2cc(NC(=O)c3cccc(OC)c3)ccc2n1,CCN(CC)c1cc(C)c2cc(NC(=O)c3cccc(OC)c3)ccc2n1
MMV665913,CCOc1ccc(cc1)c2nc(NC(=O)c3cccc(c3)S(=O)(=O)C)sc2C,CCOc1ccc(-c2nc(NC(=O)c3cccc(S(C)(=O)=O)c3)sc2C)cc1
MMV665789,CC(NCc1ccccc1)c2cc(Cl)ccc2O,CC(NCc1ccccc1)c1cc(Cl)ccc1O
MMV665901,Brc1ccc(cc1)c2oc(cc2)C(=O)Nc3ccc(CN4CCOCC4)cc3,O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccc(-c2ccc(Br)cc2)o1
MMV666069,COc1ccc(CCN2CCC(CN(C)Cc3cnn(c3)c4ccccc4)CC2)cc1,COc1ccc(CCN2CCC(CN(C)Cc3cnn(-c4ccccc4)c3)CC2)cc1
MMV666080,Oc1c(ccc2cccnc12)C(NC(=O)c3ccccc3)c4ccccc4,O=C(NC(c1ccccc1)c1ccc2cccnc2c1O)c1ccccc1
MMV666081,CCCc1c(C)nc2ccccc2c1O,CCCc1c(C)[nH]c2ccccc2c1=O
MMV666009,CN1C(N(C)c2ccccc12)c3ccc4OCOc4c3,CN1c2ccccc2N(C)C1c1ccc2c(c1)OCO2
MMV019313,CN1C(=O)c2cc(sc2c3ccccc13)C(=O)NCCCN4CCCCCC4,Cn1c(=O)c2cc(C(=O)NCCCN3CCCCCC3)sc2c2ccccc21
MMV019746,Cc1ccc(Cl)cc1N2CCN(CCCNC(=O)C3CCN(CC3)c4nc5ccccc5[nH]4)CC2,Cc1ccc(Cl)cc1N1CCN(CCCNC(=O)C2CCN(c3nc4ccccc4[nH]3)CC2)CC1
MMV019064,COc1cccc(c1)c2nn(C)c3sc(cc23)C(=O)NCCN4CCN(CC4)c5ccccc5F,COc1cccc(-c2nn(C)c3sc(C(=O)NCCN4CCN(c5ccccc5F)CC4)cc23)c1
MMV011944,n1c(NCCO)c2c(cccc2)nc1Nc3cccc(OC)c3,COc1cccc(Nc2nc(NCCO)c3ccccc3n2)c1
MMV665803,CCOc1cc(Cl)c(cc1OCC)C(C)NC(=O)c2cccc(OC)c2,CCOc1cc(Cl)c(C(C)NC(=O)c2cccc(OC)c2)cc1OCC
MMV665857,CCOc1c(Cl)cc(CNC(C)C(O)c2ccccc2)cc1OC,CCOc1c(Cl)cc(CNC(C)C(O)c2ccccc2)cc1OC
MMV666071,Cc1oc(CN2CCC(CC2)C(=O)Nc3ccc(cc3)c4cc5ccccc5[nH]4)cc1,Cc1ccc(CN2CCC(C(=O)Nc3ccc(-c4cc5ccccc5[nH]4)cc3)CC2)o1
MMV019780,Cc1cc(C)c2nc(sc2c1)N3CCC(CC3)C(=O)NCCCN4CCC(CC4)N5CCCCC5,Cc1cc(C)c2nc(N3CCC(C(=O)NCCCN4CCC(N5CCCCC5)CC4)CC3)sc2c1
MMV666093,CCCC(N1CCN(CC1)C(=O)c2occc2)c3nnnn3C4CCCCC4,CCCC(c1nnnn1C1CCCCC1)N1CCN(C(=O)c2ccco2)CC1
MMV665953,Fc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1Cl,O=C(Nc1ccc(F)c(Cl)c1)Nc1ccc(Cl)c(Cl)c1
MMV000648,COc1ccccc1CNC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4,COc1ccccc1CNC(=O)C1c2ccccc2C(=O)N(CC(C)C)C1c1cccs1
MMV019662,COc1ccc(cc1)N2CCN(CC2)C(CNC(=O)C3CCCCC3)c4ccc5OCOc5c4,COc1ccc(N2CCN(C(CNC(=O)C3CCCCC3)c3ccc4c(c3)OCO4)CC2)cc1
MMV007571,Cc1ccc(CSCc2oc(cc2)C(=O)NC3CC3)cc1,Cc1ccc(CSCc2ccc(C(=O)NC3CC3)o2)cc1
MMV007617,CC(C)c1ccc(Cn2c(CCNC(=O)C)nc3ccccc23)cc1,CC(=O)NCCc1nc2ccccc2n1Cc1ccc(C(C)C)cc1
MMV665796,CCOc1cc(Br)c(cc1OCC)C(C)NC(=O)c2cccc(OC)c2,CCOc1cc(Br)c(C(C)NC(=O)c2cccc(OC)c2)cc1OCC
MMV665906,Cc1ccc(c(O)c1)c2cc([nH]n2)C(=O)Nc3ccc(cc3)S(=O)(=O)N4CCCCC4,Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)N4CCCCC4)cc3)[nH]n2)c(O)c1
MMV665954,O=C(NCC1Cc2cccc(c2O1)c3ccncc3)c4csc5CCCCc45,O=C(NCC1Cc2cccc(-c3ccncc3)c2O1)c1csc2c1CCCC2
MMV019738,Cc1[nH]c(cc1C(=O)NC2CCN(Cc3ccccc3)CC2)c4ccc(F)cc4,Cc1[nH]c(-c2ccc(F)cc2)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
MMV666075,COc1ccc(cc1)C2N(C)c3ccccc3N2C,COc1ccc(C2N(C)c3ccccc3N2C)cc1
MMV666070,FC(F)(F)c1cccc(CNC2CCN(CC2)c3ccc(cc3)C(=O)NC4CCCC4)c1,O=C(NC1CCCC1)c1ccc(N2CCC(NCc3cccc(C(F)(F)F)c3)CC2)cc1
MMV142383,CC(C)(C)c1ccc(cc1)C(=O)Nc2nc3ccccc3s2,CC(C)(C)c1ccc(C(=O)Nc2nc3ccccc3s2)cc1
MMV000788,CC(C)OCc1cc(CN2CCN(CC2)c3cccc(Cl)c3)c(O)c4ncccc14,CC(C)OCc1cc(CN2CCN(c3cccc(Cl)c3)CC2)c(O)c2ncccc12
MMV000561,CCCN(CCC)CCCNC(=O)c1cc2c(nn(C)c2s1)c3ccc(OC)c(OC)c3,CCCN(CCC)CCCNC(=O)c1cc2c(-c3ccc(OC)c(OC)c3)nn(C)c2s1
MMV000248,CCN(CC)CCN1C(=N)N(CC(O)c2ccc(Cl)c(Cl)c2)c3ccccc13,CCN(CC)CCn1c(=N)n(CC(O)c2ccc(Cl)c(Cl)c2)c2ccccc21
MMV665879,CC(C)(C)C(=O)Nc1ccc(cc1)C(=O)Nc2cccc(c2)c3nc4ccccc4[nH]3,CC(C)(C)C(=O)Nc1ccc(C(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)cc1
MMV665890,COc1ccc(cc1OC)c2nonc2NC(=O)c3cccc(C)c3,COc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OC
MMV666116,Oc1ccccc1CN2CCC3(CCCN(Cc4ccccc4F)C3)C2,Oc1ccccc1CN1CCC2(CCCN(Cc3ccccc3F)C2)C1
MMV006913,Cc1nc2ccccc2c(O)c1CC=C,C=CCc1c(C)[nH]c2ccccc2c1=O
MMV008127,CN1CCN(CC1)c2c3CCCc3c(C#N)c4nc5ccccc5n24,CN1CCN(c2c3c(c(C#N)c4nc5ccccc5n24)CCC3)CC1
MMV403679,c1(c(cnn1c2cccc(C)c2)C(=O)N3)N=C3n4nc(C)cc4NC(=O)c5cc(cccc6)c6o5,Cc1cccc(-n2ncc3c(=O)[nH]c(-n4nc(C)cc4NC(=O)c4cc5ccccc5o4)nc32)c1
MMV006545,c12c(ncnc1NCCN(CC)CC)c3c(ccc(Br)c3)[nH]2,CCN(CC)CCNc1ncnc2c1[nH]c1ccc(Br)cc12
MMV019700,Clc1cc(NC(=O)c2oc(Br)cc2)ccc1N3CCCCC3,O=C(Nc1ccc(N2CCCCC2)c(Cl)c1)c1ccc(Br)o1
MMV019670,O=C(Nc1ccc(cc1)N2CCN(Cc3ccccc3)CC2)c4cccs4,O=C(Nc1ccc(N2CCN(Cc3ccccc3)CC2)cc1)c1cccs1
MMV001344,CC1CC(C)CN(C1)C(=O)c2ccc(Cl)cc2Cl,CC1CC(C)CN(C(=O)c2ccc(Cl)cc2Cl)C1
MMV011795,Oc1ccccc1CN2CCN(CC2)C(c3ccccc3)c4ccccc4,Oc1ccccc1CN1CCN(C(c2ccccc2)c2ccccc2)CC1
MMV019124,COc1cc(OC)cc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,COc1cc(OC)cc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)c1
MMV006767,COc1cc2cc(C(=O)Nc3ccccc3)c(N)nc2cc1OC,COc1cc2cc(C(=O)Nc3ccccc3)c(N)nc2cc1OC
MMV007808,COc1nc(Nc2ccc(cc2)C(C)C)nc(OC)n1,COc1nc(Nc2ccc(C(C)C)cc2)nc(OC)n1
MMV019017,n(CC(CNCCOC)O)(c1c2cc(Cl)cc1)c3c2cc(Cl)cc3,COCCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21
MMV396681,n1(nc(C)cc1NC(=O)c(cccc2C(F)(F)F)c2)c3scc(c(ccc(OCO4)c45)c5)n3,Cc1cc(NC(=O)c2cccc(C(F)(F)F)c2)n(-c2nc(-c3ccc4c(c3)OCO4)cs2)n1
MMV006587,c12c(ncnc1NCCCN(CC3)CCO3)c4c(ccc(Cl)c4)[nH]2,Clc1ccc2[nH]c3c(NCCCN4CCOCC4)ncnc3c2c1
MMV019202,CCOc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,CCOc1cccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)c1
MMV000848,OC(CNC1CCCC1)Cn2c3ccccc3c4ccccc24,OC(CNC1CCCC1)Cn1c2ccccc2c2ccccc21
MMV020275,Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5ccncc5,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(-c2ccncc2)nc2ccc(Cl)cc12
MMV019918,Clc1cc(Br)ccc1c2oc(CNCC3CCNCC3)cc2,Clc1cc(Br)ccc1-c1ccc(CNCC2CCNCC2)o1
MMV075490,CCOc1ccc(cc1)C2N(C)c3ccccc3N2C,CCOc1ccc(C2N(C)c3ccccc3N2C)cc1
MMV396633,c1(OCC)c(OCC)cc(cc1Cl)CN([H])C(C)C(O)c2ccccc2,CCOc1cc(CNC(C)C(O)c2ccccc2)cc(Cl)c1OCC
MMV007374,CCc1ccc(Nc2cc(C)nc3nc(C)nn23)cc1,CCc1ccc(Nc2cc(C)nc3nc(C)nn23)cc1
MMV396719,n1(c2c(cccc2)n3)c3c4c(cccc4)NC1(C)c5cccc(OC)c5,COc1cccc(C2(C)Nc3ccccc3-c3nc4ccccc4n32)c1
MMV396744,n1(CCc2ccccc2F)c3c(nc4c(cccc4)n3)c(C(=O)NCC(C)C)c1N,CC(C)CNC(=O)c1c(N)n(CCc2ccccc2F)c2nc3ccccc3nc12
MMV006706,n1(c2c(cccc2)n3)c3c(C#N)c(C)cc1N(CC4)CCN4C5CCCC5,Cc1cc(N2CCN(C3CCCC3)CC2)n2c(nc3ccccc32)c1C#N
MMV009108,CCN(CC)S(=O)(=O)c1ccc(cc1)c2csc(Nc3ccc(C)c(C)c3)n2,CCN(CC)S(=O)(=O)c1ccc(-c2csc(Nc3ccc(C)c(C)c3)n2)cc1
MMV020700,CC(=O)Nc1nnc(SCc2c(C)cc(cc2C)C(C)(C)C)s1,CC(=O)Nc1nnc(SCc2c(C)cc(C(C)(C)C)cc2C)s1
MMV007906,CCCCOc1ccc(cc1)C(=O)Nc2cc(C)on2,CCCCOc1ccc(C(=O)Nc2cc(C)on2)cc1
MMV008270,Oc1c2CCCCc2nc3cc(nn13)c4ccccc4,O=c1c2c([nH]c3cc(-c4ccccc4)nn13)CCCC2
MMV019127,CCN(Cc1ccccc1)C2CCN(Cc3cc(Br)ccc3O)CC2,CCN(Cc1ccccc1)C1CCN(Cc2cc(Br)ccc2O)CC1
