smiles,identifier,search_type,database
COc1cc2oc(=O)ccc2cc1OC(=O)C[C@@H](C)O,ZINC15 : ZINC001229481235,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CC(C)C,ZINC15 : ZINC001229479597,espsim_shape,zinc15
CC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473832,espsim_shape,zinc15
CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473831,espsim_shape,zinc15
CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227561026,espsim_shape,zinc15
C=CC(C=C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227566396,espsim_shape,zinc15
CC[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227561027,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)CC(C)C,ZINC15 : ZINC001229476413,espsim_shape,zinc15
C=CC(C=C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229481233,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(C)C,ZINC15 : ZINC001227565633,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)CC(C)C,ZINC15 : ZINC001227563964,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(C)C,ZINC15 : ZINC001227567997,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)C(C)C,ZINC15 : ZINC001229478208,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)C(C)C,ZINC15 : ZINC001227565523,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)C(C)C,ZINC15 : ZINC001229475125,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1OC(=O)[C@H](C)O,ZINC15 : ZINC001227565564,espsim_shape,zinc15
C=C[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473557,espsim_shape,zinc15
C=C[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227560754,espsim_shape,zinc15
C=C[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227560755,espsim_shape,zinc15
C=C[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473556,espsim_shape,zinc15
C=C[C@@H](CC)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227563708,espsim_shape,zinc15
C=C[C@H](CC)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227563706,espsim_shape,zinc15
C=C[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229478461,espsim_shape,zinc15
C=C[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229478462,espsim_shape,zinc15
C=CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227561562,espsim_shape,zinc15
C=CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229474083,espsim_shape,zinc15
CC(C)=CCc1cc2ccc(=O)oc2cc1O,ZINC15 : ZINC000012153561,espsim_shape,zinc15
CCC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227563577,espsim_shape,zinc15
CCC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229478186,espsim_shape,zinc15
CCC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229478185,espsim_shape,zinc15
CCC[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227563576,espsim_shape,zinc15
C=CC[C@H](C=C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229475129,espsim_shape,zinc15
C=CC[C@@H](C=C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229475127,espsim_shape,zinc15
CCCc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC000001017926,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)[C@H](C)S,ZINC15 : ZINC001229477689,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)[C@H](C)S,ZINC15 : ZINC001227567363,espsim_shape,zinc15
CC(C)=CCc1cc2ccc(=O)oc2cc1[O-],ZINC15 : ZINC000012153561,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)CON,ZINC15 : ZINC001229481635,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CON,ZINC15 : ZINC001229481643,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)CON,ZINC15 : ZINC001227563691,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CON,ZINC15 : ZINC001227563694,espsim_shape,zinc15
C=C[C@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229481374,espsim_shape,zinc15
C=C[C@@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229481376,espsim_shape,zinc15
CC(C)=CCOc1cc2oc(=O)cc(C)c2cc1Cl,ZINC15 : ZINC000000453180,espsim_shape,zinc15
C#C[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229472460,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(F)(F)F,ZINC15 : ZINC001227562016,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)C(F)(F)F,ZINC15 : ZINC001227562013,espsim_shape,zinc15
C#C[C@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227562908,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)C(F)(F)F,ZINC15 : ZINC001229472882,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)C(F)(F)F,ZINC15 : ZINC001229472883,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1OC(=O)CCC[C@@H](C)O,ZINC15 : ZINC001227566872,espsim_shape,zinc15
C#C[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229472458,espsim_shape,zinc15
C#C[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227562905,espsim_shape,zinc15
CCOC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229477639,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1OC(=O)CCC[C@@H](C)O,ZINC15 : ZINC001229479691,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1OC(=O)CCC[C@H](C)O,ZINC15 : ZINC001227566870,espsim_shape,zinc15
COc1cc2oc(=O)ccc2cc1OC(=O)CCC[C@H](C)O,ZINC15 : ZINC001229479685,espsim_shape,zinc15
CCOC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229477638,espsim_shape,zinc15
CCc1cc(=O)oc2cc(OCC=C(C)C)ccc12,ZINC15 : ZINC000000388781,espsim_shape,zinc15
Cc1cc2ccc(=O)oc2cc1OC[C@@H](O)C(C)(C)O,ZINC15 : ZINC000000113282,espsim_shape,zinc15
C=CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1O,ZINC15 : ZINC001228476321,espsim_shape,zinc15
C[C@@H](O)CC(=O)Oc1cc2oc(=O)ccc2cc1O,ZINC15 : ZINC001228474655,espsim_shape,zinc15
COC(=O)c1cc2ccc(=O)oc2cc1OC(N)=O,ZINC15 : ZINC000001563450,espsim_shape,zinc15
COc1cc(O[C@H](C)C(C)C)cc2oc(=O)ccc12,ZINC15 : ZINC001234767660,espsim_shape,zinc15
COc1cc(O[C@@H](C)C(C)C)cc2oc(=O)ccc12,ZINC15 : ZINC001234767658,espsim_shape,zinc15
COc1cc(O[C@@H](C)CON)cc2oc(=O)ccc12,ZINC15 : ZINC001234771114,espsim_shape,zinc15
COc1cc(O[C@H](C)CON)cc2oc(=O)ccc12,ZINC15 : ZINC001234771111,espsim_shape,zinc15
CCOc1cc2oc(=O)cc(C)c2cc1OCC,ZINC15 : ZINC000000058068,espsim_shape,zinc15
C=CCOc1cc2oc(=O)cc(C)c2cc1CC,ZINC15 : ZINC000002185085,espsim_shape,zinc15
COc1cc(O[C@H](C)[C@H](C)S)cc2oc(=O)ccc12,ZINC15 : ZINC001234764979,espsim_shape,zinc15
COC(=O)COc1cc2oc(=O)cc(C)c2cc1Cl,ZINC15 : ZINC000000237747,espsim_shape,zinc15
COc1cc2oc(=O)cc(C)c2cc1CCC(=O)[O-],ZINC15 : ZINC000011764669,espsim_shape,zinc15
C=C(C)COc1cc2oc(=O)cc(CC)c2cc1Cl,ZINC15 : ZINC000000458776,espsim_shape,zinc15
COCC(=O)COc1cc2oc(=O)cc(C)c2cc1Cl,ZINC15 : ZINC000794419021,espsim_shape,zinc15
CCc1cc2c(C)cc(=O)oc2cc1OC(=O)C=C(C)C,ZINC15 : ZINC000043116098,espsim_shape,zinc15
COc1cc2oc(=O)cc(C)c2cc1CCC(=O)NO,ZINC15 : ZINC000892165040,espsim_shape,zinc15
COc1cc2ccc(=O)oc2cc1OCC=C(C)C,ZINC15 : ZINC000002109870,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1OC/C=C(\C)CCC=C(C)C,ZINC15 : ZINC000015253754,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1OC/C=C(/C)CO,ZINC15 : ZINC000012362100,active_pairs,zinc15
COc1cc2oc(=O)ccc2cc1CC=C(C)C,ZINC15 : ZINC000001664037,active_pairs,zinc15
CC(C)=CCOc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000000388776,active_pairs,zinc15
CC(C)=CCOC1=CC=C2C=CC(=O)OC2=C1,ENAMINE-REAL : Z54658723,active_pairs,enamine-real
COc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC000000002067,active_pairs,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)CCC=C(C)C,ZINC15 : ZINC001229474750,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)CCC=C(C)C,ZINC15 : ZINC001227563812,active_pairs,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CCC=C(C)C,ZINC15 : ZINC001229477636,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CCC=C(C)C,ZINC15 : ZINC001227565540,active_pairs,zinc15
COc1cc2ccc(=O)oc2c(O)c1OCC=C(C)C,ZINC15 : ZINC000000113310,active_pairs,zinc15
COc1ccc2ccc(=O)oc2c1OCC=C(C)C,ZINC15 : ZINC000006624399,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1OC(C)=O,ZINC15 : ZINC000012153161,active_pairs,zinc15
COc1cc2ccc(=O)oc2c(OC(C)=O)c1OCC=C(C)C,ZINC15 : ZINC000000113351,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1OCCOC(C)C,ZINC15 : ZINC001227560990,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1OCC[C@@H](C)OC,ZINC15 : ZINC001227566483,active_pairs,zinc15
CCOc1cc2ccc(=O)oc2cc1OCC,ZINC15 : ZINC000005464620,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1OCC[C@H](C)OC,ZINC15 : ZINC001227566482,active_pairs,zinc15
CCO[C@H](C)COc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229480306,active_pairs,zinc15
CCO[C@@H](C)COc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229480303,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1OC(C)C,ZINC15 : ZINC001227560681,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1OC(=O)C[C@@H](C)O,ZINC15 : ZINC001227560767,active_pairs,zinc15
CC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,ZINC15 : ZINC001229476285,active_pairs,zinc15
CC[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,ZINC15 : ZINC001229476294,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1OCCOCCOCCOC(C)C,ZINC15 : ZINC001227567182,active_pairs,zinc15
CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473831,active_pairs,zinc15
CC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473832,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(C)C,ZINC15 : ZINC001227565633,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)CC(C)C,ZINC15 : ZINC001227563964,active_pairs,zinc15
C=CC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,ZINC15 : ZINC001229475767,active_pairs,zinc15
C=CC[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)C,ZINC15 : ZINC001229475768,active_pairs,zinc15
COc1cc2oc(=O)ccc2cc1O[C@H](C)C(C)C,ZINC15 : ZINC001229475125,active_pairs,zinc15
COc1cc2oc(=O)ccc2cc1O[C@@H](C)C(C)C,ZINC15 : ZINC001229478208,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)C(C)C,ZINC15 : ZINC001227565523,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(C)C,ZINC15 : ZINC001227567997,active_pairs,zinc15
CC(Cl)=CCOC1=CC=C2C=CC(=O)OC2=C1,ENAMINE-REAL : PV-002259705613,active_pairs,enamine-real
C=C[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473557,active_pairs,zinc15
C=C[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229473556,active_pairs,zinc15
COC/C(C)=C\COc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000901354404,active_pairs,zinc15
C=CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229474083,active_pairs,zinc15
COC/C(C)=C/COc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000901354405,active_pairs,zinc15
C=CC[C@@H](C)Oc1cc2oc(=O)ccc2cc1OC,ZINC15 : ZINC001227561562,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(C)(C)OC,ZINC15 : ZINC001227564009,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)CC(C)(C)OC,ZINC15 : ZINC001227564007,active_pairs,zinc15
C=CC[C@H](C=C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229475129,active_pairs,zinc15
C=CC[C@@H](C=C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229475127,active_pairs,zinc15
CCCc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC000001017926,active_pairs,zinc15
CC(C)=CCc1cc2ccc(=O)oc2cc1[O-],ZINC15 : ZINC000012153561,active_pairs,zinc15
COc1ccc2ccc(=O)oc2c1CC=C(C)C,ZINC15 : ZINC000000000566,active_pairs,zinc15
C=CC(=O)OC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229480194,active_pairs,zinc15
C=CC(=O)OC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229480193,active_pairs,zinc15
COc1cc2oc(=O)ccc2cc1OC(=O)CCC[C@H](C)O,ZINC15 : ZINC001229479685,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1OC(=O)CCC[C@H](C)O,ZINC15 : ZINC001227566870,active_pairs,zinc15
COc1cc2oc(=O)ccc2cc1OC(=O)CCC[C@@H](C)O,ZINC15 : ZINC001229479691,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CCCC(C)C,ZINC15 : ZINC001227563600,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)CCCC(C)C,ZINC15 : ZINC001227563599,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1OC(=O)CCC[C@@H](C)O,ZINC15 : ZINC001227566872,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(=O)OCCC(C)C,ZINC15 : ZINC001227566339,active_pairs,zinc15
C=CCC[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229477226,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)C(=O)OCCC(C)C,ZINC15 : ZINC001227566337,active_pairs,zinc15
C=CCC[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229477222,active_pairs,zinc15
C=CC[C@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229477776,active_pairs,zinc15
C=CC[C@@H](CCC)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229477777,active_pairs,zinc15
CCC#C[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229480152,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)COC(C)(C)C,ZINC15 : ZINC001227560957,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)COC(C)(C)C,ZINC15 : ZINC001227560958,active_pairs,zinc15
CCC#C[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,ZINC15 : ZINC001229480151,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)CC(=O)OC(C)(C)C,ZINC15 : ZINC001227561017,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C#C[Si](C)(C)C,ZINC15 : ZINC001227567043,active_pairs,zinc15
COc1cc2ccc(=O)oc2cc1O[C@H](C)C#C[Si](C)(C)C,ZINC15 : ZINC001227567042,active_pairs,zinc15
CC(C)=CCOc1ccc2c(C)cc(=O)oc2c1,ZINC15 : ZINC000000388777,active_pairs,zinc15
COc1cc2cc(CC=C(C)C)c(=O)oc2cc1OC(C)C,ZINC15 : ZINC001234170145,active_pairs,zinc15
COc1ccc2ccc(=O)oc2c1,ZINC15 : 391177,active_pairs,zinc15
CCc1cc(=O)oc2cc(OCC=C(C)C)ccc12,ZINC15 : ZINC000000388781,active_pairs,zinc15
COc1cc2cc(CC=C(C)C)c(=O)oc2cc1O,ZINC15 : ZINC000013334615,active_pairs,zinc15
COc1cc2ccc(=O)oc2c(O[C@H](C)CCC=C(C)C)c1[O-],ZINC15 : ZINC001229216853,active_pairs,zinc15
COc1cc2ccc(=O)oc2c(O[C@@H](C)CCC=C(C)C)c1[O-],ZINC15 : ZINC001229216854,active_pairs,zinc15
COc1cc(O[C@H](C)CCC=C(C)C)cc2oc(=O)ccc12,ZINC15 : ZINC001234767296,active_pairs,zinc15
COc1cc(O[C@@H](C)CCC=C(C)C)cc2oc(=O)ccc12,ZINC15 : ZINC001234767299,active_pairs,zinc15
CC(C)=CCOc1ccc2c(C)cc(=O)oc2c1OCC=C(C)C,ZINC15 : ZINC000000615049,active_pairs,zinc15
CCc1cc(=O)oc2c(C)c(OCC=C(C)C)ccc12,ZINC15 : ZINC000000317729,active_pairs,zinc15
C=C(C)COC1=CC=C2C=CC(=O)OC2=C1,ENAMINE-REAL : Z54154313,active_pairs,enamine-real
COc1ccc2ccc(=O)oc2c1O[C@H](C)CCC=C(C)C,ZINC15 : ZINC001234388038,active_pairs,zinc15
COc1ccc2ccc(=O)oc2c1O[C@@H](C)CCC=C(C)C,ZINC15 : ZINC001234388039,active_pairs,zinc15
COc1cc2ccc(=O)oc2c(C(C)=O)c1OC,ZINC15 : ZINC000002562446,active_pairs,zinc15
COc1cc2ccc(=O)oc2c(OC(C)=O)c1OC(C)=O,ZINC15 : ZINC000000113461,active_pairs,zinc15
CCCc1cc(=O)oc2cc(OCC=C(C)C)ccc12,ZINC15 : ZINC000000388778,active_pairs,zinc15
COc1cc2ccc(=O)oc2c(O)c1OC,ZINC15 : ZINC000002566165,active_pairs,zinc15
COc1cc2ccc(=O)oc2c(OC)c1O,ZINC15 : ZINC000001573299,active_pairs,zinc15
CCOc1ccc2ccc(=O)oc2c1,ZINC15 : 57719,active_pairs,zinc15
COc1cc2ccc(=O)oc2c(OC)c1OC,ZINC15 : ZINC000002516970,active_pairs,zinc15
COc1cc2cc(CC=C(C)C)c(=O)oc2cc1OC(=O)C[C@@H](C)O,ZINC15 : ZINC001234171571,active_pairs,zinc15
C=C(C)CCOc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000142917040,active_pairs,zinc15
CCCCc1cc(=O)oc2cc(OCC=C(C)C)ccc12,ZINC15 : ZINC000002986208,active_pairs,zinc15
C[C@H](O)COc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000193047335,active_pairs,zinc15
C[C@@H](O)COc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000193047350,active_pairs,zinc15
COc1cc2ccc(=O)oc2c(OC[C@@H](C)OC)c1O,ZINC15 : ZINC001229219979,active_pairs,zinc15
CCCOc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000001893420,active_pairs,zinc15
CSCOc1ccc2ccc(=O)oc2c1,ZINC15 : ZINC000814714491,active_pairs,zinc15
Cc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC000206155627-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(C(C)(C)C)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC001184617201-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(F)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000005244187-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(Cl)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000005321601-DMCH,morgan,zinc15
Cc1cc(Nc2ccccc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000026690662-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(OC(C)(C)C)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000525193795-DMCH,morgan,zinc15
CC1=NC2=NC(C(F)(F)F)=NN2C(NC2=CC=C(OC(C)(C)C)C=C2)=C1,ENAMINE-REAL : Z1272476114-DMCH,morgan,enamine-real
CSc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC000026697150-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(C(C)C)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000613311725-DMCH,morgan,zinc15
COc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC000045723622-DMCH,morgan,zinc15
C#Cc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC001472897569-DMCH,morgan,zinc15
CC(=O)Nc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC000012421734-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(F)c(C)c2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000301199424-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(C)c(F)c2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000026691190-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(OC(C)C)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000301077101-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(OCC(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000045725550-DMCH,morgan,zinc15
COCc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC000302824744-DMCH,morgan,zinc15
CSCc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC000301149453-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(C(C)(C)C(=O)[O-])cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000832898144-DMCH,morgan,zinc15
Cc1cc(C)cc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)c1,ZINC15 : ZINC000012421738-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(C)c(Cl)c2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000007636162-DMCH,morgan,zinc15
COC(=O)Nc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC000052428408-DMCH,morgan,zinc15
COC(=O)C(C)(C)c1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC000610280124-DMCH,morgan,zinc15
Cc1cccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)c1,ZINC15 : ZINC000026690671-DMCH,morgan,zinc15
COc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1OC,ZINC15 : ZINC000044648531-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(NC(=O)C(C)C)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000026694271-DMCH,morgan,zinc15
CCOCc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC000301415724-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(CC[NH+](C)C)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000301205721-DMCH,morgan,zinc15
Cc1cc(Nc2cc(Cl)c(N)c(Cl)c2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000026695472-DMCH,morgan,zinc15
COCCOc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC000042108506-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(CC(N)=O)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000025574036-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(OCCO)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000301253939-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(CCC#N)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000895733262-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(NC(=O)CC(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000558688975-DMCH,morgan,zinc15
Cc1cc(Nc2ccc(COC(C)C)cc2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000194044248-DMCH,morgan,zinc15
CC(=O)N(C)c1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC000065946677-DMCH,morgan,zinc15
Cc1cc(Nc2cccc(Cl)c2)n2nc(C(F)(F)F)nc2n1,ZINC15 : ZINC000050928289-DMCH,morgan,zinc15
COc1cc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)ccc1F,ZINC15 : ZINC000302531473-DMCH,morgan,zinc15
CCC1=CC=C(NC2=CC(C)=NC3=NC(C(F)(F)F)=NN23)C=C1F,ENAMINE-REAL : PV-002448926297-DMCH,morgan,enamine-real
CCC1=CC(NC2=CC(C)=NC3=NC(C(F)(F)F)=NN23)=CC=C1F,ENAMINE-REAL : PV-002385545183-DMCH,morgan,enamine-real
CC[C@H](C)Oc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC000517727381-DMCH,morgan,zinc15
CC[C@@H](C)Oc1ccc(Nc2cc(C)nc3nc(C(F)(F)F)nn32)cc1,ZINC15 : ZINC000517727378-DMCH,morgan,zinc15
