smiles,identifier,search_type,database
CC(C)(CO)NC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000272387646,espsim_shape,zinc15
C[C@@H](O)CNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492285129,espsim_shape,zinc15
C[C@H](O)CNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492285128,espsim_shape,zinc15
C[C@@H](O)COC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000792087525,espsim_shape,zinc15
CCC/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC001250595581,espsim_shape,zinc15
O=C(/C=C/c1ccc2[nH]ccc2c1)NCCO,ZINC15 : ZINC000492258644,espsim_shape,zinc15
C[C@@H](CF)NC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000817126597,espsim_shape,zinc15
C#CCN(C)C(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000491440706,espsim_shape,zinc15
C#CCCOC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765929355,espsim_shape,zinc15
CC#CCOC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000766177463,espsim_shape,zinc15
CC(C)(CF)NC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492732435,espsim_shape,zinc15
CN(CC#N)C(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492248012,espsim_shape,zinc15
NC(=O)CNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492262061,espsim_shape,zinc15
NC(=O)COC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765925929,espsim_shape,zinc15
C[C@@H](CO)CNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000270885952,espsim_shape,zinc15
C[C@H](O)CCNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000270975314,espsim_shape,zinc15
C[C@H](CO)CNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000270885956,espsim_shape,zinc15
C[C@@H](O)CCNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000270975313,espsim_shape,zinc15
C#CCOC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765926735,espsim_shape,zinc15
N#CCOC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000766182869,espsim_shape,zinc15
C[C@@H](F)CCNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000493259048,espsim_shape,zinc15
CO[C@@H](C)CNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000275940930,espsim_shape,zinc15
C[C@H](F)CCNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000493259054,espsim_shape,zinc15
CO[C@H](C)CNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000275940925,espsim_shape,zinc15
NC(=O)CCNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492323336,espsim_shape,zinc15
C/C=C(\C)c1ccc2[nH]ccc2c1,ZINC15 : ZINC001250595509,espsim_shape,zinc15
C/C=C/C=C/C(=O)N(C)c1ccc2cc[nH]c2c1,ZINC15 : ZINC000491956045,espsim_shape,zinc15
CN(C(N)=O)c1ccc2cc[nH]c2c1,ZINC15 : 335857395,espsim_shape,zinc15
C#CCCNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492300287,espsim_shape,zinc15
CCCON=Cc1ccc2[nH]ccc2c1,ZINC15 : ZINC000842551488,espsim_shape,zinc15
CCOC(=[NH2+])c1ccc2cc[nH]c2c1,ZINC15 : 89209010,espsim_shape,zinc15
CCC(=O)N(C)c1ccc2cc[nH]c2c1,ZINC15 : ZINC000280482526,espsim_shape,zinc15
CN(C(=O)CO)c1ccc2cc[nH]c2c1,ZINC15 : ZINC000336290079,espsim_shape,zinc15
CC(C)C(=O)N(C)C1=CC=C2C=CNC2=C1,ENAMINE-REAL : Z1944130491,espsim_shape,enamine-real
CN(C(=O)C(F)F)c1ccc2cc[nH]c2c1,ZINC15 : ZINC000792578703,espsim_shape,zinc15
C[C@@H](O)C(=O)N(C)C1=CC=C2C=CNC2=C1,ENAMINE-REAL : Z1944115255,espsim_shape,enamine-real
CC(O)C(=O)N(C)C1=CC=C2C=CNC2=C1,ENAMINE-REAL : PV-002184366898,espsim_shape,enamine-real
O=C(CO)NC1=CC=C2C=CNC2=C1,ENAMINE-REAL : Z1928813954,espsim_shape,enamine-real
CN(C(=O)CCF)c1ccc2cc[nH]c2c1,ZINC15 : ZINC000907878599,espsim_shape,zinc15
CCC(C)(C)NC(=O)C1=CC=C2C=CNC2=C1,ENAMINE-REAL : Z734735972,espsim_shape,enamine-real
CCN(CCO)C(=O)C1=CC=C2C=CNC2=C1,ENAMINE-REAL : Z408685060,espsim_shape,enamine-real
CCN(CCF)C(=O)C1=CC=C2C=CNC2=C1,ENAMINE-REAL : Z4178908454,espsim_shape,enamine-real
CCN(CCN)C(=O)C1=CC=C2C=CNC2=C1,ENAMINE-REAL : Z2826693219,espsim_shape,enamine-real
OCCNN=Cc1ccc2[nH]ccc2c1,ZINC15 : ZINC000814942797,espsim_shape,zinc15
C=CCNN=Cc1ccc2[nH]ccc2c1,ZINC15 : 811650239,espsim_shape,zinc15
CCC/C=C/c1ccc2cc(C)[nH]c2c1,ZINC15 : ZINC001242254550,espsim_shape,zinc15
COC(=O)/C=C/c1ccc2cc[nH]c2c1,ZINC15 : ZINC000034129810,active_pairs,zinc15
CC(C)(O)/C=C/c1ccc2cc[nH]c2c1,ZINC15 : ZINC001239151433,active_pairs,zinc15
CC(C)(C)/C=C/c1ccc2cc[nH]c2c1,ZINC15 : ZINC001241564229,active_pairs,zinc15
CCC/C=C/c1ccc2cc[nH]c2c1,ZINC15 : ZINC001242255176,active_pairs,zinc15
C=C(C)CCOC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765951924,active_pairs,zinc15
C=C(C)CCOC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765951925,active_pairs,zinc15
C=C(C)COC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765926832,active_pairs,zinc15
C=C(C)COC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765926836,active_pairs,zinc15
C=C(C)CNC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492717040,active_pairs,zinc15
C=C(C)COCCNC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492280627,active_pairs,zinc15
C=C(C)CNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492717039,active_pairs,zinc15
C=C(C)COCCNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492280626,active_pairs,zinc15
C=C(C)[C@@H](C)OC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000755998997,active_pairs,zinc15
C=C(C)[C@@H](C)OC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000755998994,active_pairs,zinc15
C=C(C)[C@H](C)OC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000755998995,active_pairs,zinc15
C=C(C)CN(C)C(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000778124159,active_pairs,zinc15
C=C(C)[C@H](C)OC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000755998996,active_pairs,zinc15
C=C(C)CN(C)C(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000778124160,active_pairs,zinc15
C/C=C(\C)c1ccc2cc[nH]c2c1,ZINC15 : ZINC001242757981,active_pairs,zinc15
C=C(C)CCNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC001129084831,active_pairs,zinc15
C=C(C)CN(CC)C(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492316162,active_pairs,zinc15
C=C(C)CCNC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC001129084832,active_pairs,zinc15
C=C(C)CN(CC)C(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492316163,active_pairs,zinc15
C=CC(C)ON=CC1=CC=C2C=CNC2=C1,ENAMINE-REAL : PV-006466601782,active_pairs,enamine-real
CON(C)C(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000208254538,active_pairs,zinc15
CON(C)C(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000145807984,active_pairs,zinc15
C=C(C)CCOc1ccc2cc[nH]c2c1,ZINC15 : ZINC000795237847,active_pairs,zinc15
CC(C)=CNc1ccc2cc[nH]c2c1,ZINC15 : ZINC001159689832,active_pairs,zinc15
C=C(CC)CNC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC001536092925,active_pairs,zinc15
C=C(CC)COC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000773543054,active_pairs,zinc15
C=C(CC)CNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC001536092926,active_pairs,zinc15
C=C(CC)COC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000773543057,active_pairs,zinc15
C=CCCOCCNC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492270096,active_pairs,zinc15
C=CCCOCCNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492270099,active_pairs,zinc15
CC(C)(O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC001250596983,active_pairs,zinc15
C=C(Cl)COC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000766176282,active_pairs,zinc15
C=C[C@H](C)OC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000781580035,active_pairs,zinc15
C=C[C@@H](C)OC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000781580034,active_pairs,zinc15
C=C[C@H](C)OC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000781580036,active_pairs,zinc15
C=C[C@@H](C)OC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000781580033,active_pairs,zinc15
C=CCCOC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765930018,active_pairs,zinc15
C=C(Br)COC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000766170611,active_pairs,zinc15
C=C(Br)COC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000766170612,active_pairs,zinc15
C=C(Cl)COC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000766176284,active_pairs,zinc15
C=CCCOC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765930020,active_pairs,zinc15
C=C(Cl)CNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492317163,active_pairs,zinc15
C=CCN(C)C(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492717693,active_pairs,zinc15
C=CCN(C)C(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492717694,active_pairs,zinc15
C=C(Cl)CNC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492317164,active_pairs,zinc15
CCN(C)C(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492301018,active_pairs,zinc15
C=CCCCOC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765956564,active_pairs,zinc15
C=COCCOC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000755776064,active_pairs,zinc15
C=CCCCOC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765956562,active_pairs,zinc15
C=COCCOC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000755776067,active_pairs,zinc15
C=CCOC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765928722,active_pairs,zinc15
C=CCNC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492294925,active_pairs,zinc15
C=CCOC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765928719,active_pairs,zinc15
C=CCNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492294924,active_pairs,zinc15
CC(C)(C)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC001250597091,active_pairs,zinc15
C=CCOCCCOC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000795573817,active_pairs,zinc15
C=CCCN(C)C(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000786668978,active_pairs,zinc15
C=CCCN(C)C(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000786668987,active_pairs,zinc15
C=C(CC)COc1ccc2cc[nH]c2c1,ZINC15 : ZINC000795235975,active_pairs,zinc15
CC(C)=CCOc1ccc2cc[nH]c2c1,ZINC15 : ZINC000808267980,active_pairs,zinc15
C=C(C)CN(C)C(=O)c1ccc2cc[nH]c2c1,ZINC15 : ZINC000165909747,active_pairs,zinc15
C=C[C@H](CC)OC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000776104986,active_pairs,zinc15
C=C[C@@H](CC)OC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000776104989,active_pairs,zinc15
C=CCCCN(C)C(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492317145,active_pairs,zinc15
C=C[C@H](CC)OC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000776104987,active_pairs,zinc15
C=C[C@@H](CC)OC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000776104988,active_pairs,zinc15
C=CC[C@@H](C)NC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492250950,active_pairs,zinc15
C=CCCCN(C)C(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492317144,active_pairs,zinc15
C=CC[C@H](C)NC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492250947,active_pairs,zinc15
C=CC[C@@H](C)NC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492250948,active_pairs,zinc15
C=CC[C@H](C)NC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492250949,active_pairs,zinc15
C=C(C)CCOc1ccc2[nH]ccc2c1,ZINC15 : ZINC000164905093,active_pairs,zinc15
CC(C)=CCN(C)c1ccc2cc[nH]c2c1,ZINC15 : ZINC000548099668,active_pairs,zinc15
CCN(OC)C(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC001558438223,active_pairs,zinc15
C/C=C(/C)C(=O)N(C)c1ccc2cc[nH]c2c1,ZINC15 : ZINC000792574263,active_pairs,zinc15
C/C=C(\C)C(=O)N(C)c1ccc2cc[nH]c2c1,ZINC15 : ZINC000792574262,active_pairs,zinc15
C=C=CCNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC001556751426,active_pairs,zinc15
C=C=CCNC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC001556751425,active_pairs,zinc15
C=CCCCNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492760607,active_pairs,zinc15
C=CCCCNC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000492760608,active_pairs,zinc15
C#C[C@@H](C)OC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765948794,active_pairs,zinc15
CC/C=C\CNC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC001274043829,active_pairs,zinc15
C#C[C@H](C)OC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000765948801,active_pairs,zinc15
CC/C=C/CNC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC001274043824,active_pairs,zinc15
CC/C=C/CNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC001274043828,active_pairs,zinc15
CC/C=C\CNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC001274043826,active_pairs,zinc15
C=CCCCOc1ccc2cc[nH]c2c1,ZINC15 : ZINC000795235543,active_pairs,zinc15
C=CC[C@H](CC)NC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000798554121,active_pairs,zinc15
C=CCC(C)(C)CNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000814420148,active_pairs,zinc15
C=CC[C@@H](CC)NC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000798554120,active_pairs,zinc15
COC(=O)/C(C)=C/COC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000766174252,active_pairs,zinc15
C=CCC(C)(C)CNC(=O)/C=C\c1ccc2[nH]ccc2c1,ZINC15 : ZINC000814420149,active_pairs,zinc15
C=CC[C@@H](CC)NC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000798554119,active_pairs,zinc15
C=CC[C@H](CC)NC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000798554118,active_pairs,zinc15
C=C(C)COc1ccc2[nH]ccc2c1,ZINC15 : 87723362,active_pairs,zinc15
C=CCCCCNC(=O)/C=C/c1ccc2[nH]ccc2c1,ZINC15 : ZINC000770082742,active_pairs,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4cc(C(F)(F)F)ccc4Cl)nccn3n2)cc1,ZINC15 : ZINC000017051546-DMCH,morgan,zinc15
O=C(CSc1nccn2nc(-c3ccccc3)cc12)Nc1cc(C(F)(F)F)ccc1Cl,ZINC15 : ZINC000017191759-DMCH,morgan,zinc15
CCc1ccc(-c2cc3c(SCC(=O)Nc4cc(C(F)(F)F)ccc4Cl)nccn3n2)cc1,ZINC15 : ZINC000016841644-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4cc(C(F)(F)F)ccc4Cl)nccn3n2)cc1C,ZINC15 : ZINC000067289781-DMCH,morgan,zinc15
COc1ccc(-c2cc3c(SCC(=O)Nc4cc(C(F)(F)F)ccc4Cl)nccn3n2)cc1,ZINC15 : ZINC000016954678-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccccc4Cl)nccn3n2)cc1,ZINC15 : ZINC000017051671-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(Cl)cc4C(F)(F)F)nccn3n2)cc1,ZINC15 : ZINC000017051606-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)nccn3n2)cc1,ZINC15 : ZINC000017051562-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(C)cc4Cl)nccn3n2)cc1,ZINC15 : ZINC000017051611-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4cccc(C(F)(F)F)c4)nccn3n2)cc1,ZINC15 : ZINC000046005268-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccccc4C(F)(F)F)nccn3n2)cc1,ZINC15 : ZINC000017051667-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4cccc(Cl)c4C)nccn3n2)cc1,ZINC15 : ZINC000017051654-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(C)cc4C)nccn3n2)cc1,ZINC15 : ZINC000017051609-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4cc(Cl)ccc4C)nccn3n2)cc1,ZINC15 : ZINC000017051542-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4cc(C)ccc4C)nccn3n2)cc1,ZINC15 : ZINC000017051539-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccccc4F)nccn3n2)cc1,ZINC15 : ZINC000017051674-DMCH,morgan,zinc15
Cc1ccc(NC(=O)CSc2nccn3nc(-c4ccccc4)cc23)c(Cl)c1,ZINC15 : ZINC000017026188-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4cc(F)ccc4Cl)nccn3n2)cc1C,ZINC15 : ZINC000067290009-DMCH,morgan,zinc15
Cc1ccc(NC(=O)CSc2nccn3nc(-c4ccc(C)cc4)cc23)cc1,ZINC15 : ZINC000017051582-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccccc4C)nccn3n2)cc1,ZINC15 : ZINC000017051658-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(Cl)cc4)nccn3n2)cc1,ZINC15 : ZINC000017051591-DMCH,morgan,zinc15
Cc1ccc(NC(=O)CSc2nccn3nc(-c4ccc(Cl)cc4)cc23)cc1,ZINC15 : ZINC000017042116-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(C)c(Cl)c4)nccn3n2)cc1,ZINC15 : ZINC000017051570-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(F)cc4F)nccn3n2)cc1,ZINC15 : ZINC000017051618-DMCH,morgan,zinc15
Cc1ccc(C)c(NC(=O)CSc2nccn3nc(-c4ccc(Cl)cc4)cc23)c1,ZINC15 : ZINC000017026268-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4cc(F)ccc4F)nccn3n2)cc1,ZINC15 : ZINC000017051549-DMCH,morgan,zinc15
CCc1ccc(-c2cc3c(SCC(=O)Nc4ccc(C)cc4Cl)nccn3n2)cc1,ZINC15 : ZINC000016841692-DMCH,morgan,zinc15
O=C(CSc1nccn2nc(-c3ccc(Cl)cc3)cc12)Nc1cccc(C(F)(F)F)c1,ZINC15 : ZINC000017155221-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(C)cc4Br)nccn3n2)cc1,ZINC15 : ZINC000017051602-DMCH,morgan,zinc15
CCOc1ccc(-c2cc3c(SCC(=O)Nc4cc(F)ccc4Cl)nccn3n2)cc1,ZINC15 : ZINC000067290559-DMCH,morgan,zinc15
COc1ccc(-c2cc3c(SCC(=O)Nc4ccc(C)cc4Cl)nccn3n2)cc1,ZINC15 : ZINC000017026186-DMCH,morgan,zinc15
Cc1ccc(NC(=O)CSc2nccn3nc(-c4ccc(F)cc4)cc23)c(C)c1,ZINC15 : ZINC000016841458-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4c(C)cc(C)cc4C)nccn3n2)cc1,ZINC15 : ZINC000017051528-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(C(F)(F)F)cc4)nccn3n2)cc1C,ZINC15 : ZINC000067290010-DMCH,morgan,zinc15
O=C(CSc1nccn2nc(-c3ccc(Cl)cc3)cc12)Nc1ccccc1C(F)(F)F,ZINC15 : ZINC000017170957-DMCH,morgan,zinc15
Cc1ccc(NC(=O)CSc2nccn3nc(-c4ccc(Cl)cc4)cc23)c(Br)c1,ZINC15 : ZINC000017025741-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(Br)cc4F)nccn3n2)cc1,ZINC15 : ZINC000017051614-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(F)cc4)nccn3n2)cc1,ZINC15 : ZINC000017051593-DMCH,morgan,zinc15
CCOc1ccc(-c2cc3c(SCC(=O)Nc4ccc(C)cc4Cl)nccn3n2)cc1,ZINC15 : ZINC000067290383-DMCH,morgan,zinc15
CCc1ccc(-c2cc3c(SCC(=O)Nc4ccccc4Cl)nccn3n2)cc1,ZINC15 : ZINC000016841621-DMCH,morgan,zinc15
Cc1ccc(NC(=O)CSc2nccn3nc(-c4ccccc4)cc23)c(C)c1,ZINC15 : ZINC000017025827-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4c(C)cccc4C)nccn3n2)cc1,ZINC15 : ZINC000017051531-DMCH,morgan,zinc15
CCOc1ccc(-c2cc3c(SCC(=O)Nc4ccc(C(F)(F)F)cc4)nccn3n2)cc1,ZINC15 : ZINC000067290561-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(C(C)C)cc4)nccn3n2)cc1,ZINC15 : ZINC000017051588-DMCH,morgan,zinc15
COc1cc(NC(=O)CSc2nccn3nc(-c4ccc(C)cc4)cc23)cc(OC)c1,ZINC15 : ZINC000017051536-DMCH,morgan,zinc15
Cc1ccc(NC(=O)CSc2nccn3nc(-c4ccccc4)cc23)cc1,ZINC15 : ZINC000017042123-DMCH,morgan,zinc15
CCc1ccc(-c2cc3c(SCC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)nccn3n2)cc1,ZINC15 : ZINC000016841671-DMCH,morgan,zinc15
CCc1ccc(-c2cc3c(SCC(=O)Nc4ccc(Cl)cc4C(F)(F)F)nccn3n2)cc1,ZINC15 : ZINC000016841702-DMCH,morgan,zinc15
O=C(CSc1nccn2nc(-c3ccccc3)cc12)Nc1ccc(Cl)cc1C(F)(F)F,ZINC15 : ZINC000017191793-DMCH,morgan,zinc15
Cc1ccc(NC(=O)CSc2nccn3nc(-c4ccc(F)cc4)cc23)c(Br)c1,ZINC15 : ZINC000016841447-DMCH,morgan,zinc15
Cc1ccc(F)cc1NC(=O)CSc1nccn2nc(-c3ccc(Cl)cc3)cc12,ZINC15 : ZINC000017121242-DMCH,morgan,zinc15
Cc1ccc(Cl)cc1NC(=O)CSc1nccn2nc(-c3ccc(F)cc3)cc12,ZINC15 : ZINC000016841456-DMCH,morgan,zinc15
O=C(CSc1nccn2nc(-c3ccccc3)cc12)Nc1ccc(Cl)c(C(F)(F)F)c1,ZINC15 : ZINC000017191769-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(Br)cc4)nccn3n2)cc1,ZINC15 : ZINC000046005265-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(C)c(C)c4)nccn3n2)cc1,ZINC15 : ZINC000017051567-DMCH,morgan,zinc15
Cc1ccc(C)c(NC(=O)CSc2nccn3nc(-c4ccccc4)cc23)c1,ZINC15 : ZINC000017026276-DMCH,morgan,zinc15
Cc1cc(C)c(NC(=O)CSc2nccn3nc(-c4ccc(Cl)cc4)cc23)c(C)c1,ZINC15 : ZINC000016994023-DMCH,morgan,zinc15
CCc1ccc(-c2cc3c(SCC(=O)Nc4cccc(C(F)(F)F)c4)nccn3n2)cc1,ZINC15 : ZINC000046005343-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4cccc(C(F)(F)F)c4)nccn3n2)cc1C,ZINC15 : ZINC000067289643-DMCH,morgan,zinc15
Cc1ccc(-c2cc3c(SCC(=O)Nc4ccc(C)c(F)c4)nccn3n2)cc1,ZINC15 : ZINC000017051579-DMCH,morgan,zinc15
CCc1ccc(-c2cc3c(SCC(=O)Nc4ccc(C)cc4C)nccn3n2)cc1,ZINC15 : ZINC000016841662-DMCH,morgan,zinc15
