Compound_names,Smiles,chemical_class,np_classifier_pathway,np_classifier_superclass,np_classifier_class,Canonical_smiles,standard_inchi,standard_inchi_key,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,NP_likeness,SA_score,Pfizer,GSK,Golden_Triangle,Rotatable_bonds
ellagic acid,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,Tannins,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),Gallotannins,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,"InChI=1S/C14H6O8/c15-5-1-3-7-8-4(14(20)22-11(7)9(5)17)2-6(16)10(18)12(8)21-13(3)19/h1-2,15-18H",AFSDNFLWKVMVRB-UHFFFAOYSA-N,302.194,1.3128,8,4,4,0.216284535941976,0,141.34,0.469084459543228,0.0284923207946121,0.326548740267754,0.766785848140717,0.11783521771431,0.0279158107936382,0.282122683525085,0.0132283010054379,0.102413731068373,0.316249352693558,0.340173806250095,0.0250119523145258,0.0119122880976647,0.987409126758575,0.982307136058807,0.0346974538639187,0.0454230386763811,0.833019268512726,0.14531574472785,0.475932723283768,0.549329721927643,0.0561586946249008,0.495371353626251,0.095802117139101,0.922819709777832,0.228494569659233,0.221875278651714,0.920320701599121,0.596292048692703,0.924057900905609,0.343611961603165,-5.16538819868335,40.4517364151762,-8.29917177701823,8.92768609801388,-12.7233044446116,2.46720695247432,1.25186289726437,91.3685731427678,-2.54758390032648,3.91224435225015,41.1399767351687,36.2543621558744,82.3575029081039,86.0217138425746,63.8037999224506,13.6487010469174,22.4893369523071,83.0942225668864,80.4187669639395,0.81426909654905,10.1977510663048,91.2756882512602,52.6560682435052,10.1589763474215,81.7371074059713,7.05699883675843,62.3885226832106,33.3850329585111,73.9046141915471,10.7793718495541,13.0670802636681,98.6816595579682,37.3012795657232,78.867778208608,70.4536642109345,98.4490112446685,79.8371461806902,97.2082202404032,95.4633578906553,85.2268321054672,34.1217526172935,50.7561070182241,98.7979837146181,94.9592865451726,92.7491275688251,98.4877859635518,97.5571927103528,95.3082590151221,54.2846064366033,38.8134936021714,54.1682822799535,18.1077937184955,52.6948429623885,22.6832105467235,45.4827452500969,46.3745637844126,75.9596742923614,59.9457153935634,67.429236138038,1.0712185401921,2.98008951103291,0,2,2,4
Plumbagin,CC1=CC(=O)c2c(O)cccc2C1=O,Naphthalenes,Polyketides,Naphthalenes,Naphthalenes and derivatives,CC1=CC(=O)c2c(O)cccc2C1=O,"InChI=1S/C11H8O3/c1-6-5-9(13)10-7(11(6)14)3-2-4-8(10)12/h2-5,12H,1H3",VCMMXZQDRFWYSE-UHFFFAOYSA-N,188.182,1.7175,3,1,4,0.673930704486327,0,54.37,0.69818052649498,0.551307666301727,0.530693101882935,0.989391911029816,0.401686033606529,0.0825114928185939,0.433144992589951,0.123023189604282,0.559515753388405,0.553442418575287,0.563954174518585,0.0179738199338316,0.0229349581291899,0.847354602813721,0.999986219406128,0.0126123594120144,0.0199797839857637,0.872910261154175,0.0601365633308887,0.079727354645729,0.164880250394344,0.0086522131226956,0.904944097995758,0.119215928018093,0.77995617389679,0.0691848911345005,0.12871377915144,0.925676703453064,0.226606132090092,0.942648887634277,0.105776324123144,-4.46200811930774,95.691056933301,51.0674795119342,-20.7306464008309,-9.52026068743237,2.61962066996658,2.24334800141984,88.8428711025043,-3.48526056809068,2.43702200228935,15.7037611477317,41.5664986428848,31.1748739821636,36.6808840635905,63.8037999224506,70.7250872431175,22.4893369523071,33.714618069019,92.1287320666925,33.7340054284606,21.132221791392,99.2632803412175,78.6739046141915,29.8953082590151,88.0573865839473,54.1682822799535,87.3206669251648,56.2233423807677,82.5901512214036,7.79371849554091,21.3260953858085,75.9984490112447,95.9674292361381,54.7499030632028,44.7460255913145,98.7979837146181,64.6762310973246,85.2268321054672,73.6719658782474,58.9375727025979,67.972082202404,53.6642109344707,95.3858084528887,84.0635905389686,87.6696393951144,98.6041101202016,87.3982163629314,96.5102753005041,30.7483520744475,82.7452500969368,88.832880961613,77.9759596742924,7.79371849554091,51.3765025203567,56.1457929430012,65.0639782861574,71.2291585886002,41.5277239240016,57.3865839472664,1.77081226670144,2.26719111200793,1,2,1,2
"[(1S,2S,4R,7S,8S,11S,12R,17S,19S)-7-(furan-3-yl)-1,8,12,16,16-pentamethyl-5,15-dioxo-3,6-dioxapentacyclo[9.8.0.02,4.02,8.012,17]nonadec-13-en-19-yl] acetate",CC(=O)O[C@H]1C[C@@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@@H]4O[C@@]43[C@]12C,Prenol lipids,Terpenoids,Triterpenoids,Limonoids,CC(=O)O[C@H]1C[C@@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@@H]4O[C@@]43[C@]12C,"InChI=1S/C28H34O7/c1-15(29)33-20-13-18-24(2,3)19(30)8-10-25(18,4)17-7-11-26(5)21(16-9-12-32-14-16)34-23(31)22-28(26,35-22)27(17,20)6/h8-10,12,14,17-18,20-22H,7,11,13H2,1-6H3/t17-,18+,20-,21-,22-,25+,26-,27-,28-/m0/s1",YJXDGWUNRYLINJ-SRAFLARESA-N,482.573,4.5607,7,0,4,0.450351378826369,9,95.34,0.335131165385246,0.566100743412972,0.643277502059937,0.0074861899018287,0.233633333444595,0.0118734255433082,0.217078378424048,0.0101649396936409,0.0501392915844917,0.677055418491364,0.891318428516388,0.0365475450176745,0.182275979220867,0.405808621644974,0.999743223190308,0.239238150417805,0.592003285884857,0.003814882133156,0.718977773189545,0.165158361196518,0.426722031831741,0.0746100023388862,0.963507390022278,0.703583896160126,0.814728009700775,0.0583611071109771,0.156226129829884,0.624430334568024,0.136592954397202,0.583242705464363,0.366587719321251,-5.01886640112913,84.9756997347984,32.2955030462953,73.7416347936994,-5.61917109122314,4.04452711748422,3.48377106738628,99.1736801103306,-5.26345984344475,1.30725466723748,79.8759208995735,84.6452113222179,77.3555641721598,11.7681271810779,63.8037999224506,40.2093834819698,93.9511438542071,64.4823575029081,69.716944552152,35.0523458704924,29.468786351299,30.3606048856146,67.0802636680884,3.83869716944552,77.0841411399767,4.53664210934471,50.5622334238077,70.1434664598682,94.6878635129895,15.4323381155487,64.1721597518418,47.9255525397441,78.2086079875921,93.4858472276076,94.9592865451726,21.9852656068244,99.2245056223342,92.3613803799922,93.5633966653742,88.4063590538969,84.9941837921675,83.8697169445522,96.3164017060877,81.8922062815045,89.6471500581621,89.9961225281117,79.5657231485072,65.0639782861574,56.1845676618845,47.9255525397441,84.9941837921675,63.6293136874758,92.5552539744087,85.1492826677007,97.7898410236526,89.104303993796,89.6471500581621,11.167119038387,47.8092283830942,3.33869810260263,5.56891376832407,1,0,1,8
"2-(3,4-dimethoxyphenyl)-3-hydroxy-6,7-dimethoxy-4H-chromen-4-one",COc1ccc(-c2oc3cc(OC)c(OC)cc3c(=O)c2O)cc1OC,Flavonoids,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,COc1ccc(-c2oc3cc(OC)c(OC)cc3c(=O)c2O)cc1OC,"InChI=1S/C19H18O7/c1-22-12-6-5-10(7-14(12)23-2)19-18(21)17(20)11-8-15(24-3)16(25-4)9-13(11)26-19/h5-9,21H,1-4H3",FDEANYFBSSTESH-UHFFFAOYSA-N,358.346,3.2,7,1,4,0.749188475238997,0,87.36,0.232960411906242,0.524104303121567,0.879337632656097,0.466289883852005,0.275732314586639,0.163639850914478,0.168034882843494,0.184126256406307,0.0260613665916025,0.710621380805969,0.664716112613678,0.0572034768760204,0.0352773381397128,0.959059989452362,0.995889222621918,0.0175663296133279,0.0383287172764539,0.682972753047943,0.196496817469597,0.0455298606306314,0.0734183728694915,0.0235607839189469,0.926628077030182,0.758085024356842,0.485540801286697,0.229998545348644,0.0428983516991138,0.256711441278458,0.170013648271561,0.239321425557137,0.673311018943787,-4.43287326563266,62.5234856148703,41.0665103692711,-5.17140730109973,-9.77457901073384,3.0166236453872,1.86444081414977,85.1955202691239,-4.65711601565051,-3.35398923067451,55.4090732842187,64.7150058162078,77.3555641721598,36.6808840635905,63.8037999224506,81.969755719271,22.4893369523071,58.9375727025979,57.3865839472664,32.3381155486623,67.700659170221,82.241178751454,70.6475378053509,53.702985653354,73.5556417215975,64.2497091896084,39.6277626987204,74.7964327258627,85.6921287320667,22.87708414114,29.7014346645987,91.3144629701435,50.4846839860411,63.6680884063591,66.1108956960062,96.2000775494378,85.0329585110508,74.7188832880962,41.3726250484684,73.6719658782474,72.7025979061652,86.2349747964327,82.9778984102365,94.9980612640558,72.3536254362156,76.0759984490112,83.0942225668864,26.8708801861187,70.9577355564172,84.6064366033346,72.1597518417992,71.6556804963164,27.3361768127181,48.8949205118263,79.4493989918573,57.3478092283831,64.0946103140752,19.387359441644,14.9282667700659,0.67002759901245,2.14867756638674,1,2,2,10
" 3-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-6,7-dimethoxychromen-4-one  ",COc1ccc(-c2oc3cc(OC)c(OC)cc3c(=O)c2O)cc1O,Flavonoids,Shikimates and Phenylpropanoids,Flavonoids,Flavonols,COc1ccc(-c2oc3cc(OC)c(OC)cc3c(=O)c2O)cc1O,"InChI=1S/C18H16O7/c1-22-12-5-4-9(6-11(12)19)18-17(21)16(20)10-7-14(23-2)15(24-3)8-13(10)25-18/h4-8,19,21H,1-3H3",AIRROOIKFHPMBX-UHFFFAOYSA-N,344.319,2.897,7,2,4,0.750637703843906,0,98.36,0.384990572929382,0.289078831672668,0.641554921865463,0.755183684825897,0.285521304607391,0.123010674118996,0.262409964203835,0.139684972167015,0.0734602138400077,0.644506502151489,0.687728941440582,0.0290663989260792,0.0328590668737888,0.920838892459869,0.996186482906342,0.0200546164065599,0.0416034433990716,0.78137298822403,0.241033998131752,0.276382985711098,0.282694610953331,0.0444741839542984,0.826535546779633,0.600520461797714,0.546120661497116,0.336301890015602,0.130275385826826,0.608886647224426,0.392283201217651,0.459318625926971,0.631170970201492,-4.89875815551432,85.014781161661,30.975017151331,-17.110350051806,-10.625527517933,2.49667921539125,2.36224048817887,90.4249247522333,-4.4297518849944,-0.91152355760681,52.4621946490888,60.3334625823963,77.3555641721598,60.8569212873207,63.8037999224506,82.1636293136875,22.4893369523071,66.3435440093059,74.8739821636293,17.8363706863125,29.3912369135324,91.0818146568437,71.5781310585498,42.6134160527336,80.2636680884064,57.3090345094998,56.8049631640171,66.3435440093059,86.8553702985653,12.252811167119,28.1504459092672,84.2186894145017,51.2601783637069,66.7700659170221,68.5537029856534,97.712291585886,88.0573865839473,95.1143854207057,87.5920899573478,82.241178751454,57.3478092283831,79.9146956184568,86.0798759208996,97.2469949592865,87.6696393951144,89.3757270259791,93.3307483520744,53.8193098100039,69.4842962388523,55.0601008142691,85.0329585110508,62.5048468398604,10.4691740984878,40.3644823575029,47.9255525397441,67.5455602946879,74.4086855370299,23.4974796432726,28.8483908491663,0.904553659557508,2.2555261525646,0,2,2,9
Newbouldiaquinone A,Cc1cc2c(cc1OC1=C(O)C(=O)c3ccccc3C1=O)C(=O)c1ccccc1C2=O,Anthracenes,Polyketides,Naphthalenes,Anthraquinones and anthrones,Cc1cc2c(cc1OC1=C(O)C(=O)c3ccccc3C1=O)C(=O)c1ccccc1C2=O,"InChI=1S/C25H14O6/c1-12-10-17-18(21(27)14-7-3-2-6-13(14)20(17)26)11-19(12)31-25-23(29)16-9-5-4-8-15(16)22(28)24(25)30/h2-11,30H,1H3",QKINIMTZORONMA-UHFFFAOYSA-N,410.381,3.99802,6,1,4,0.536494270197494,0,97.74,0.387836384773254,0.188994067907333,0.738163042068482,0.488839930295944,0.179244197905064,0.0889956429600715,0.42838180065155,0.0178455821820534,0.0816883206367492,0.499912321567535,0.215526069700718,0.131902677565813,0.0444192628376185,0.99015736579895,0.998196792602539,0.0721835412085056,0.0479373510926961,0.887879109382629,0.206820476055145,0.0501135058701038,0.179446813464165,0.0136972794309258,0.778349161148071,0.936964321136475,0.804618811607361,0.126751284301281,0.123408399522305,0.972995233535767,0.353952750563622,0.567689591646195,0.541832762956619,-4.41225871773373,39.7921214222147,53.0675153754771,59.4422134482401,-8.86847809321469,3.14628832032658,2.42787995427153,98.0173871175556,-6.16578441998232,4.22946052826128,67.3904614191547,77.394338891043,69.5036835982939,36.6808840635905,63.8037999224506,51.8417991469562,22.4893369523071,65.8394726638232,75.0678557580458,12.0201628538193,41.7603722373013,82.6677006591702,60.6436603334626,32.4932144241954,87.8247382706475,12.7568825126018,58.6661496704149,51.2989530825902,67.0027142303218,45.5990694067468,33.5401318340442,99.1469561845677,59.2089957347809,88.2124854594804,71.8107793718496,98.8755331523846,85.9247770453664,76.8127181077937,76.8127181077937,65.9557968204731,52.1907716169058,96.3551764249709,96.0837533927879,90.6552927491276,87.0880186118651,99.4959286545173,92.322605661109,63.7456378441256,66.0333462582396,85.8472276075999,53.4703373400543,79.139201240791,89.6859247770454,57.9294300116324,85.0329585110508,68.3986041101202,87.7859635517642,4.2264443582784,69.8720434276851,0.5690989886005,2.5584511837085,1,1,2,4
"(1R,14S)-7,7,19,19-tetramethyl-8,12,18,25-tetraoxahexacyclo[12.11.0.02,11.04,9.015,24.017,22]pentacosa-2(11),3,5,9,15(24),16,20,22-octaene ",CC1(C)C=Cc2cc3c(cc2O1)OC[C@@H]1c2cc4c(cc2O[C@@H]31)C=CC(C)(C)O4,Isoflavonoids,Shikimates and Phenylpropanoids,Isoflavonoids,Pterocarpan,CC1(C)C=Cc2cc3c(cc2O1)OC[C@@H]1c2cc4c(cc2O[C@@H]31)C=CC(C)(C)O4,"InChI=1S/C25H24O4/c1-24(2)8-6-15-10-22-16(11-19(15)28-24)18-13-26-21-12-20-14(5-7-25(3,4)29-20)9-17(21)23(18)27-22/h5-12,18,23H,13H2,1-4H3/t18-,23+/m1/s1",AHOVCIFPOXNNIE-JPYJTQIMSA-N,388.463,5.66470000000001,4,0,3,0.583095311908996,2,36.92,0.419401562213898,0.648484659194946,0.784152591228485,0.310786318778992,0.48600994348526,0.251117405295372,0.265127924084663,0.397450029850006,0.0975326403975486,0.833123910427094,0.2263696834445,0.235329467058182,0.0962955750524997,0.722727167606354,0.996171951293945,0.0192799874581396,0.0329401236027479,0.501553243398666,0.233025538921356,0.101310699433088,0.22229531109333,0.0821525730192661,0.835962212085724,0.858886504173279,0.635876309871674,0.0617672532796859,0.38626891374588,0.530614143610001,0.274484974145889,0.393047058582306,0.805553305149078,-4.7413813738766,20.1617434798399,1.21564218266917,73.0535148969591,-4.5548750502578,3.04199202713692,4.47924686525089,98.2875810033312,-5.89629596020087,7.4651507561224,62.5436215587437,92.3613803799922,46.4715005816208,11.7681271810779,20.9189608375339,58.5886002326483,68.8639007367197,18.9414501744862,77.394338891043,41.8379216750679,48.1582008530438,76.580069794494,83.3268708801861,71.4230321830167,80.4575416828228,80.1861186506398,61.6130283055448,92.6715781310586,68.0108569212873,64.0558355951919,50.4846839860411,65.9170221015898,51.2214036448236,65.8006979449399,61.7681271810779,92.9430011632416,87.5145405195812,88.0961613028306,82.6289259402869,89.3369523070958,58.1620783249321,90.849166343544,90.034897246995,82.4350523458705,95.8898797983714,86.6614967041489,89.2206281504459,46.8010856921287,78.6739046141915,65.1027530050407,32.9197363319116,29.9728576967817,92.3613803799922,90.849166343544,80.7289647150058,98.1775882124855,88.2124854594804,6.04885614579294,85.3431562621171,2.28233672999066,4.15030343361685,2,1,1,4
"(6aS,11aR)-2-(3-methylbut-2-enyl)-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromene-3,9-diol ",CC(C)=CCc1cc2c(cc1O)OC[C@@H]1c3ccc(O)cc3O[C@@H]21 ,Isoflavonoids,Shikimates and Phenylpropanoids,Isoflavonoids,Pterocarpan,CC(C)=CCc1cc2c(cc1O)OC[C@@H]1c3ccc(O)cc3O[C@@H]21,"InChI=1S/C20H20O4/c1-11(2)3-4-12-7-15-18(9-17(12)22)23-10-16-14-6-5-13(21)8-19(14)24-20(15)16/h3,5-9,16,20-22H,4,10H2,1-2H3/t16-,20+/m1/s1",CYXCYFYWIZXENQ-UZLBHIALSA-N,324.376,4.2162,4,2,4,0.812282604362603,2,58.92,0.582664024829865,0.605085557699204,0.533435443043709,0.870163679122925,0.91157945394516,0.213975268602371,0.634588444232941,0.417225116491318,0.655008971691132,0.703778195381165,0.599329113960266,0.0957703992724418,0.0791219420731067,0.356926140189171,0.999452137947082,0.0320083793252706,0.0590021263808012,0.590008401870728,0.445115959644318,0.601179420948029,0.706114602088928,0.103956174850464,0.89132581949234,0.520496571063995,0.57862263917923,0.192146223783493,0.629693412780762,0.83225644826889,0.580651444196701,0.728848040103912,0.718351936340332,-5.08430739590634,101.2266346539,60.292919184895,-19.7988537038252,-7.53316635158306,2.53019534563348,3.6976216678125,96.3951112639038,-4.66085871824004,-2.05259483670629,47.6153547886778,80.4963164017061,46.4715005816208,60.8569212873207,63.8037999224506,90.5389685924777,68.8639007367197,37.3400542846064,87.1655680496316,38.2706475378054,21.3260953858085,94.0286932919736,97.0143466459868,64.7150058162078,93.5633966653742,81.5820085304382,89.4920511826289,73.4393175649477,83.714618069019,36.1768127181078,45.8704924389298,44.0480806514153,72.1209771229159,77.5494377665762,77.394338891043,94.6490887941062,95.9674292361381,97.7898410236526,97.0143466459868,91.5858860023265,65.4517254749903,76.308646762311,87.2818922062815,93.679720822024,98.1000387747189,96.2776269872043,97.2857696781698,78.4412563008918,73.4005428460644,43.4276851492827,90.6552927491276,82.7840248158201,8.37533927879023,70.7638619620008,50.1744862349748,92.2450562233424,85.0329585110508,19.2710352849942,20.860798759209,2.65704179019986,3.62106291233489,2,1,2,6
Gliricidin,COc1c(O)cc(-c2coc3cc(O)ccc3c2=O)cc1O,Isoflavonoids,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones,COc1c(O)cc(-c2coc3cc(O)ccc3c2=O)cc1O,"InChI=1S/C16H12O6/c1-21-16-12(18)4-8(5-13(16)19)11-7-22-14-6-9(17)2-3-10(14)15(11)20/h2-7,17-19H,1H3",YPSHOHKAIYYZFR-UHFFFAOYSA-N,300.266,2.5854,6,3,4,0.672310813001976,0,100.13,0.468671807646751,0.125097422301769,0.378104656934738,0.913722574710846,0.387299904227257,0.0931452974677085,0.327029338479042,0.0959828346967697,0.264264357089996,0.512570303678513,0.737003862857819,0.0211516959127038,0.047824453189969,0.866594111919403,0.997094917297363,0.056237655878067,0.0745867371559143,0.830957877635956,0.370469099283218,0.668439865112305,0.64893194437027,0.0641868766397237,0.707250893115997,0.489489334821701,0.654101955890656,0.450618141889572,0.181329703330994,0.783125066757202,0.445266103744507,0.695135271549225,0.531251519918442,-5.1866072315315,90.6567081368726,6.06095993037523,16.6104077573066,-11.9109512130784,2.24398668355928,2.0088474371983,85.7717382712587,-3.95414161182439,1.82213788220093,40.4420317952695,54.9825513765025,69.5036835982939,77.2586273749515,63.8037999224506,70.4536642109345,22.4893369523071,67.3904614191547,80.4187669639395,8.06514152772392,12.6017836370686,95.7735556417216,77.7820860798759,33.6564559906941,83.8309422256689,47.6929042264444,77.0453664210935,52.3458704924389,88.9104303993796,9.1120589375727,35.129895308259,77.7820860798759,54.1295075610702,85.8084528887166,82.4738270647538,98.4490112446685,93.5633966653742,98.1388134936022,96.5102753005041,87.0492438929818,46.8786351298953,75.0678557580458,90.8879410624273,98.3326870880186,91.2756882512602,94.9592865451726,94.5715393563397,75.4168282279953,65.6455990694067,37.4563784412563,87.1267933307484,35.8666149670415,63.3578906552928,28.4218689414502,32.6095385808453,60.1783637068631,65.2966265994572,32.9197363319116,52.4621946490888,1.17093825132364,2.48103584142383,0,2,2,6
"6-hydroxy-7-(4-hydroxyphenyl)-5-methoxy-2,2-dimethylpyrano[3,2-g]chromen-8-one",COc1c2c(cc3oc(=O)c(-c4ccc(O)cc4)c(O)c13)OC(C)(C)C=C2,Isoflavonoids,Shikimates and Phenylpropanoids,Coumarins,Pyranocoumarins,COc1c2c(cc3oc(=O)c(-c4ccc(O)cc4)c(O)c13)OC(C)(C)C=C2,"InChI=1S/C21H18O6/c1-21(2)9-8-13-14(27-21)10-15-17(19(13)25-3)18(23)16(20(24)26-15)11-4-6-12(22)7-5-11/h4-10,22-23H,1-3H3",IZLQAVHJIQJAND-UHFFFAOYSA-N,366.369,4.064,6,2,4,0.664932520240344,0,89.13,0.430250436067581,0.265342488884926,0.53484120965004,0.806775867938995,0.698580074310303,0.199908804893494,0.720778656005859,0.124276925623417,0.267428590357304,0.575935614109039,0.499130481481552,0.0624376449733972,0.0900703400373458,0.888805043697357,0.998591017723084,0.0312033634632825,0.0493745364248752,0.728216588497162,0.381671875715256,0.567035555839539,0.60198672413826,0.227216358482838,0.866734266281128,0.810044431686401,0.64184650182724,0.397912019491196,0.422305905818939,0.874123883247375,0.614876759052277,0.391442829370499,0.721956944465637,-4.79611899659008,32.7897866339104,23.8319715877546,-19.8826064475925,-9.82869449605775,3.53988077180199,2.81376790432563,100.007781763742,-5.71362933337835,3.87076227917969,57.3478092283831,78.1698332687088,69.5036835982939,60.8569212873207,63.8037999224506,69.2516479255525,22.4893369523071,60.0620395502133,78.2086079875921,16.4792555253974,21.3648701046917,92.4389298177588,91.0042652190772,62.310973245444,95.3082590151221,54.2458317177201,77.1616905777433,58.006979449399,79.9922450562233,24.6994959286545,48.7010469174099,79.9922450562233,62.1946490887941,77.12291585886,72.8576967816983,96.898022489337,94.0286932919736,97.6347421481194,96.1613028305545,96.0449786739046,61.5742535866615,88.3675843350136,90.2287708414114,97.9061651803024,96.3939511438542,97.16944552152,97.7898410236526,46.5296626599457,73.5168670027142,61.7293524621947,46.4908879410624,56.4947654129508,8.33656455990694,48.2745250096937,93.0593253198914,76.6576192322606,91.0042652190772,7.28964715005816,67.0802636680884,2.01135653664462,2.92514134645341,1,1,2,7
"(3E)-3-[2-[(1R,2R,4aR,8aS)-5,5,8a-trimethylspiro[3,4,4a,6,7,8-hexahydro-1H-naphthalene-2,2'-oxirane]-1-yl]ethylidene]oxolan-2-one",CC1(C)CCC[C@@]2(C)[C@@H]1CC[C@]1(CO1)[C@@H]2C/C=C1\CCOC1=O,Lactones,Terpenoids,Diterpenoids,Labdane diterpenoids,CC1(C)CCC[C@@]2(C)[C@@H]1CC[C@]1(CO1)[C@@H]2C/C=C1\CCOC1=O,"InChI=1S/C20H30O3/c1-18(2)9-4-10-19(3)15(18)7-11-20(13-23-20)16(19)6-5-14-8-12-22-17(14)21/h5,15-16H,4,6-13H2,1-3H3/b14-5+/t15-,16-,19+,20+/m1/s1",MBPTXJNHCBXMBP-UCXBCMAESA-N,318.457,4.2614,3,0,4,0.433636256244444,4,38.83,0.443371641635895,0.76443589925766,0.734993171691895,0.0197866181842982,0.484581848978996,0.093870161473751,0.191338545084,0.0882053224369883,0.0437304157763719,0.681175851821899,0.503149408102036,0.0680142683908343,0.159208773076534,0.265203401446342,0.999495816230774,0.0236484292894601,0.0592988200485706,0.014621549937874,0.40513229072094,0.281310027837753,0.26771696805954,0.142100501805544,0.974018752574921,0.371440503001213,0.740242338180542,0.043251946568489,0.489811998605728,0.546608418226242,0.225520867109299,0.910878539085388,0.44041967689991,-4.72716202885055,75.3640740603601,41.3996726028088,-6.14996360355763,-1.99996489828244,2.01314345526698,3.56208463826612,92.4068151184895,-5.21573822425193,-0.344141071729708,46.5296626599457,81.3105854982551,31.1748739821636,11.7681271810779,63.8037999224506,38.2318728189221,80.1085692128732,21.8689414501745,78.9065529274913,52.5785188057387,41.2950756107018,40.9461031407522,83.171772004653,33.7727801473439,75.3005040713455,45.6378441256301,48.3908491663435,70.4536642109345,80.0310197751066,27.0259790616518,61.4579294300116,37.7278014734393,72.7413726250485,70.5699883675843,77.4718883288096,41.3338503295851,94.881737107406,95.1143854207057,86.273749515316,93.3695230709577,89.7634742148119,69.7557192710353,94.2613416052734,78.6351298953083,96.9755719271035,87.1655680496316,87.3594416440481,94.1062427297402,60.837533927879,65.68437378829,80.1861186506398,71.9658782473827,25.6300891818534,97.440868553703,20.1240791004265,90.6165180302443,77.7045366421094,11.5160915083366,33.7727801473439,3.05526802916667,4.83469025374307,2,1,2,5
