Compound_names,Smiles,chemical_class,np_classifier_pathway,np_classifier_superclass,np_classifier_class,Canonical_smiles,standard_inchi,standard_inchi_key,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,NP_likeness,SA_score,Pfizer,GSK,Golden_Triangle,Rotatable_bonds
Moracin L,CC1=CCc2c(c(O)cc3cc(-c4cc(O)cc(O)c4)oc23)OC1,2-arylbenzofuran flavonoids,Shikimates and Phenylpropanoids,Isoflavonoids,2-arylbenzofurans,CC1=CCc2c(c(O)cc3cc(-c4cc(O)cc(O)c4)oc23)OC1,"InChI=1S/C19H16O5/c1-10-2-3-15-18-12(6-16(22)19(15)23-9-10)7-17(24-18)11-4-13(20)8-14(21)5-11/h2,4-8,20-22H,3,9H2,1H3",FQHZBTIVEUAARU-UHFFFAOYSA-N,324.332,4.0978,5,3,4,0.58706791312588,0,83.06,0.375308695435524,0.332931369543076,0.476990935206413,0.988073110580444,0.933178567886353,0.136753584444523,0.838673102855682,0.220071305334568,0.527323579788208,0.487701219320297,0.717014944553375,0.0446644201874733,0.0193763643503189,0.830309271812439,0.999800610542297,0.0543727532029151,0.0884650215506553,0.848685455322266,0.50025572180748,0.582925301790237,0.775073623657227,0.198642052710056,0.897533345222473,0.815685784816742,0.878668069839478,0.285476635396481,0.718423175811768,0.930143547058105,0.441602531075478,0.742097985744476,0.722561323642731,-5.08598904176436,69.9747925156185,19.6633611000247,23.886159362702,-8.6438995656406,3.17125217378314,3.71488534235911,101.49644611385,-4.97994942470323,-6.10834580363537,47.5765800697945,78.5575804575417,59.1120589375727,77.2586273749515,63.8037999224506,59.0538968592478,22.4893369523071,55.6029468786351,73.9046141915471,20.2791779759597,18.2628925940287,99.185730903451,97.5571927103528,47.1500581620783,97.2857696781698,68.0884063590539,86.4288483908492,50.1357115160915,87.9798371461807,18.2241178751454,18.3792167506786,74.5250096936797,80.884063590539,85.3043815432338,85.0717332299341,98.6041101202016,96.898022489337,97.712291585886,97.7898410236526,95.2307095773556,66.5374176037224,88.56145792943,98.0612640558356,96.4715005816208,98.7592089957348,98.6428848390849,94.5715393563397,79.1004265219077,73.5168670027142,43.3501357115161,76.851492826677,52.2295463357891,70.6087630864676,59.9457153935634,85.8860023264831,92.322605661109,92.9042264443583,14.540519581233,5.77743311360993,1.73326355119164,3.19105542842441,1,1,2,5
,CC(C)=CCc1cc([C@@]23Oc4cc(O)ccc4[C@@H]4CC(C)=C[C@H](c5c(O)cc(-c6cc7ccc(O)cc7o6)cc5O2)[C@H]43)ccc1O,2-arylbenzofuran flavonoids,Shikimates and Phenylpropanoids,Isoflavonoids,2-arylbenzofurans,CC(C)=CCc1cc([C@@]23Oc4cc(O)ccc4[C@@H]4CC(C)=C[C@H](c5c(O)cc(-c6cc7ccc(O)cc7o6)cc5O2)[C@H]43)ccc1O,"InChI=1S/C39H34O7/c1-20(2)4-5-22-14-25(7-11-31(22)42)39-38-29(28-10-9-27(41)19-35(28)45-39)12-21(3)13-30(38)37-32(43)15-24(17-36(37)46-39)33-16-23-6-8-26(40)18-34(23)44-33/h4,6-11,13-19,29-30,38,40-43H,5,12H2,1-3H3/t29-,30+,38-,39+/m0/s1",IQHVHPSIMSICSB-HCBQESGFSA-N,614.694,8.9023,7,4,2,0.149585365841986,4,112.52,0.431309366226196,0.116723865270615,0.621303570270538,0.521278595924377,0.783211731910706,0.279295048117638,0.793798935413361,0.0810025803744793,0.0665999177843332,0.755101406574249,0.191719749569893,0.314758649468422,0.0849776536226272,0.880332767963409,0.998454999923706,0.0195246798917651,0.0121460182592272,0.481282496452332,0.394480639696121,0.199015235900879,0.402691864967346,0.19246897995472,0.516485112905502,0.923916876316071,0.713416755199432,0.0585607703775167,0.800415635108948,0.914739286899567,0.413513046503067,0.54900113940239,0.849403381347656,-5.36932658915177,38.1246677011836,39.9450208548305,65.5046664882216,-7.27870626346297,4.16218776893822,4.14028566500696,104.308144230137,-5.83825587927138,-0.0785894403344318,90.1899961225281,98.7979837146181,77.3555641721598,86.0217138425746,9.84877859635518,8.84063590538969,80.1085692128732,74.1760372237301,78.2861574253587,7.4835207444746,27.7626987204343,83.443195036836,93.9511438542071,75.1841799146956,96.5102753005041,43.6215587436991,55.176424970919,81.426909654905,65.141527723924,74.020938348197,47.4990306320279,79.3330748352074,61.2640558355952,65.9557968204731,29.5075610701822,92.594028693292,94.5715393563397,93.5633966653742,92.9817758821248,95.0368359829391,34.9747964327259,95.3858084528887,93.2531989143079,81.9309810003878,99.3408297789841,98.255137650252,93.7960449786739,62.1558743699108,81.7371074059713,28.3055447848003,51.9193485847228,70.7638619620008,91.0042652190772,73.0127956572315,98.3326870880186,96.4715005816208,96.3939511438542,6.32027917797596,35.8666149670415,2.00919180964686,4.68007386776418,1,0,0,11
NSC346197,COc1cc([C@@H]2Oc3c(OC)cc4ccc(=O)oc4c3O[C@H]2CO)ccc1O,Coumarinolignans,Shikimates and Phenylpropanoids,Coumarins,Coumarinolignans,COc1cc([C@@H]2Oc3c(OC)cc4ccc(=O)oc4c3O[C@H]2CO)ccc1O,"InChI=1S/C20H18O8/c1-24-13-7-10(3-5-12(13)22)17-15(9-21)26-20-18-11(4-6-16(23)27-18)8-14(25-2)19(20)28-17/h3-8,15,17,21-22H,9H2,1-2H3/t15-,17-/m0/s1",OCBGWPJNUZMLCA-RDJZCZTQSA-N,386.356,2.3892,8,2,4,0.65838891265956,2,107.59,0.122201526165009,0.3189681828022,0.661980891227722,0.302577421069145,0.443744432926178,0.293600597977638,0.495602059364319,0.0999495357275009,0.119255420565605,0.546730357408524,0.541413068771362,0.0273270181380212,0.0868058163672685,0.869789922237396,0.995802140235901,0.0162775405682623,0.0415585689246654,0.364118418097496,0.0842942908406257,0.0410643547773361,0.105375877022743,0.0394287552684545,0.631337451934815,0.480697298049927,0.147019791603088,0.0456288672983646,0.0479799628257751,0.314438831806183,0.208535757660866,0.154271504282951,0.678313767910004,-5.4242492903728,39.2342819498253,23.8499229223248,-28.7268574350678,-12.5547007538164,2.8825716716014,1.76705300511904,85.1672216683264,-3.47690043401976,2.66065202712401,61.9620007754944,51.2601783637069,82.3575029081039,60.8569212873207,63.8037999224506,68.2822799534703,68.8639007367197,71.9271035284994,38.1930981000388,19.387359441644,31.2524234199302,76.1147731678945,81.3881349360217,77.4331136099263,90.1512214036448,48.8173710740597,64.9864288483908,55.6417215975184,81.5432338115549,11.8262892594029,47.8092283830942,78.1310585498255,50.2132609538581,61.0701822411788,68.4761535478868,89.2594028693292,70.259790616518,71.7720046529663,58.0845288871656,80.6514152772392,41.5277239240016,74.7964327258627,53.3927879022877,79.2167506785576,74.2148119426134,78.6351298953083,85.8472276075999,14.0752229546336,71.1516091508337,26.3280341217526,53.0825901512214,56.4947654129508,3.99379604497867,24.0015509887553,72.7413726250485,55.6804963164017,63.9395114385421,41.6440480806514,58.6273749515316,1.92497783359443,3.44794291390449,0,2,2,8
,CC[C@H](/C=C/[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3C(=O)C=C4C[C@@H](O[C@H]5O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,Steroids and steroid derivatives,Terpenoids,Steroids,Stigmastane steroids,CC[C@H](/C=C/[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3C(=O)C=C4C[C@@H](O[C@H]5O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,"InChI=1S/C35H56O7/c1-7-21(19(2)3)9-8-20(4)24-10-11-25-29-26(13-15-35(24,25)6)34(5)14-12-23(16-22(34)17-27(29)37)41-33-32(40)31(39)30(38)28(18-36)42-33/h8-9,17,19-21,23-26,28-33,36,38-40H,7,10-16,18H2,1-6H3/b9-8+/t20-,21-,23+,24+,25-,26-,28+,29-,30-,31-,32+,33+,34+,35-/m1/s1",HFSSPWORJAEDTD-OPOIJDIOSA-N,588.826,4.804,7,4,3,0.301033312959307,14,116.45,0.313177999854088,0.323084273934364,0.546237790584564,0.0012787932715582,0.0372928909957408,0.0112834356725215,0.0300443194806575,0.0317506346385926,0.0144337879261001,0.736970698833466,0.162855160236359,0.015772797469981,0.111749946326017,0.15556832998991,0.973868787288666,0.209435358643532,0.32936418056488,0.0061143843457102,0.344259425997734,0.178621110320091,0.415441477298737,0.0356124933809042,0.773828971385956,0.889186441898346,0.604882955551148,0.0448541343212127,0.0604168780148029,0.38139123916626,0.11554766073823,0.286557495594025,0.600039827823639,-5.6057935191187,85.3410202001802,48.3917438396576,63.1047612453116,-8.08085385331935,4.03102420742538,3.80297168733401,105.574293182168,-6.00707216423077,-4.37734440909584,88.7165568049632,86.9329197363319,77.3555641721598,86.0217138425746,20.9189608375339,21.1709965102753,97.5184179914696,76.2698720434277,67.3904614191547,19.5812330360605,21.9464908879411,12.9507561070182,33.3074835207445,3.72237301279566,47.0337340054285,23.4974796432726,30.1279565723149,78.596355176425,63.1640170608763,6.55292749127569,53.702985653354,28.3055447848003,34.4319503683598,93.1756494765413,94.1062427297402,28.1116711903839,92.2450562233424,92.9430011632416,93.3307483520744,79.3718495540907,51.6479255525398,92.7103528499418,88.832880961613,79.139201240791,77.7045366421094,81.0779371849554,77.2780147343932,33.8891043039938,68.2822799534703,20.5118262892594,85.1492826677007,76.3861962000776,90.3838697169446,65.6455990694067,97.7898410236526,93.4858472276076,97.3245443970531,5.42846064366033,10.4691740984878,2.83677894786874,5.24037859241688,1,0,1,18
"(2R,3S)-3-(4-hydroxy-3-methoxy-phenyl)-2-(hydroxymethyl)-5-methoxy-2,3-dihydropyrano[3,2-h][1,4]benzodioxin-9-one",COc1cc([C@@H]2Oc3c(OC)cc4ccc(=O)oc4c3O[C@@H]2CO)ccc1O,Coumarinolignans,Shikimates and Phenylpropanoids,Coumarins,Coumarinolignans,COc1cc([C@@H]2Oc3c(OC)cc4ccc(=O)oc4c3O[C@@H]2CO)ccc1O,"InChI=1S/C20H18O8/c1-24-13-7-10(3-5-12(13)22)17-15(9-21)26-20-18-11(4-6-16(23)27-18)8-14(25-2)19(20)28-17/h3-8,15,17,21-22H,9H2,1-2H3/t15-,17+/m1/s1",OCBGWPJNUZMLCA-WBVHZDCISA-N,386.356,2.3892,8,2,4,0.65838891265956,2,107.59,0.140919058024883,0.300848990678787,0.654509502649307,0.266469633579254,0.388075795769692,0.294666260480881,0.44373567700386,0.0930842913687229,0.0973158001899719,0.549875438213348,0.461041885614395,0.0282343415543437,0.0883825436234474,0.868284726142883,0.994821631908417,0.0180277684703469,0.0458699367940425,0.358816403150558,0.0871050760149955,0.0456990206614136,0.113308291137218,0.0446590431034564,0.615625774860382,0.473531675338745,0.153123310208321,0.0519681423902511,0.0489568009972572,0.324546152353287,0.243816104531288,0.157868604362011,0.677492332458496,-5.44017813809317,38.7923135253656,23.200421042366,-27.0403920827216,-12.5823885593509,2.89421965676179,1.74917376405971,85.1453462949729,-3.46325309765745,2.55601772744469,61.9620007754944,51.2601783637069,82.3575029081039,60.8569212873207,63.8037999224506,68.2822799534703,68.8639007367197,71.9271035284994,42.4583171772005,18.3404420317953,30.3993796044979,74.0984877859636,77.8208607987592,77.6269872043428,88.6002326483133,46.9174098487786,61.6130283055448,55.8743699108182,78.6739046141915,12.0977122915859,48.1969755719271,77.9759596742924,48.2745250096937,64.327258627375,70.6087630864676,89.1818534315626,70.9965102753005,74.7964327258627,61.3416052733618,82.2799534703373,40.4808065141528,74.4862349747964,54.5172547499031,80.8065141527724,74.563784412563,79.139201240791,88.0961613028306,14.6568437378829,71.1128344319504,25.5137650252036,52.6172935246219,56.1845676618845,4.53664210934471,23.8076773943389,73.4005428460644,55.447848003102,63.8619620007755,42.0705699883676,57.8131058549826,1.92497783359443,3.44794291390449,0,2,2,8
TMEG,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc4c(=O)oc(c1OC)c2c34,Tannins,Shikimates and Phenylpropanoids,Coumarins,Isocoumarins,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc4c(=O)oc(c1OC)c2c34,"InChI=1S/C23H22O13/c1-30-9-4-7-12-13-8(22(29)35-19(12)17(9)31-2)5-10(18(32-3)20(13)36-21(7)28)33-23-16(27)15(26)14(25)11(6-24)34-23/h4-5,11,14-16,23-27H,6H2,1-3H3/t11-,14-,15+,16-,23-/m1/s1",RKFCDGOVCBYSEW-AUUKWEANSA-N,506.416,-0.3051,13,4,2,0.19720707001501,5,187.49,0.305362620949745,0.049744208715856,0.424350380897522,0.0418027116917073,0.0311646880581975,0.0556498352438211,0.0292129170149564,0.0175054187653586,0.010730851185508,0.206553409993649,0.0228125591762363,0.0636368840932846,0.222178423404694,0.96218079328537,0.194997419603169,0.0820100992918014,0.043675148114562,0.230281151086092,0.191059851646423,0.0461015492677688,0.0508602179586887,0.0455736159346997,0.19094517827034,0.222739654779434,0.472927877306938,0.110711210034788,0.0283816593233495,0.26483756005764,0.448458653688431,0.309015250205994,0.642347770929337,-5.82724061987656,-8.82039364350213,20.532031275577,80.6100734599597,-15.3974019281773,3.1576747089771,0.411285864767167,78.9090998499583,-3.70847703969053,9.33363195126932,82.3962776269872,19.9302055060101,93.5440093059325,86.0217138425746,9.84877859635518,12.4079100426522,83.9666537417604,89.9573478092284,66.8088406359054,2.44280728964715,15.1996898022489,49.9806126405584,30.6708026366809,20.2404032570764,46.568437378829,12.4466847615355,25.9402869329197,24.4668476153548,39.5502132609539,25.436215587437,68.8639007367197,92.2450562233424,10.4691740984878,89.2594028693292,69.7944939899186,83.8309422256689,84.4513377278015,75.0678557580458,27.3361768127181,82.3962776269872,19.115936409461,62.85381930981,82.3575029081039,89.3369523070958,64.2497091896084,76.3861962000776,94.610314075223,36.3706863125242,69.8720434276851,15.1609150833656,10.2365257851881,53.431562621171,93.6409461031408,8.33656455990694,85.3431562621171,33.1523846452113,55.2539744086855,37.417603722373,90.1124466847615,1.52107301891427,4.1851889106938,0,1,1,13
,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(=O)c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)[C@H]4OC(C)=O)cc4c(=O)oc(c1OC)c2c34,Tannins,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(=O)c5cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c5)[C@H]4OC(C)=O)cc4c(=O)oc(c1OC)c2c34,"InChI=1S/C42H38O23/c1-15(43)55-14-28-34(59-19(5)47)37(65-39(49)21-10-25(56-16(2)44)31(58-18(4)46)26(11-21)57-17(3)45)38(60-20(6)48)42(62-28)61-27-13-23-30-29-22(40(50)64-36(30)33(27)54-9)12-24(52-7)32(53-8)35(29)63-41(23)51/h10-13,28,34,37-38,42H,14H2,1-9H3/t28-,34-,37+,38-,42-/m1/s1",GVAZVOWZUDOHJP-RVUXOJFGSA-N,910.743,3.0479,23,0,2,0.0508289774356981,5,290.67,0.442263317108154,0.351327875256538,0.443754059076309,0.0725226905196905,0.243718755245209,0.0552433677017688,0.22560026794672,0.0300781117752194,0.090904863923788,0.518258261680603,0.368627426028252,0.106227777525783,0.246651342511177,0.966933155059814,0.682272863388062,0.101721946895123,0.0739330910146236,0.0595703314989805,0.122570678591728,0.0782539151608943,0.0648676805198192,0.0601285269483923,0.482992976903915,0.876226651668549,0.580260175466538,0.11491961851716,0.0870774783194065,0.20752466917038,0.266680911183357,0.316052331030369,0.681465280056,-4.81023412717442,44.2916469370225,84.2286878143364,138.716151546054,-9.78121500985206,3.17543390733257,2.20073697293639,80.5278649585948,-3.43923462141087,12.1421245988559,95.8123303606049,62.4660721209771,98.6622721985266,11.7681271810779,9.84877859635518,3.21830166731291,83.9666537417604,95.7347809228383,78.8290034897247,21.1709965102753,16.0527336176813,56.1457929430012,68.0496316401706,20.1628538193098,77.8596355176425,22.5668863900737,60.4497867390461,52.8111671190384,74.9127568825126,39.5889879798371,71.5781310585498,93.679720822024,20.589375727026,90.6940674680109,82.3187281892206,63.7844125630089,76.9678169833269,85.1105079488174,35.8666149670415,86.1186506397829,33.5789065529275,91.7022101589763,87.3206669251648,89.8797983714618,83.2493214424195,73.3229934082978,88.9492051182629,37.2237301279566,71.2291585886002,60.6048856145793,57.4253586661497,92.4001550988755,97.4020938348197,48.856145792943,85.9635517642497,64.327258627375,57.1539356339667,42.4583171772005,94.0286932919736,1.06071489624146,5.04694653037405,1,1,1,23
,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](OC(=O)c5cc(O)c(O)c(O)c5)[C@H]4O)cc4c(=O)oc(c1OC)c2c34,Tannins,Shikimates and Phenylpropanoids,Coumarins,Isocoumarins,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](OC(=O)c5cc(O)c(O)c(O)c5)[C@H]4O)cc4c(=O)oc(c1OC)c2c34,"InChI=1S/C30H26O17/c1-40-14-6-10-17-18-11(29(39)45-24(17)22(14)41-2)7-15(23(42-3)25(18)46-28(10)38)43-30-21(36)26(20(35)16(8-31)44-30)47-27(37)9-4-12(32)19(34)13(33)5-9/h4-7,16,20-21,26,30-36H,8H2,1-3H3/t16-,20-,21-,26+,30-/m1/s1",XJWSHFWHRVGAAQ-YUBSDQTKSA-N,658.521,0.676399999999999,17,6,1,0.0579650534044703,5,254.25,0.310119807720184,0.0418294617906212,0.291831424832344,0.0728256274014711,0.10979657843709,0.061878851801157,0.10990077406168,0.0181391598656773,0.0326064152643084,0.343638250231743,0.0730336409062147,0.067468680255115,0.194075125455856,0.952964997291565,0.394194746762514,0.0949219062924385,0.052654730901122,0.243580279499292,0.19263479411602,0.0723870545625686,0.0715104527771473,0.0585986416786909,0.221314144134522,0.532220113277435,0.427888351678848,0.15477683916688,0.0709911489859223,0.426137781143188,0.468461334705353,0.302663055062294,0.783860445022583,-6.2062197443495,16.0608195822819,51.1449585274321,52.5119280491914,-14.1294663670066,2.72261260993714,1.11873483624,90.5742563866922,-3.73473840742616,12.0847856071465,91.4307871267933,29.740209383482,96.9949592865452,93.0593253198914,2.90810391624661,3.60604885614579,83.9666537417604,94.610314075223,67.0414889492051,1.89996122528112,8.41411399767352,56.1845676618845,51.2989530825902,22.1791392012408,66.9639395114385,12.8732066692516,43.5827840248158,36.2931368747577,51.41527723924,26.8708801861187,65.6068243505235,89.8022489336952,14.8894920511826,90.4226444358278,74.6801085692129,84.4901124466848,84.5676618844513,84.0635905389686,40.5195812330361,85.7696781698333,21.9077161690578,76.7739433889104,79.6044978673905,91.8960837533928,80.2636680884064,82.8227995347034,95.0756107018224,35.6339666537418,77.0841411399767,9.22838309422257,29.1585886002326,77.9759596742924,87.9022877084141,13.454827452501,63.0476929042264,44.3195036835983,74.4862349747964,36.7972082202404,94.0286932919736,1.49170932597994,4.54694983277441,0,1,1,17
,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4O[C@@H](C)[C@H](O)[C@H](O)[C@H]4O)cc4c(=O)oc(c1OC)c2c34,Tannins,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4O[C@@H](C)[C@H](O)[C@H](O)[C@H]4O)cc4c(=O)oc(c1OC)c2c34,"InChI=1S/C29H32O17/c1-8-16(31)18(33)20(35)28(41-8)46-25-19(34)17(32)13(7-30)43-29(25)42-12-6-10-15-14-9(26(36)45-24(15)22(12)40-4)5-11(38-2)21(39-3)23(14)44-27(10)37/h5-6,8,13,16-20,25,28-35H,7H2,1-4H3/t8-,13+,16-,17+,18-,19-,20+,25+,28+,29+/m0/s1",ZUMPACFMSPUTOP-SFZKPUABSA-N,652.558,-1.4533,17,6,1,0.0940797939162024,10,246.41,0.342442345619202,0.0511452406644821,0.289524763822556,0.0101312479469925,0.0300403265282511,0.0312933079898357,0.0178942588157951,0.0118430625414475,0.0146166440448723,0.261432662606239,0.0173727429239079,0.0338026905432343,0.201369571685791,0.923606717586517,0.0591926307417452,0.0690662316977977,0.0483737759292125,0.128010934963822,0.157131994515657,0.0609928727149963,0.0830783367156982,0.0293727865442633,0.135168955475092,0.183985471725464,0.389210897684097,0.112973922118545,0.0227239517727866,0.179581993818283,0.406725659966469,0.245623423159122,0.68586443066597,-6.12808931450401,-1.94621554591259,38.4438528262172,87.0190071229115,-16.0782394479995,3.13178865503063,0.539869567920979,81.3570428137358,-3.76593616665382,8.43418330292654,91.3144629701435,12.6405583559519,96.9949592865452,93.0593253198914,2.90810391624661,5.15703761147732,95.5215199689802,94.4939899185731,70.5699883675843,2.63668088406359,8.25901512214037,33.8891043039938,29.9728576967817,11.6324156649864,39.2787902287708,6.16518030244281,30.3218301667313,29.468786351299,37.14618069019,14.2303218301667,66.7312911981388,84.6839860411012,5.81620783249321,87.9022877084141,72.1209771229159,75.106630476929,80.9616130283056,80.5350911205894,47.111283443195,77.12291585886,16.4792555253974,60.1008142690966,77.4331136099263,89.5308259015122,59.6742923613804,71.4618069019,93.7184955409073,27.995347033734,71.3454827452501,10.1589763474215,13.4160527336177,69.4067468010857,94.4552151996898,6.66925164792555,84.257464133385,35.0911205893757,58.2008530438154,36.3706863125242,88.1737107405971,1.73194173983065,4.93654640946801,0,1,1,18
,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4O[C@H]4O[C@@H](C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)cc4c(=O)oc(c1OC)c2c34,Tannins,Shikimates and Phenylpropanoids,Coumarins,Simple coumarins,COc1cc2c(=O)oc3c(OC)c(O[C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4O[C@H]4O[C@@H](C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)cc4c(=O)oc(c1OC)c2c34,"InChI=1S/C41H44O23/c1-14-28(55-16(3)43)34(57-18(5)45)36(59-20(7)47)40(54-14)64-37-35(58-19(6)46)31(56-17(4)44)25(13-53-15(2)42)61-41(37)60-24-12-22-27-26-21(38(48)63-33(27)30(24)52-10)11-23(50-8)29(51-9)32(26)62-39(22)49/h11-12,14,25,28,31,34-37,40-41H,13H2,1-10H3/t14-,25+,28-,31+,34-,35-,36+,37+,40+,41+/m0/s1",NBNDZYINMKEYTC-PZVGOCGESA-N,904.78,1.9715,23,0,2,0.0756356450524114,10,282.83,0.581350255012512,0.424847817420959,0.330146041512489,0.0395102048292756,0.125910843908787,0.026615684479475,0.0738139525055885,0.0304184200242161,0.276359722018242,0.523799681663513,0.267323397099972,0.0571028020232915,0.347113636136055,0.894511473178864,0.332550927996635,0.138367033004761,0.109664653241634,0.0259699534624814,0.100371873751283,0.13895820826292,0.153468656539917,0.0328219641931355,0.418220341205597,0.650561332702637,0.497092568874359,0.16864308975637,0.0439650751650333,0.112472540140152,0.291670891642571,0.293906950950623,0.638266652822495,-5.13415786922409,48.751164108669,87.2544207069025,102.353351009418,-10.2241788018722,3.20682806714724,1.72427875275619,74.5907151488539,-2.90291408160576,10.6903558856863,95.7347809228383,45.1725474990306,98.6622721985266,11.7681271810779,9.84877859635518,4.49786739046142,95.5215199689802,95.6572314850717,87.1655680496316,25.9402869329197,10.4691740984878,49.4377665761923,53.7805350911206,9.88755331523846,60.1395889879798,22.7219852656068,77.5882124854595,53.3540131834044,70.4924389298178,22.8383094222567,79.5657231485072,80.6514152772392,13.4160527336177,92.2450562233424,87.3594416440481,51.143854207057,73.0903450949981,91.0042652190772,71.4618069019,78.324932144242,30.2055060100814,82.0473051570376,83.5207444746026,92.7491275688251,72.9352462194649,65.2966265994572,90.034897246995,34.7033734005428,69.716944552152,40.6359053896859,61.1865063978286,93.136874757658,96.0062039550213,44.1644048080651,86.5839472663823,54.9437766576192,49.0112446684762,52.6172935246219,92.2838309422257,1.17926946577167,5.45335691275812,0,1,1,24
