GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,43675949.15,5753.58,3653.35,7108608.33,346.28,-64.53,-2500.33,-20357.14,1371.87,15346.48,-3786.04,163.88,50788107.04,-3622.16,50784484.87
11,43745143.07,5797.71,3578.16,7113709.06,354.16,-90.21,-2507.79,-20245.06,1389.75,15533.9,-4044.21,173.76,50862662.76,-3870.45,50858792.31
21,43757253.88,5821.4,3530.05,7130695.14,310.72,-90.46,-2472.38,-20115.13,1363.05,15421.65,-4154.93,175.93,50891717.92,-3979.0,50887738.92
31,43885433.26,5637.55,3601.12,7183613.2,368.14,-94.01,-2540.24,-20091.66,1341.94,15489.29,-4159.82,170.23,51072758.59,-3989.6,51068768.99
41,43806218.15,5617.65,3579.26,7156181.23,371.41,-109.18,-2438.16,-20133.69,1356.56,15462.38,-4174.85,175.53,50966105.6,-3999.33,50962106.27
51,43910965.97,5374.8,3623.01,7230141.42,342.51,-102.4,-2494.02,-20240.63,1359.26,15516.08,-4078.7,172.32,51144485.98,-3906.38,51140579.6
61,43794648.77,5369.94,3510.8,7231865.77,357.03,-72.52,-2441.94,-20138.69,1364.32,15479.72,-4157.21,175.91,51029943.19,-3981.29,51025961.9
71,43892801.37,5629.81,3537.41,7233568.55,357.12,-74.18,-2514.99,-20088.08,1345.86,15353.39,-4089.01,170.42,51129916.27,-3918.59,51125997.68
81,44119344.53,4963.71,3585.43,7331665.62,384.11,-93.82,-2505.96,-20062.76,1336.01,15352.69,-4110.82,169.81,51453969.55,-3941.01,51450028.55
91,44041409.84,5432.05,3557.43,7267223.31,374.56,-106.24,-2482.54,-20152.57,1336.02,15462.84,-4112.37,170.7,51312054.7,-3941.68,51308113.02
101,44004913.0,5334.06,3580.31,7280819.34,358.17,-78.65,-2470.18,-20131.88,1364.7,15489.22,-4162.04,173.24,51289178.09,-3988.8,51285189.29
111,44167832.63,5554.11,3516.49,7224737.68,372.86,-101.18,-2507.19,-20085.11,1345.33,15479.28,-4185.44,173.56,51396144.89,-4011.88,51392133.02
121,44195994.39,5466.93,3555.17,7246160.44,379.42,-102.41,-2479.54,-20211.01,1381.86,15536.35,-4166.97,172.34,51445681.6,-3994.63,51441686.97
131,44109893.71,5291.47,3546.26,7236719.07,355.18,-113.19,-2527.25,-19961.52,1346.06,15426.46,-4260.28,168.34,51349976.25,-4091.95,51345884.31
141,44162816.07,5650.97,3489.56,7274771.66,519.21,-102.4,-2501.47,-20065.94,1332.19,15470.85,-4208.33,169.93,51441380.69,-4038.4,51437342.29
151,44012372.69,5350.81,3557.67,7191435.73,358.44,-106.67,-2457.22,-20228.91,1384.21,15446.74,-4076.31,171.22,51207113.5,-3905.09,51203208.41
161,44112359.06,5505.74,3532.29,7173971.9,344.2,-104.24,-2440.72,-20123.23,1396.53,15495.25,-4165.55,170.5,51289936.78,-3995.05,51285941.73
171,44189781.78,5435.36,3553.74,7236163.31,462.84,-102.69,-2454.53,-20156.36,1334.16,15450.17,-4134.84,168.89,51429467.78,-3965.95,51425501.83
181,44057483.25,5194.06,3555.08,7236252.6,340.32,-101.56,-2455.95,-20149.58,1370.74,15439.9,-4149.2,170.58,51296928.87,-3978.62,51292950.24
191,44055069.04,5637.51,3563.68,7163128.6,380.8,-108.02,-2474.88,-20169.01,1355.37,15468.13,-4156.26,172.53,51221851.22,-3983.73,51217867.48
201,44152300.6,5402.82,3590.54,7199728.46,381.49,-88.16,-2470.09,-20169.78,1349.84,15445.46,-4125.15,170.91,51355471.2,-3954.25,51351516.95
211,44299243.46,5098.45,3571.95,7334776.99,370.35,-92.83,-2443.84,-20267.37,1372.45,15563.94,-4114.12,171.77,51637193.56,-3942.35,51633251.2
221,43943841.04,5312.48,3565.91,7205776.26,332.57,-99.55,-2497.23,-20237.12,1376.86,15504.2,-4087.49,171.29,51152875.42,-3916.2,51148959.22
231,44307576.51,5242.37,3566.58,7339681.95,387.03,-125.12,-2482.16,-20210.74,1333.2,15448.86,-4069.01,172.24,51650418.48,-3896.78,51646521.71
