Ligand,Affinity_kcal_mol,Category
ligand_158,-7.405,GOOD
ligand_159,-7.302,GOOD
ligand_15,-8.081,GOOD
ligand_160,-9.46,EXCELLENT
ligand_161,-8.658,GOOD
ligand_162,-7.389,GOOD
ligand_164,-9.602,EXCELLENT
ligand_165,-8.908,GOOD
ligand_166,-7.365,GOOD
ligand_167,-5.592,OTHERS
ligand_168,-8.062,GOOD
ligand_169,-8.124,GOOD
ligand_16,-8.597,GOOD
ligand_170,-7.422,GOOD
ligand_171,-4.091,OTHERS
ligand_172,-8.74,GOOD
ligand_173,-8.97,GOOD
ligand_174,-8.934,GOOD
ligand_175,-8.085,GOOD
ligand_176,-9.481,EXCELLENT
ligand_177,-9.674,EXCELLENT
ligand_178,-8.537,GOOD
ligand_179,-8.996,GOOD
ligand_17,-7.83,GOOD
ligand_180,-6.413,OTHERS
ligand_181,-5.668,OTHERS
ligand_182,-7.66,GOOD
ligand_183,-8.671,GOOD
ligand_184,-5.314,OTHERS
ligand_185,-8.578,GOOD
ligand_186,-8.579,GOOD
ligand_187,-5.945,OTHERS
ligand_188,-6.24,OTHERS
ligand_18,-8.419,GOOD
ligand_191,-7.825,GOOD
ligand_192,-7.422,GOOD
ligand_193,-10.57,EXCELLENT
ligand_194,-9.119,EXCELLENT
ligand_195,-8.373,GOOD
ligand_196,-8.989,GOOD
ligand_197,-8.568,GOOD
ligand_198,-9.267,EXCELLENT
ligand_199,-7.873,GOOD
ligand_19,-8.246,GOOD
ligand_1,-6.33,OTHERS
ligand_200,-9.365,EXCELLENT
ligand_201,-9.824,EXCELLENT
ligand_202,-8.472,GOOD
ligand_203,-8.222,GOOD
ligand_204,-6.862,OTHERS
ligand_205,-7.739,GOOD
ligand_206,-8.623,GOOD
ligand_207,-7.768,GOOD
ligand_208,-8.664,GOOD
ligand_209,-8.626,GOOD
ligand_20,-8.121,GOOD
ligand_210,-8.702,GOOD
ligand_211,-7.587,GOOD
ligand_212,-10.85,EXCELLENT
ligand_213,-7.063,GOOD
ligand_214,-10.28,EXCELLENT
ligand_215,-9.02,EXCELLENT
ligand_216,-11.34,EXCELLENT
ligand_217,-7.147,GOOD
ligand_218,-9.018,EXCELLENT
ligand_219,-8.089,GOOD
ligand_21,-9.247,EXCELLENT
ligand_220,-7.866,GOOD
ligand_222,-8.291,GOOD
ligand_223,-6.909,OTHERS
ligand_224,-8.089,GOOD
ligand_225,-8.939,GOOD
ligand_226,-9.895,EXCELLENT
ligand_227,-7.75,GOOD
ligand_228,-8.475,GOOD
ligand_229,-8.174,GOOD
ligand_22,-7.783,GOOD
ligand_230,-7.193,GOOD
ligand_231,-6.883,OTHERS
ligand_232,-5.437,OTHERS
ligand_233,-7.115,GOOD
ligand_234,-8.031,GOOD
ligand_235,-7.148,GOOD
ligand_236,-7.844,GOOD
ligand_237,-8.224,GOOD
ligand_238,-8.622,GOOD
ligand_239,-8.598,GOOD
ligand_23,-11.23,EXCELLENT
ligand_240,-7.755,GOOD
ligand_241,-8.36,GOOD
ligand_242,-8.224,GOOD
ligand_243,-8.705,GOOD
ligand_244,-7.257,GOOD
ligand_245,-7.407,GOOD
ligand_246,-8.602,GOOD
ligand_247,-9.043,EXCELLENT
ligand_248,-7.12,GOOD
ligand_249,-6.849,OTHERS
ligand_24,-7.302,GOOD
ligand_251,-8.197,GOOD
ligand_252,-8.669,GOOD
ligand_253,-7.68,GOOD
ligand_254,-7.159,GOOD
ligand_255,-5.184,OTHERS
ligand_256,-8.065,GOOD
ligand_257,-7.703,GOOD
ligand_258,-7.329,GOOD
ligand_259,-8.399,GOOD
ligand_25,-5.444,OTHERS
ligand_260,-8.341,GOOD
ligand_261,-8.219,GOOD
ligand_262,-6.409,OTHERS
ligand_263,-10.12,EXCELLENT
ligand_264,-9.705,EXCELLENT
ligand_265,-7.928,GOOD
ligand_266,-7.05,GOOD
ligand_267,-8.345,GOOD
ligand_268,-8.452,GOOD
ligand_269,-6.947,OTHERS
ligand_26,-6.751,OTHERS
ligand_270,-7.144,GOOD
ligand_271,-6.942,OTHERS
ligand_272,-8.996,GOOD
ligand_273,-8.922,GOOD
ligand_274,-7.059,GOOD
ligand_275,-8.668,GOOD
ligand_276,-9.369,EXCELLENT
ligand_277,-7.582,GOOD
ligand_278,-7.357,GOOD
ligand_279,-9.203,EXCELLENT
ligand_27,-9.145,EXCELLENT
ligand_280,-10.69,EXCELLENT
ligand_281,-7.551,GOOD
ligand_282,-8.63,GOOD
ligand_283,-9.012,EXCELLENT
ligand_284,-8.625,GOOD
ligand_285,-7.115,GOOD
ligand_286,-7.565,GOOD
ligand_287,-8.375,GOOD
ligand_288,-7.434,GOOD
ligand_289,-7.48,GOOD
ligand_28,-6.338,OTHERS
ligand_290,-7.235,GOOD
ligand_291,-8.132,GOOD
ligand_292,-8.845,GOOD
ligand_293,-8.693,GOOD
ligand_294,-9.739,EXCELLENT
ligand_295,-8.891,GOOD
ligand_296,-8.954,GOOD
ligand_297,-7.812,GOOD
ligand_298,-8.716,GOOD
ligand_299,-8.188,GOOD
ligand_29,-8.224,GOOD
ligand_2,-8.557,GOOD
ligand_300,-8.31,GOOD
ligand_301,-7.437,GOOD
ligand_302,-9.819,EXCELLENT
ligand_303,-8.447,GOOD
ligand_304,-7.739,GOOD
ligand_305,-6.915,OTHERS
ligand_306,-7.914,GOOD
ligand_307,-7.884,GOOD
ligand_308,-7.407,GOOD
ligand_309,-9.156,EXCELLENT
ligand_310,-7.456,GOOD
ligand_311,-6.769,OTHERS
ligand_312,-7.006,GOOD
ligand_313,-8.636,GOOD
ligand_314,-9.469,EXCELLENT
ligand_315,-9.019,EXCELLENT
ligand_316,-8.123,GOOD
ligand_317,-9.188,EXCELLENT
ligand_318,-7.112,GOOD
ligand_319,-8.004,GOOD
ligand_31,-9.319,EXCELLENT
ligand_320,-9.481,EXCELLENT
ligand_321,-7.291,GOOD
ligand_322,-9.133,EXCELLENT
ligand_323,-9.232,EXCELLENT
ligand_324,-8.828,GOOD
ligand_325,-9.959,EXCELLENT
ligand_326,-7.093,GOOD
ligand_327,-8.382,GOOD
ligand_328,-8.743,GOOD
ligand_329,-7.312,GOOD
ligand_32,-8.419,GOOD
ligand_330,-5.754,OTHERS
ligand_331,-9.317,EXCELLENT
ligand_333,-9.436,EXCELLENT
ligand_334,-6.821,OTHERS
ligand_335,-8.909,GOOD
ligand_336,-8.395,GOOD
ligand_337,-7.739,GOOD
ligand_338,-5.634,OTHERS
ligand_339,-5.461,OTHERS
ligand_33,-6.549,OTHERS
ligand_340,-9.82,EXCELLENT
ligand_341,-7.649,GOOD
ligand_342,-7.862,GOOD
ligand_343,-8.175,GOOD
ligand_344,-6.266,OTHERS
ligand_345,-10.39,EXCELLENT
ligand_346,-9.341,EXCELLENT
ligand_347,-8.275,GOOD
ligand_348,-6.262,OTHERS
ligand_349,-8.043,GOOD
ligand_34,-9.124,EXCELLENT
ligand_351,-8.792,GOOD
ligand_352,-8.208,GOOD
ligand_354,-8.222,GOOD
ligand_355,-7.483,GOOD
ligand_356,-8.467,GOOD
ligand_357,-9.035,EXCELLENT
ligand_358,-8.421,GOOD
ligand_359,-8.901,GOOD
ligand_35,-3.538,OTHERS
ligand_361,-9.87,EXCELLENT
ligand_362,-6.817,OTHERS
ligand_363,-8.772,GOOD
ligand_364,-6.933,OTHERS
ligand_365,-2.068,OTHERS
ligand_366,-8.916,GOOD
ligand_367,-8.234,GOOD
ligand_368,-9.18,EXCELLENT
ligand_369,-6.955,OTHERS
ligand_36,-9.677,EXCELLENT
ligand_370,-7.099,GOOD
ligand_371,-7.814,GOOD
ligand_372,-8.047,GOOD
ligand_373,-8.383,GOOD
ligand_374,-8.204,GOOD
ligand_375,-9.017,EXCELLENT
ligand_376,-8.99,GOOD
ligand_377,-8.409,GOOD
ligand_378,-3.577,OTHERS
ligand_37,-8.886,GOOD
ligand_380,-9.16,EXCELLENT
ligand_381,-8.673,GOOD
ligand_382,-6.77,OTHERS
ligand_383,-7.887,GOOD
ligand_384,-7.884,GOOD
ligand_385,-6.158,OTHERS
ligand_386,-7.819,GOOD
ligand_387,-6.258,OTHERS
ligand_388,-8.929,GOOD
ligand_389,-9.102,EXCELLENT
ligand_38,-7.549,GOOD
ligand_390,-8.742,GOOD
ligand_391,-6.426,OTHERS
ligand_392,-7.215,GOOD
ligand_393,-8.178,GOOD
ligand_394,-7.447,GOOD
ligand_395,-10.36,EXCELLENT
ligand_396,-7.64,GOOD
ligand_397,-9.229,EXCELLENT
ligand_398,-8.555,GOOD
ligand_399,-10.34,EXCELLENT
ligand_39,-8.347,GOOD
ligand_3,-8.303,GOOD
ligand_401,-8.849,GOOD
ligand_402,-8.287,GOOD
ligand_403,-9.685,EXCELLENT
ligand_404,-7.811,GOOD
ligand_405,-11.46,EXCELLENT
ligand_406,-8.534,GOOD
ligand_407,-8.379,GOOD
ligand_408,-2.761,OTHERS
ligand_409,-8.931,GOOD
ligand_410,-9.288,EXCELLENT
ligand_411,-5.535,OTHERS
ligand_412,-7.575,GOOD
ligand_413,-7.04,GOOD
ligand_414,-8.731,GOOD
ligand_416,-9.806,EXCELLENT
ligand_417,-8.392,GOOD
ligand_418,-9.863,EXCELLENT
ligand_419,-8.544,GOOD
ligand_41,-8.259,GOOD
ligand_420,-8.739,GOOD
ligand_421,-7.955,GOOD
ligand_422,-10.47,EXCELLENT
ligand_423,-9.925,EXCELLENT
ligand_424,-9.687,EXCELLENT
ligand_425,-7.219,GOOD
ligand_426,-7.679,GOOD
ligand_428,-10.09,EXCELLENT
ligand_429,-8.913,GOOD
ligand_42,-9.113,EXCELLENT
ligand_430,-8.385,GOOD
ligand_431,-8.654,GOOD
ligand_433,-6.964,OTHERS
ligand_434,-8.426,GOOD
ligand_435,-8.079,GOOD
ligand_436,-11.22,EXCELLENT
ligand_437,-10.49,EXCELLENT
ligand_438,-8.832,GOOD
ligand_439,-6.792,OTHERS
ligand_440,-9.449,EXCELLENT
ligand_441,-9.05,EXCELLENT
ligand_442,-7.496,GOOD
ligand_443,-8.45,GOOD
ligand_445,-9.508,EXCELLENT
ligand_446,-7.115,GOOD
ligand_447,-10.76,EXCELLENT
ligand_448,-8.801,GOOD
ligand_449,-8.431,GOOD
ligand_44,-6.608,OTHERS
ligand_450,-9.736,EXCELLENT
ligand_451,-5.787,OTHERS
ligand_452,-9.138,EXCELLENT
ligand_453,-8.214,GOOD
ligand_454,-9.432,EXCELLENT
ligand_455,-9.828,EXCELLENT
ligand_456,-8.172,GOOD
ligand_457,-9.18,EXCELLENT
ligand_458,-8.686,GOOD
ligand_459,-7.418,GOOD
ligand_45,-6.494,OTHERS
ligand_461,-7.175,GOOD
ligand_462,-8.018,GOOD
ligand_463,-8.827,GOOD
ligand_464,-7.792,GOOD
ligand_465,-6.387,OTHERS
ligand_466,-10.15,EXCELLENT
ligand_467,-9.003,EXCELLENT
ligand_468,-8.52,GOOD
ligand_469,-8.74,GOOD
ligand_46,-9.449,EXCELLENT
ligand_470,-8.353,GOOD
ligand_471,-8.963,GOOD
ligand_472,-8.329,GOOD
ligand_473,-6.083,OTHERS
ligand_474,-6.189,OTHERS
ligand_475,-10.31,EXCELLENT
ligand_48,-6.418,OTHERS
ligand_49,-8.266,GOOD
ligand_4,-9.187,EXCELLENT
ligand_50,-8.227,GOOD
ligand_51,-7.373,GOOD
ligand_52,-9.036,EXCELLENT
ligand_53,-6.443,OTHERS
ligand_54,-8.219,GOOD
ligand_55,-7.158,GOOD
ligand_56,-8.823,GOOD
ligand_57,-7.473,GOOD
ligand_58,-8.926,GOOD
ligand_59,-7.657,GOOD
ligand_5,-7.766,GOOD
ligand_60,-8.542,GOOD
ligand_61,-8.667,GOOD
ligand_62,-8.475,GOOD
ligand_63,-8.739,GOOD
ligand_64,-6.807,OTHERS
ligand_65,-7.68,GOOD
ligand_66,-8.468,GOOD
ligand_67,-7.419,GOOD
ligand_68,-7.468,GOOD
ligand_69,-8.638,GOOD
ligand_6,-8.874,GOOD
ligand_71,-8.047,GOOD
ligand_72,-7.165,GOOD
ligand_74,-9.958,EXCELLENT
ligand_75,-12.26,EXCELLENT
ligand_76,-7.024,GOOD
ligand_77,-8.164,GOOD
ligand_78,-7.87,GOOD
ligand_79,-4.209,OTHERS
ligand_7,-8.57,GOOD
ligand_80,-9.351,EXCELLENT
ligand_81,-7.277,GOOD
ligand_82,-7.333,GOOD
ligand_83,-9.245,EXCELLENT
ligand_84,-8.888,GOOD
ligand_85,-8.44,GOOD
ligand_86,-6.562,OTHERS
ligand_87,-9.81,EXCELLENT
ligand_88,-7.242,GOOD
ligand_89,-6.928,OTHERS
ligand_8,-5.061,OTHERS
ligand_90,-8.49,GOOD
ligand_91,-11.41,EXCELLENT
ligand_92,-8.812,GOOD
ligand_93,-8.457,GOOD
ligand_94,-6.976,OTHERS
ligand_95,-9.916,EXCELLENT
ligand_96,-10.42,EXCELLENT
ligand_97,-7.861,GOOD
ligand_9,-8.476,GOOD
