Frame,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,EGB,1-4 VDW,1-4 EEL,ESURF,TOTAL
57,-0.00010000003385357559,-3.375077994860476e-12,4.760636329592671e-13,0.0,0.0,0.0,436.7889999999978,17.76139999999006,38.40340000000059,4.433076128407265e-11,-9.999999792853487e-05,-5.634911519999995,487.31878847990686
58,-1.750777300912887e-11,-2.9345414986892138e-12,-2.2026824808563106e-13,0.0,0.0,0.0,418.59180000000003,19.44400000000232,40.13430000000035,-4.07918143707775e-11,1.1652900866465643e-12,-5.3885347200000835,472.78156528004877
59,-4.320099833421409e-12,1.6981971384666394e-12,-0.00010000000073873139,0.0,0.0,0.0,448.8288000000009,25.672000000005454,30.882900000000134,8.195666367782906e-12,-1.5916157281026244e-12,-5.478546960000006,499.90515304000485
60,-2.7966962079517543e-11,9.999999592480435e-05,-2.4868995751603507e-14,0.0,0.0,0.0,416.4108999999999,22.95750000000163,40.332699999999875,-9.999997951082307e-05,-5.7411853049416095e-12,-5.62289183999996,474.07810816020503
61,5.3660187404602766e-11,-1.7479351299698465e-12,-1.602273869139026e-12,0.0,0.0,0.0,389.2506999999979,10.817899999996285,39.79679999999948,5.92321747205915e-11,-0.00010000000236232154,-5.529874319999915,434.3354256799228
62,-4.661160346586257e-12,9.999999599585863e-05,-8.810729923425242e-13,0.0,0.0,0.0,426.43839999999955,9.293000000005861,43.77299999999998,5.215383680479135e-12,-1.5631940186722204e-12,-5.219628479999941,474.2847715201225
63,3.296918293926865e-12,-9.99999987421063e-05,4.369837824924616e-13,0.0,0.0,0.0,415.15420000000233,14.209200000009986,38.907099999999645,-1.8812507107668353e-11,4.831690603168681e-12,-5.151056399999953,463.11944360010847
64,0.00010000000986565283,-1.1407763622628408e-11,9.999999994292352e-05,0.0,0.0,0.0,411.6116999999968,-11.308199999986726,57.91510000000025,-7.823075520718703e-12,5.684341886080802e-14,-5.375403360000042,452.84319663989334
65,-2.0463630789890885e-12,5.4498627832799684e-12,-1.3287149158713873e-12,0.0,0.0,0.0,415.70959999999906,12.575699999997141,43.301100000000105,-3.539035731137119e-11,1.9895196601282805e-13,-5.337240480000102,466.24915951988316
66,-9.322320693172514e-12,-1.0018652574217413e-12,9.272582701669307e-13,0.0,0.0,0.0,406.7919999999994,18.198900000005352,42.23309999999944,-3.7625458304546555e-11,-9.99999995485723e-05,-5.579757360000035,461.6441426400979
67,0.000100000048973925,-0.00010000000148835397,3.019806626980426e-13,0.0,0.0,0.0,400.2764000000015,12.382899999992048,44.590900000001156,-3.352740307605018e-11,0.00010000000020227162,-5.494430879999936,451.75586911994674
68,9.99999540454155e-05,-4.440892098500626e-13,2.8066438062523957e-13,0.0,0.0,0.0,438.7841000000006,18.570100000002157,38.73090000000022,-1.0617284829095297e-11,1.2789769243681803e-12,-5.257370160000038,490.827729840064
69,-0.00010000005624988262,-1.8474111129762605e-13,-9.983125437429408e-13,0.0,0.0,0.0,438.12069999999716,18.61780000000644,38.608899999999906,-0.00010000000596033232,3.410605131648481e-12,-5.490169920000023,489.8571300801149
70,1.0334133548894897e-10,8.032685627767933e-12,4.476419235288631e-13,0.0,0.0,0.0,436.3494,-13.060000000008472,65.58929999999928,-9.316991622654314e-13,-0.00010000000131071829,-5.566222800000139,483.3123771999841
71,7.594280759803951e-11,1.0174971976084635e-11,-9.094947017729282e-13,0.0,0.0,0.0,426.9347000000005,-7.561300000002518,66.97110000000039,-0.00010000001098964262,-3.637978807091713e-12,-5.493486960000027,480.85091303995273
72,0.00010000002384913387,9.732659123073972e-12,1.0551559626037488e-12,0.0,0.0,0.0,416.7901999999988,-16.904299999994635,71.88020000000085,-0.00010000003222376819,-3.467448550509289e-12,-5.626059120000046,466.1399408799002
73,9.999989276820997e-05,9.35962418679992e-12,-7.602807272633072e-13,0.0,0.0,0.0,418.7951000000007,-5.555000000003275,59.349600000000535,9.350475949077008e-11,0.0001000000001454282,-5.320248479999899,467.2695515201684
74,-9.99999962232323e-05,7.332801033044234e-12,1.9895196601282805e-13,0.0,0.0,0.0,411.9684000000035,-4.7530999999964365,63.026900000000225,-1.3783640895326243e-11,2.2453150450019166e-12,-5.377593600000007,464.8646064000297
75,-1.3983481039758772e-11,9.556799795973347e-13,-3.943512183468556e-13,0.0,0.0,0.0,444.4767999999992,-3.102500000002152,52.95380000000074,7.264411294727324e-12,8.242295734817162e-13,-5.087977919999972,489.2401220800566
76,9.999992209941411e-05,6.123102025412663e-12,1.5631940186722204e-13,0.0,0.0,0.0,411.2738999999971,-1.0148000000101263,57.26550000000009,3.445910223831561e-11,-3.694822225952521e-13,-5.143749119999925,462.38085087992334
77,9.106315701501444e-11,1.1151968237754772e-11,-5.400124791776761e-13,0.0,0.0,0.0,413.8305999999989,-9.610500000003412,61.455500000000185,9.126921440838487e-12,-4.632738637155853e-12,-5.3922139200000725,460.2833860799554
78,0.00010000006557220331,1.4210854715202004e-12,1.0018652574217413e-12,0.0,0.0,0.0,438.78909999999996,-3.6235999999980777,58.390099999999876,0.00010000003911558863,-3.666400516522117e-12,-5.188401359999948,488.3672986400595
79,4.604316927725449e-11,9.999998896503826e-05,7.105427357601002e-15,0.0,0.0,0.0,449.4784000000019,-13.511099999999033,65.46379999999921,0.00010000000912713247,6.30961949354969e-12,-5.429956320000028,496.00124367982414
80,0.00010000003487675713,1.2759571177411999e-11,-7.425171588693047e-13,0.0,0.0,0.0,434.7961999999996,15.28310000000019,41.59109999999947,7.916245436945246e-11,4.177991286269389e-12,-5.387108400000021,486.28329159993166
81,-2.3874235921539366e-11,3.3288927170360694e-12,-4.583000645652646e-13,0.0,0.0,0.0,424.0261000000008,15.571399999998903,33.191500000000744,-5.587530438333488e-12,-0.00010000000293075573,-5.304399120000009,467.48450087989534
82,-7.241851562866941e-11,-3.730349362740526e-13,3.979039320256561e-13,0.0,0.0,0.0,397.29710000000097,12.157599999994488,38.46450000000097,1.0095524416442458e-10,-2.2168933355715126e-12,-4.687462079999993,443.2317379201487
83,9.999999326737452e-05,-2.8634872251132037e-12,1.6697754290362354e-13,0.0,0.0,0.0,429.07680000000084,14.874499999996573,37.57120000000015,-6.59374777001176e-11,-0.00010000000003174137,-4.943046240000078,476.57935375996703
84,5.843503458891064e-11,6.981082378842984e-13,9.999999974041884e-05,0.0,0.0,0.0,416.9043000000013,22.220800000003493,39.0265999999998,5.5134119492095124e-11,-0.00010000000119703145,-4.777601040000033,473.3739989601273
85,-0.00010000002794186003,2.4868995751603507e-14,7.318590178329032e-13,0.0,0.0,0.0,434.7160000000015,25.65889999999621,32.58420000000065,4.470335213113685e-11,0.00010000000358445504,-5.132110319999884,487.8270896801021
86,3.444711182964966e-11,6.192379942149273e-12,1.5702994460298214e-12,0.0,0.0,0.0,447.2075999999994,12.808199999999601,34.69380000000062,2.235189811017335e-11,0.00010000000190757419,-4.584299760000039,490.12540024008604
87,7.412381819449365e-11,7.286615755219827e-12,-1.3287149158713873e-12,0.0,0.0,0.0,419.3788000000002,22.93330000000026,32.17040000000071,-9.015188595640211e-11,2.1032064978498966e-12,-4.723825680000001,469.758674319812
88,7.958078640513122e-12,-9.999999802090542e-05,3.517186542012496e-13,0.0,0.0,0.0,422.31270000000256,14.875399999991146,41.30500000000134,1.6204815267428785e-11,1.2789769243681803e-12,-5.038974719999937,473.4541252800172
89,2.97859514830634e-11,-6.682654429823742e-12,1.3855583347321954e-13,0.0,0.0,0.0,426.15460000000144,13.829099999995861,36.93950000000062,0.00010000002458676605,2.5579538487363607e-13,-4.728918959999984,472.19438104006275
90,5.3432813729159534e-11,-5.332623231879552e-12,-2.913225216616411e-13,0.0,0.0,0.0,419.10229999999933,11.898999999998551,38.65259999999989,-9.071099427160334e-11,-1.0800249583553523e-12,-4.8211142399999884,464.83278575995234
91,5.070432962384075e-11,-3.26139115713886e-12,-5.826450433232822e-13,0.0,0.0,0.0,422.75650000000076,12.541500000004845,40.78890000000048,-1.1362466523223702e-11,-7.105427357601002e-13,-5.044839120000036,471.04206088007214
92,5.5138116294983774e-11,-2.071232074740692e-12,-7.318590178329032e-13,0.0,0.0,0.0,423.6586999999991,7.154600000001949,49.38720000000045,1.7136514429694216e-11,2.0179413695586845e-12,-4.8917131199999915,475.3087868799906
93,9.999996689202817e-05,9.999999825360817e-05,9.999999912935209e-05,0.0,0.0,0.0,418.48740000000186,11.406499999994736,41.393999999999366,-2.589040093425865e-11,-4.462208380573429e-12,-4.47046991999995,466.81743007996926
94,-9.99999772375304e-05,-5.030642569181509e-12,3.090860900556436e-13,0.0,0.0,0.0,416.4690000000003,10.23109999999835,44.23599999999922,-4.637978889832084e-11,2.4442670110147446e-12,-5.170662720000031,465.7654372797535
95,-2.5011104298755527e-11,-8.288481012641569e-12,-1.0160761121369433e-12,0.0,0.0,0.0,413.38300000000004,7.944300000001192,45.09820000000035,-8.94040397270146e-12,-0.00010000000227705641,-5.060798640000052,461.36460136008526
96,9.85664883046411e-11,4.0039083160081645e-12,1.3500311979441904e-13,0.0,0.0,0.0,403.6655000000021,7.621300000004197,48.24969999999989,-2.235189811017335e-11,-6.792788553866558e-12,-5.154900480000076,454.381599520023
97,0.00010000001975640771,0.0001000000025861425,-7.389644451905042e-13,0.0,0.0,0.0,464.6505000000013,8.717599999999152,43.06899999999891,-7.599609830322152e-11,-3.410605131648481e-13,-4.731863759999951,511.7052362398264
98,1.7280399333685637e-11,0.00010000000686716248,-2.1671553440683056e-13,0.0,0.0,0.0,408.3463999999993,4.443000000002229,48.58390000000112,-5.6997073727416137e-11,-4.462208380573429e-12,-4.761889199999998,456.61141079988226
99,-1.921307557495311e-11,4.586553359331447e-12,5.222489107836736e-13,0.0,0.0,0.0,408.8967999999978,7.906599999998605,51.40259999999968,-3.539035731137119e-11,9.999999900855983e-05,-4.981169519999934,463.2249304799069
100,9.999999417686922e-05,1.234568003383174e-12,3.979039320256561e-13,0.0,0.0,0.0,413.43120000000005,16.063400000000684,43.01550000000101,-6.147082842744567e-12,-4.973799150320701e-12,-4.79739240000006,467.7127075999034
101,7.491962605854496e-11,-4.192202140984591e-13,-6.394884621840902e-14,0.0,0.0,0.0,417.57610000000204,14.445299999999662,35.600999999998535,-9.462208794275284e-11,1.4210854715202004e-13,-4.643016479999989,462.97938351984953
