smile,score_1syh,score_6y2f,score_4lde
COc1cc(C)c([C@@H](C)NC(=O)c2ccccc2O)cc1OC,-3.1,-6.4,-8.3
COc1cc(C)c([C@H](C)NC(=O)c2cccc(SC)c2)cc1OC,3.9,-6.0,-9.3
COc1cc(C)c([C@@H](C)NC(=O)c2cccc(SC)c2)cc1OC,2.9,-5.9,-8.9
COc1cc(C)c([C@H](C)NC(=O)c2cccc(C)c2O)cc1OC,-0.2,-7.0,-9.5
COc1cc(C)c([C@H](C)NC(=O)c2ccccc2F)cc1OC,-0.2,-6.0,-8.9
COc1cc(C)c([C@@H](C)NC(=O)c2ccc(C(F)F)cc2)cc1OC,6.4,-6.2,-9.1
COc1cc(C)c([C@H](C)NC(=O)c2ccc(C(F)F)cc2)cc1OC,6.1,-6.3,-9.2
COc1cc(C)c([C@@H](C)NC(=O)c2cccc(C)c2O)cc1OC,-0.6,-6.3,-9.0
COc1cc(C)c([C@@H](C)NC(=O)c2ccccc2F)cc1OC,-3.4,-6.0,-8.3
COc1cc(C)c([C@@H](C)NC(=O)c2ccc(C)c(C)c2)cc1OC,3.0,-6.0,-8.9
COc1cc(C)c([C@H](C)NC(=O)c2ccc(C)c(C)c2)cc1OC,4.6,-6.2,-10.8
CCCOc1ccc(C(C)NC(=O)c2ccccc2N)cc1OCCC,-0.6,-6.1,-8.6
CCCOc1ccc(C(C)NC(=O)c2ccccc2F)cc1OCCC,-1.1,-6.2,-8.8
COc1cc(F)c([C@@H](C)NC(=O)c2cccc(SC)c2)cc1OC,3.7,-6.1,-9.3
COc1cc(F)c([C@H](C)NC(=O)c2cccc(SC)c2)cc1OC,2.6,-6.1,-9.4
CCOc1c(Cl)cc(C(=O)NC(C)c2ccccc2)cc1OC,2.9,-6.1,-9.3
CCOc1ccc(C(=O)NC(C)c2cccc(Cl)c2Cl)cc1OC,3.3,-6.2,-9.5
COc1ccc(C(C)NC(=O)c2ccccc2)c(Cl)c1OC,-0.4,-5.7,-8.2
CCOc1ccc(C(=O)NC(C)c2cccc(C)c2C)cc1OCC,3.7,-6.3,-9.5
Cc1cc(C)c([C@H](C)NC(=O)c2ccccc2)cc1C,-2.5,-5.8,-8.8
Cc1cc(C)c([C@@H](C)NC(=O)c2ccccc2)cc1C,-3.1,-5.9,-9.2
COc1ccc(OC)c([C@H](C)NC(=O)c2ccccc2)c1,-4.4,-5.7,-8.5
COc1ccc(OC)c([C@@H](C)NC(=O)c2ccccc2)c1,-4.0,-5.6,-8.6
COc1ccc(C)cc1[C@H](C)NC(=O)c1ccccc1,-3.0,-5.4,-8.6
COc1ccc(C)cc1[C@@H](C)NC(=O)c1ccccc1,-4.3,-5.5,-8.6
CCOc1ccc(C(C)NC(=O)c2ccc(C(C)C)cc2)cc1OC,9.1,-6.1,-9.0
CCOc1ccc(C(=O)NC(C)c2ccc(C)cc2)cc1OCC,4.3,-6.1,-8.6
CCOc1ccc(C(C)NC(=O)c2ccc(Cl)c(C#N)c2)cc1OCC,5.2,-6.3,-8.7
CCOc1ccc(C(C)NC(=O)c2ccccc2OC)cc1OCC,-1.2,-5.8,-8.9
CCOc1ccc(C(C)NC(=O)c2ccc(SC)cc2)cc1OCC,8.7,-5.9,-8.1
CCOc1ccc([C@@H](C)NC(=O)c2ccc(N(C)C)cc2)cc1OCC,11.0,-5.9,-8.5
CCOc1ccc(C(C)NC(=O)c2ccccc2F)cc1OCC,-2.6,-5.8,-9.0
CCOc1ccc([C@H](C)NC(=O)c2ccc(N(C)C)cc2)cc1OCC,11.8,-5.8,-9.0
CCOc1ccc(C(C)NC(=O)c2cccc(F)c2Cl)cc1OCC,-1.2,-5.9,-9.0
CCOc1ccc(C(C)NC(=O)c2c(F)cccc2Cl)cc1OCC,-1.3,-6.1,-8.8
CCOc1ccccc1C(C)NC(=O)c1ccc(OCC(C)C)c(OC)c1,6.7,-6.1,-8.7
CCOc1c(Cl)cc(C(=O)NC(CC)c2ccccc2)cc1OC,3.1,-6.0,-9.2
CCOc1c(Cl)cc(C(=O)NC(C)c2ccc(OC)cc2)cc1OC,11.1,-6.4,-9.2
CCCOc1ccc([C@@H](C)NC(=O)c2ccccc2)cc1OC,-0.7,-5.6,-8.3
CCCOc1ccc([C@H](C)NC(=O)c2ccccc2)cc1OC,-2.1,-5.8,-8.7
CCOc1ccc(C(C)NC(=O)c2ccc(COC)cc2)cc1OCC,9.8,-6.1,-8.2
CCCOc1ccc(C(C)NC(=O)c2ccccc2)cc1OC,-0.5,-5.7,-8.3
COc1cc(C)c(C(C)NC(=O)c2ccccc2Cl)cc1OC,-2.9,-6.0,-8.6
COc1cc(C)c([C@H](C)NC(=O)c2ccccc2Cl)cc1OC,-1.3,-5.9,-9.0
CCOc1ccc(C(=O)N[C@H](C)c2ccc(OCC)c(OCC)c2)cc1C,11.0,-5.9,-8.5
CCC[C@H](CC)Oc1cc2oc(=O)ccc2cc1OC,-5.7,-5.8,-7.8
CCC[C@@H](CC)Oc1cc2oc(=O)ccc2cc1OC,-6.0,-5.7,-7.7
CC[C@@H](COC)Oc1cc2oc(=O)ccc2cc1OC,-6.0,-5.8,-7.4
CC[C@H](COC)Oc1cc2oc(=O)ccc2cc1OC,-6.4,-5.4,-7.5
CCCC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,-5.5,-5.2,-8.4
CCCC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,-6.3,-5.5,-7.8
CC[C@@H](C)C[C@@H](CC)Oc1cc2ccc(=O)oc2cc1OC,-5.3,-5.9,-8.6
CC[C@@H](C)C[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,-4.8,-5.8,-8.4
CC[C@H](C)C[C@H](CC)Oc1cc2ccc(=O)oc2cc1OC,-4.2,-5.5,-8.6
COc1cc2oc(=O)ccc2cc1O[C@@H](C)CCCC(C)C,-5.4,-5.7,-8.7
COc1cc2oc(=O)ccc2cc1O[C@H](C)CCCC(C)C,-5.9,-5.7,-8.3
CCC[C@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)(C)C,-4.1,-5.7,-8.6
CCC[C@@H](Oc1cc2ccc(=O)oc2cc1OC)C(C)(C)C,-2.7,-5.5,-8.4
CC[C@H](C)CC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,-4.6,-5.8,-8.9
CC[C@@H](C)CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,-5.7,-5.8,-8.6
CC[C@H](C)CC[C@@H](C)Oc1cc2ccc(=O)oc2cc1OC,-5.5,-5.5,-8.3
CC[C@@H](C)CC[C@H](C)Oc1cc2ccc(=O)oc2cc1OC,-5.4,-5.6,-8.7
COc1cc2oc(=O)ccc2c(OC)c1O,-8.4,-5.2,-7.7
COc1cc2ccc(=O)oc2c(OC)c1[O-],10000,10000,10000
COc1ccc2ccc(=O)oc2c1OC,-8.4,-5.0,-7.5
COc1cc2oc(=O)cc(C)c2cc1OC,-8.8,-5.3,-7.1
COc1ccc2ccc(=O)oc2c1O,-9.5,-5.7,-8.0
CCc1cc(=O)oc2cc(OC)c(OC)cc12,-8.6,-5.2,-7.3
O=c1ccc2cc(Br)ccc2o1,-7.3,-4.7,-7.2
COc1cc2oc(=O)cc(C[NH3+])c2cc1OC,10000,10000,10000
C=CCc1cc(OC)c2oc(=O)ccc2c1,-8.0,-5.1,-8.1
CC(=O)Nc1cc2ccc(=O)oc2cc1Cl,-7.3,-5.5,-7.7
COc1cc2oc(=O)cc(C)c2cc1Cl,-7.7,-5.0,-7.2
COc1cc2oc(=O)cc(C)c2cc1O,-9.1,-5.3,-8.4
CCc1cc2c(C)cc(=O)oc2cc1OC,-7.1,-5.0,-7.4
COc1ccc2cc(C#N)c(=O)oc2c1,-8.4,-5.0,-7.2
CCc1cc(=O)oc2cc(OC)c(Cl)cc12,-7.7,-5.2,-7.3
CCc1cc2ccc(=O)oc2c(OC)c1O,-7.5,-5.2,-7.8
COc1cc2oc(=O)cc(C)c2cc1C(C)=O,-7.1,-5.3,-7.4
COc1cc2c(C)cc(=O)oc2cc1O,-8.6,-5.4,-8.2
COc1cc2c(C)cc(=O)oc2cc1Cl,-7.7,-5.0,-7.3
COC(=O)c1cc2c(C)cc(=O)oc2cc1OC,-7.2,-5.3,-7.3
COc1ccc2c(C)cc(=O)oc2c1C,-8.3,-4.9,-7.2
COc1ccc2c(C)cc(=O)oc2c1OC,-8.7,-5.0,-7.0
COc1ccc2cc(C(N)=O)c(=N)oc2c1,10000,10000,10000
C=Cc1cc(=O)oc2cc(OC)ccc12,-8.6,-5.0,-7.8
COCc1cc(=O)oc2cc(OC)ccc12,-8.4,-5.2,-7.9
COc1ccc2cc(C#N)c(=N)oc2c1,10000,10000,10000
CCOc1ccc2cc(Br)c(=O)oc2c1,-7.0,-5.1,-7.4
CC(=O)c1cc2ccc(O)cc2oc1=O,-8.9,-5.5,-7.7
COc1cccc2cc(C(N)=O)c(=O)oc12,-9.5,-5.3,-7.9
CCOc1ccc2cc(C#N)c(=O)oc2c1,-7.2,-5.1,-7.5
CNC(=O)c1cc2cccc(OC)c2oc1=O,-8.7,-5.8,-7.9
COc1cccc2cc(NC(C)=O)c(=O)oc12,-8.4,-5.8,-7.7
CNC(=O)c1cc2ccc(O)cc2oc1=O,-8.8,-5.8,-8.4
CCN(CC)c1ccc2cc(OC)c(=O)oc2c1,-3.5,-5.2,-7.8
COc1cc2ccc(=O)oc2c(OC(C)C)c1OC,-7.4,-5.5,-7.0
CC(C)Oc1ccc2ccc(=O)oc2c1,-7.3,-5.2,-8.3
COCCOc1ccc2ccc(=O)oc2c1,-6.7,-5.3,-7.8
COc1cc2ccc(=O)oc2c(OC)c1OC(C)C,-6.1,-5.5,-6.4
COc1cc2ccc(=O)oc2c(O[C@@H](C)C(C)C)c1OC,-5.7,-5.7,-7.7
COc1cc2ccc(=O)oc2c(O[C@H](C)C(C)C)c1OC,-5.5,-5.8,-7.5
COc1cc2ccc(=O)oc2c(OC)c1O[C@@H](C)C(C)C,-5.3,-5.8,-7.1
COc1cc2ccc(=O)oc2c(OC)c1O[C@H](C)C(C)C,-5.6,-5.7,-7.1
COc1ccc2ccc(=O)oc2c1OC(C)C,-7.1,-5.2,-7.2
CC(C)COc1ccc2ccc(=O)oc2c1,-6.6,-5.6,-8.4
COCC(=O)COc1ccc2ccc(=O)oc2c1,-7.0,-5.4,-8.1
CC(=O)COc1ccc2ccc(=O)oc2c1,-7.3,-5.6,-8.3
CCC(C)Oc1ccc2ccc(=O)oc2c1,-6.8,-5.4,-8.5
CC(F)COc1ccc2ccc(=O)oc2c1,-7.3,-5.5,-8.3
CC(C)(C)CCOc1ccc2ccc(=O)oc2c1,-6.0,-5.6,-8.7
CCC(=O)COc1ccc2ccc(=O)oc2c1,-7.2,-5.6,-8.4
CCC(C)COc1ccc2ccc(=O)oc2c1,-6.7,-5.6,-8.6
CC[C@H](C)COc1ccc2ccc(=O)oc2c1,-6.5,-5.7,-8.6
CC(C)SCOc1ccc2ccc(=O)oc2c1,-6.5,-5.5,-8.3
COc1cc2ccc(=O)oc2c(OC)c1O[C@H](C)C[NH+](C)C,10000,10000,10000
COc1cc2ccc(=O)oc2c(OC)c1O[C@@H](C)C[NH+](C)C,10000,10000,10000
CCOc1ccc(C2C(C(=O)OC)=CN(C(C)C)C=C2C(=O)OC)cc1OC,3.1,-5.8,-6.6
CCCOc1ccc(C2C(C(=O)OC)=CN(C)C=C2C(=O)OC)cc1,-1.3,-5.6,-7.2
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1cccc(OC)c1OC,-1.7,-5.2,-6.6
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(OC)cc1OC,-2.6,-5.4,-6.0
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccccc1OC,-4.4,-5.1,-6.4
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccccc1Br,-3.3,-5.2,-6.2
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(Cl)cc1,-4.2,-5.4,-6.6
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(C(C)C)cc1,-1.6,-5.6,-7.7
CCN1C=C(C(=O)OC)C(c2ccc(OC)c(Cl)c2)C(C(=O)OC)=C1,-0.9,-5.7,-6.9
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1cccc(OC)c1OC(C)C,0.5,-5.1,-5.8
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(O)cc1,-6.2,-5.5,-7.0
CCOc1cc(C2C(C(=O)OC)=CN(C(C)C)C=C2C(=O)OC)ccc1O,-0.3,-6.1,-6.6
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1cccc(O)c1,-6.3,-5.5,-7.0
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1cccc(C)c1,-4.7,-5.3,-6.8
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(Cl)c(Cl)c1,-3.1,-5.5,-7.6
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(F)cc1,-4.2,-5.4,-7.2
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1cccc(Cl)c1,-4.7,-5.3,-6.4
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1cccc(F)c1,-6.0,-5.3,-6.6
CCOc1cccc(C2C(C(=O)OC)=CN(CC)C=C2C(=O)OC)c1,-3.9,-5.8,-6.7
COC(=O)C1=CN(C(C)C)C=C(C(=O)OC)C1c1ccc(OC)c(OC)c1,0.8,-5.9,-5.7
CCOc1ccc(C2C(C(=O)OC)=CN(C(C)C)C=C2C(=O)OC)cc1,3.3,-5.9,-6.7
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(OC(C)C)cc1,-1.2,-5.7,-7.3
CCOc1cccc(C2C(C(=O)OC)=CN(C(C)C)C=C2C(=O)OC)c1,-1.6,-5.6,-7.2
COC(=O)C1=CN(C(C)C)C=C(C(=O)OC)C1c1ccc(O)c(OC)c1,-1.4,-5.9,-7.3
CCOc1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1OC,0.3,-5.8,-6.7
COC(=O)C1=CN(C(C)C)C=C(C(=O)OC)C1c1ccc(OC)c(O)c1,-1.3,-6.1,-7.0
CCCOc1ccc(C2C(C(=O)OC)=CN(CCC)C=C2C(=O)OC)cc1,3.0,-5.9,-6.7
COC(=O)C1=CN(C(C)C)C=C(C(=O)OC)C1c1ccc(OC)c(Cl)c1,1.2,-6.0,-6.9
CCOc1ccc(C2C(C(=O)OC)=CNC=C2C(=O)OC)cc1Cl,-3.5,-5.4,-8.0
CCOc1ccc(C2C(C(=O)OC)=CNC=C2C(=O)OC)cc1,-4.1,-5.2,-7.8
CCOc1cccc(C2C(C(=O)OC)=CNC=C2C(=O)OC)c1,-4.5,-5.5,-7.8
COC(=O)C1=CNC=C(C(=O)OC)C1c1ccc(O)c(OC)c1,-4.7,-5.5,-7.8
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cc(OC)c(OC)c(OC)c1,2.3,-5.8,-3.7
CCN1C=C(C(=O)OC)C(c2cccc(OC)c2OC)C(C(=O)OC)=C1,-2.1,-5.3,-5.6
CCOc1ccccc1C1C(C(=O)OC)=CN(C(C)C)C=C1C(=O)OC,-2.0,-5.7,-5.8
CCCOc1ccc(C2C(C(=O)OC)=CN(C(C)C)C=C2C(=O)OC)cc1,4.6,-5.8,-7.2
CCOc1ccc(C2C(C(=O)OC)=C(C)N(C)C(C)=C2C(=O)OC)cc1,3.4,-5.6,-5.9
CCOc1cc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)ccc1O,-0.2,-5.9,-6.7
CCOc1cccc(C2C(C(=O)OC)=C(C)N(C)C(C)=C2C(=O)OC)c1,-0.2,-6.0,-5.7
CCOc1ccccc1C1C(C(=O)OC)=C(C)N(C)C(C)=C1C(=O)OC,0.4,-5.5,-5.8
CCCOc1ccccc1C1C(C(=O)OC)=CN(C(C)C)C=C1C(=O)OC,-2.2,-5.6,-7.0
CCc1ccc(C2C(C(=O)OC)=CNC=C2C(=O)OC)cc1,-5.4,-5.5,-8.3
CCOc1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1,-1.3,-5.5,-6.8
CCc1ccc(C2C(C(=O)OC)=C(C)N(C)C(C)=C2C(=O)OC)cc1,1.3,-5.7,-7.6
CCCOc1ccc(C2C(C(=O)OC)=C(C)N(C)C(C)=C2C(=O)OC)cc1,4.4,-5.7,-6.3
CCC[NH+](CCC)Cc1c(C)[nH]c2ccc(Br)cc2c1=O,10000,10000,10000
CCCC[N@H+](C)Cc1c(C)[nH]c2ccc(Br)cc2c1=O,10000,10000,10000
CCCC[N@@H+](C)Cc1c(C)[nH]c2ccc(Br)cc2c1=O,10000,10000,10000
CCCC[N@@H+](CC)Cc1c(C)[nH]c2ccc(Br)cc2c1=O,10000,10000,10000
CCCC[N@H+](CC)Cc1c(C)[nH]c2ccc(Br)cc2c1=O,10000,10000,10000
C/C(Cl)=C\Cc1c(C)[nH]c2ccc(Br)cc2c1=O,-3.3,-5.5,-8.5
C/C(Cl)=C/Cc1c(C)[nH]c2ccc(Br)cc2c1=O,-3.0,-5.5,-8.3
Cc1[nH]c2ccc(Br)cc2c(=O)c1I,10000,10000,10000
CCc1[nH]c2ccc(Br)cc2c(=O)c1CC,-5.0,-5.2,-7.4
C=CCN(CC=C)Cc1c(C)[nH]c2ccc(Br)cc2c1=O,-1.6,-5.1,-7.9
C=CC[NH+](CC=C)Cc1c(C)[nH]c2ccc(Br)cc2c1=O,10000,10000,10000
CCc1[nH]c2ccc(Br)cc2c(=O)c1C,-6.2,-5.3,-7.9
CCCc1cc(=O)c2cc(Br)ccc2[nH]1,-5.9,-5.3,-7.6
CCc1c(C(C)C)[nH]c2ccc(Br)cc2c1=O,-4.2,-5.5,-7.6
CCc1[nH]c2ccc(Br)cc2c(=O)c1C(C)C,-5.1,-5.6,-7.6
CCCC[NH+](CCCC)Cc1c(C)[nH]c2ccc(C)cc2c1=O,10000,10000,10000
CCc1ccc2[nH]c(C)c(C[NH+](C)C)c(=O)c2c1,10000,10000,10000
CCc1cc(=O)c2cc(Br)ccc2[nH]1,-6.6,-5.1,-7.5
Cc1cc(=O)c2cc(Br)ccc2[nH]1,-6.9,-4.9,-7.4
Cc1c(C)c2cc(Br)ccc2[nH]c1=O,-6.1,-5.0,-7.8
CCCC[N@H+](C)Cc1c(C)[nH]c2ccc(C)cc2c1=O,10000,10000,10000
CCCC[N@@H+](C)Cc1c(C)[nH]c2ccc(C)cc2c1=O,10000,10000,10000
CC[NH+](CC)Cc1c(C)[nH]c2ccc(F)cc2c1=O,10000,10000,10000
Cc1ccc2[nH]c(C)c(Br)c(=O)c2c1,-7.1,-5.1,-7.4
Cc1[nH]c2cc(Br)ccc2c(=O)c1C,-7.7,-5.0,-8.0
CCCC[N@H+](CC)Cc1c(C)[nH]c2ccc(C)cc2c1=O,10000,10000,10000
CCCC[NH+](CCCC)Cc1c(C)[nH]c2ccc(Cl)cc2c1=O,10000,10000,10000
CCCC[N@@H+](CC)Cc1c(C)[nH]c2ccc(C)cc2c1=O,10000,10000,10000
CCc1c(C)[nH]c2ccc(OC(F)(F)F)cc2c1=O,10000,10000,10000
CCc1[nH]c2cc(Br)ccc2c(=O)c1CC,-6.0,-5.2,-7.9
CCCC[N@H+](C)Cc1c(C)[nH]c2ccc(F)cc2c1=O,10000,10000,10000
CCCC[N@@H+](C)Cc1c(C)[nH]c2ccc(F)cc2c1=O,10000,10000,10000
C=CCN(CC=C)Cc1c(C)[nH]c2ccc(CCCC)cc2c1=O,1.3,-5.2,-8.3
CCCC[N@@H+](CC)Cc1c(C)[nH]c2ccc(Cl)cc2c1=O,10000,10000,10000
CCCC[N@H+](CC)Cc1c(C)[nH]c2ccc(Cl)cc2c1=O,10000,10000,10000
CCCC[N@@H+](CC)Cc1c(C)[nH]c2ccc(F)cc2c1=O,10000,10000,10000
CCCC[N@H+](CC)Cc1c(C)[nH]c2ccc(F)cc2c1=O,10000,10000,10000
CCc1c(C(C)C)[nH]c2cc(Br)ccc2c1=O,-4.2,-5.2,-8.3
CCc1[nH]c2cc(Br)ccc2c(=O)c1C,-7.5,-5.3,-8.2
CCCc1cc(=O)c2cc(C)ccc2[nH]1,-6.7,-5.3,-8.0
Cc1[nH]c2ccc(I)cc2c(=O)c1C,10000,10000,10000
CCc1[nH]c2ccc(I)cc2c(=O)c1CC,10000,10000,10000
CCc1[nH]c2ccc(C)cc2c(=O)c1C,-6.9,-5.2,-8.3
CCc1ccc2[nH]c(CC)c(C)c(=O)c2c1,-6.6,-5.5,-8.4
CCC[NH+](CCC)Cc1c(C)[nH]c2ccc(CC)cc2c1=O,10000,10000,10000
Cc1c[nH]c2ccc(Br)cc2c1=O,-7.1,-4.8,-7.4
CCCC[NH+](CCCC)Cc1c(C)[nH]c2ccc(CC)cc2c1=O,10000,10000,10000
CC(C)c1[nH]c2ccc(Br)cc2c(=O)c1C(C)C,-4.3,-5.4,-6.8
CCCC[N@@H+](C)Cc1c(C)[nH]c2ccc(CC)cc2c1=O,10000,10000,10000
CCCC[N@H+](C)Cc1c(C)[nH]c2ccc(CC)cc2c1=O,10000,10000,10000
CCCC[N@@H+](CC)Cc1c(C)[nH]c2ccc(CC)cc2c1=O,10000,10000,10000
CCCC[N@H+](CC)Cc1c(C)[nH]c2ccc(CC)cc2c1=O,10000,10000,10000
COCc1c(C)[nH]c2ccc(N(C)C)cc2c1=O,-3.9,-5.9,-7.0
CCCC[NH+](CCCC)Cc1c(C)[nH]c2ccc(OCC)cc2c1=O,10000,10000,10000
CC[NH+](CC)Cc1c(C)[nH]c2ccc(C(=O)OC)cc2c1=O,10000,10000,10000
CCc1c(C)[nH]c2ccc(C(=O)[O-])cc2c1=O,10000,10000,10000
CC(=O)CCc1c(C)[nH]c2ccc(C(=O)[O-])cc2c1=O,10000,10000,10000
CC(C)c1[nH]c2ccc(Br)cc2c(=O)c1C#N,-4.7,-5.6,-8.5
C=CCc1c(C)[nH]c2ccc(C(=O)[O-])cc2c1=O,10000,10000,10000
CCc1[nH]c2ccc(F)cc2c(=O)c1CC,-6.5,-5.3,-7.5
CCc1c([O-])[nH]c2ccc(Cl)cc2c1=O,10000,10000,10000
CCc1c([O-])[nH]c2ccc(F)cc2c1=O,10000,10000,10000
CCc1[nH]c2ccc(SC)cc2c(=O)c1CC,-4.1,-5.3,-7.3
CCc1c(O)[nH]c2ccc(OC)cc2c1=O,-7.5,-5.6,-7.8
CCc1[nH]c2ccc(Cl)cc2c(=O)c1C,-6.5,-5.2,-8.0
CCc1[nH]c2ccc(I)cc2c(=O)c1C,10000,10000,10000
CCc1c(C)[nH]c2ccc(NC(C)=O)cc2c1=O,-6.9,-5.6,-8.2
CC[NH+](CC)Cc1c(C)[nH]c2ccc(N(C)C)cc2c1=O,10000,10000,10000
CC[NH+](CC)Cc1c(C)[nH]c2ccc(C(C)=O)cc2c1=O,10000,10000,10000
CCN(CC)Cc1c(C)[nH]c2ccc(C(C)=O)cc2c1=O,-1.8,-5.6,-7.9
CCCC[N@H+](CC)Cc1c(C)[nH]c2ccc(C(C)=O)cc2c1=O,10000,10000,10000
CCCC[N@@H+](CC)Cc1c(C)[nH]c2ccc(C(C)=O)cc2c1=O,10000,10000,10000
CC[NH+](CC)Cc1c(C)[nH]c2ccc(NC(C)=O)cc2c1=O,10000,10000,10000
C=CCc1c(C)[nH]c2ccc(C(=O)OCC)cc2c1=O,-3.2,-5.3,-8.0
CCOc1ccc2[nH]c(C)c(C)c(=O)c2c1,-6.3,-5.3,-7.8
CC(=O)OCc1c(C)[nH]c2ccc(N(C)C)cc2c1=O,-3.4,-6.0,-8.0
C=CCc1c(C)[nH]c2ccc(NC(C)=O)cc2c1=O,-5.6,-6.0,-8.0
Cc1[nH]c2ccc(N(C)C)cc2c(=O)c1C,-5.7,-5.6,-7.5
CC(C)CNCC(O)Cn1c2ccccc2c2ccccc21,-4.7,-6.0,-8.2
OC(CNCCC(F)F)Cn1c2ccccc2c2ccccc21,-6.1,-5.2,-7.6
CCCNCC(O)Cn1c2ccccc2c2ccccc21,-5.1,-5.9,-7.8
CC(C)OCCNCC(O)Cn1c2ccccc2c2ccccc21,-4.1,-5.8,-8.3
CSCCNCC(O)Cn1c2ccccc2c2ccccc21,-4.0,-5.5,-7.6
CC(F)CNCC(O)Cn1c2ccccc2c2ccccc21,-5.0,-6.0,-8.2
CC(F)(F)CCNCC(O)Cn1c2ccccc2c2ccccc21,-4.8,-6.0,-8.9
CSCCCNCC(O)Cn1c2ccccc2c2ccccc21,-2.8,-5.4,-7.7
CC(CNCC(O)Cn1c2ccccc2c2ccccc21)C(F)F,-3.4,-5.7,-8.5
CSC(C)CNCC(O)Cn1c2ccccc2c2ccccc21,-2.9,-5.7,-8.1
CC(C)NCC(O)Cn1c2ccccc2c2ccccc21,-5.3,-6.3,-8.1
N#CCCCNCC(O)Cn1c2ccccc2c2ccccc21,-4.8,-5.7,-8.2
C#CC(C)CNCC(O)Cn1c2ccccc2c2ccccc21,10000,10000,10000
CC(CNCC(O)Cn1c2ccccc2c2ccccc21)C(F)(F)F,-3.4,-6.1,-9.0
O[C@H](CNCC(F)F)Cn1c2ccccc2c2ccccc21,-5.1,-6.4,-8.3
O[C@@H](CNCC(F)F)Cn1c2ccccc2c2ccccc21,-5.9,-6.5,-7.8
OC(CNCC(F)F)Cn1c2ccccc2c2ccccc21,-6.1,-6.2,-7.8
CC(F)(F)CNC[C@H](O)Cn1c2ccccc2c2ccccc21,-5.4,-6.3,-8.0
CC(F)(F)CNC[C@@H](O)Cn1c2ccccc2c2ccccc21,-4.7,-6.3,-8.5
CC(C)CCOC[C@H](O)Cn1c2ccccc2c2ccccc21,-4.8,-5.9,-7.8
CC(C)CCOC[C@@H](O)Cn1c2ccccc2c2ccccc21,-5.1,-5.9,-8.3
OC[C@H](O)Cn1c2ccccc2c2ccccc21,-7.4,-6.4,-9.1
OC[C@@H](O)Cn1c2ccccc2c2ccccc21,-7.6,-6.1,-8.0
C[N+](C)(C)C[C@H](O)Cn1c2ccccc2c2ccccc21,10000,10000,10000
C[N+](C)(C)C[C@@H](O)Cn1c2ccccc2c2ccccc21,10000,10000,10000
CC(C)[NH2+]C[C@H](O)Cn1c2ccccc2c2ccccc21,10000,10000,10000
CC(C)OC[C@@H](O)Cn1c2ccccc2c2ccccc21,-5.4,-6.4,-7.9
CC(C)OC[C@H](O)Cn1c2ccccc2c2ccccc21,-6.3,-6.2,-7.2
CC(C)[NH2+]C[C@@H](O)Cn1c2ccccc2c2ccccc21,10000,10000,10000
COC[C@@H](O)Cn1c2ccccc2c2ccccc21,-6.7,-5.8,-7.1
C[NH+](C)C[C@H](O)Cn1c2ccccc2c2ccccc21,10000,10000,10000
COC[C@H](O)Cn1c2ccccc2c2ccccc21,-6.7,-6.0,-7.2
C[NH+](C)C[C@@H](O)Cn1c2ccccc2c2ccccc21,10000,10000,10000
CON(C)C[C@H](O)Cn1c2ccccc2c2ccccc21,-5.7,-6.4,-7.4
CON(C)C[C@@H](O)Cn1c2ccccc2c2ccccc21,-5.7,-6.4,-7.3
CCC(O)CNCCn1c2ccccc2c2ccccc21,-5.4,-6.1,-8.0
CC[C@H](O)CNCCn1c2ccccc2c2ccccc21,-5.2,-6.0,-8.0
CC(C)(C#N)CNC[C@@H](O)Cn1c2ccccc2c2ccccc21,-1.0,-6.1,-8.1
CC(C)(C#N)CNC[C@H](O)Cn1c2ccccc2c2ccccc21,-2.6,-6.2,-8.2
CS(=O)(=O)NC[C@@H](O)Cn1c2ccccc2c2ccccc21,-5.2,-6.4,-8.6
