sig_id,pert_id,pert_iname,cell_id,pert_idose,pert_itime
CPC008_PC3_6H:BRD-K02381115-001-01-7:10,BRD-K02381115,BRD-K02381115,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K02437976-019-01-7:10,BRD-K02437976,BRD-K02437976,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K03601405-001-01-6:10,BRD-K03601405,BRD-K03601405,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K03816923-001-07-0:10,BRD-K03816923,rottlerin,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K04279026-001-04-3:10,BRD-K04279026,BRD-K04279026,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K04930762-019-01-7:10,BRD-K04930762,BRD-K04930762,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K05002121-001-01-8:10,BRD-K05002121,BRD-K05002121,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K05359840-001-05-3:10,BRD-K05359840,BRD-K05359840,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K05549170-001-01-8:10,BRD-K05549170,BRD-K05549170,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K05563014-001-04-3:10,BRD-K05563014,CAM-9-021,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K05566481-003-03-8:10,BRD-K05566481,KU-C104137,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K05861053-001-01-9:10,BRD-K05861053,BRD-K05861053,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K05979026-019-01-5:10,BRD-K05979026,BRD-K05979026,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K06180729-001-03-3:10,BRD-K06180729,DM-163,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K06206016-001-01-2:10,BRD-K06206016,BRD-K06206016,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K06436323-001-01-3:10,BRD-K06436323,BRD-K06436323,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K07259155-001-05-2:10,BRD-K07259155,BRD-K07259155,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K07515761-019-01-4:10,BRD-K07515761,BRD-K07515761,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K07521754-001-01-9:10,BRD-K07521754,BRD-K07521754,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K07995125-001-04-1:10,BRD-K07995125,KU-C104487,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K08447949-001-01-2:10,BRD-K08447949,BRD-K08447949,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K08640787-001-01-7:10,BRD-K08640787,BRD-K08640787,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K08829932-019-01-2:10,BRD-K08829932,BRD-K08829932,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K09138889-001-03-4:10,BRD-K09138889,KU-C104131,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K09299610-001-01-4:10,BRD-K09299610,BRD-K09299610,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K10361096-001-04-6:10,BRD-K10361096,BRD-K10361096,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K10846167-001-01-6:10,BRD-K10846167,BRD-K10846167,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K11015688-001-03-3:10,BRD-K11015688,KU-C104256,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K11928012-001-05-9:10,BRD-K11928012,BRD-K11928012,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K12401458-001-01-6:10,BRD-K12401458,BRD-K12401458,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K12579869-001-04-6:10,BRD-K12579869,BRD-K12579869,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K12690157-019-01-0:10,BRD-K12690157,BRD-K12690157,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K12814321-001-04-9:10,BRD-K12814321,BRD-K12814321,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K13318664-019-01-3:10,BRD-K13318664,BRD-K13318664,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K14096083-001-01-5:10,BRD-K14096083,VU-0424206-1,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K14236372-001-01-7:10,BRD-K14236372,BRD-K14236372,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K14324645-001-04-6:10,BRD-K14324645,BJM-AF-64,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K14355517-001-01-1:10,BRD-K14355517,BRD-K14355517,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K14609189-001-06-7:10,BRD-K14609189,BRD-K14609189,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K14711204-001-01-3:10,BRD-K14711204,BRD-K14711204,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K14749055-001-01-3:10,BRD-K14749055,BRD-K14749055,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K14914284-001-01-6:10,BRD-K14914284,BRD-K14914284,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K14945759-001-03-2:10,BRD-K14945759,KU-C104127,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K15166186-001-03-7:10,BRD-K15166186,TL-HRAS-27,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K15206810-001-01-9:10,BRD-K15206810,BRD-K15206810,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K15293421-019-01-0:10,BRD-K15293421,BRD-K15293421,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K16358524-001-01-4:10,BRD-K16358524,BRD-K16358524,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K16618170-001-01-8:10,BRD-K16618170,BRD-K16618170,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K16940042-001-01-2:10,BRD-K16940042,BRD-K16940042,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K17086338-001-01-6:10,BRD-K17086338,BRD-K17086338,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K18453942-001-01-5:10,BRD-K18453942,VU-0414833-2,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K18495986-019-01-5:10,BRD-K18495986,BRD-K18495986,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K18711687-019-01-7:10,BRD-K18711687,BRD-K18711687,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K19059335-001-06-3:10,BRD-K19059335,BRD-K19059335,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K19134488-019-01-2:10,BRD-K19134488,BRD-K19134488,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K19410523-001-01-1:10,BRD-K19410523,BRD-K19410523,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K19609011-001-03-3:10,BRD-K19609011,KU-C103868,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K19735876-001-04-8:10,BRD-K19735876,BRD-K19735876,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K20492338-001-01-1:10,BRD-K20492338,BRD-K20492338,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K20923001-001-04-5:10,BRD-K20923001,BRD-K20923001,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K21401822-019-01-6:10,BRD-K21401822,BRD-K21401822,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K23165181-019-01-0:10,BRD-K23165181,BRD-K23165181,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K23412959-001-05-5:10,BRD-K23412959,BRD-K23412959,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K23896287-019-01-3:10,BRD-K23896287,BRD-K23896287,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K24156250-001-06-1:10,BRD-K24156250,BRD-K24156250,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K24564544-001-01-3:10,BRD-K24564544,AT-CSC-07,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K25190777-001-03-0:10,BRD-K25190777,KU-C103670,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K25536815-001-01-2:10,BRD-K25536815,BRD-K25536815,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K26160061-001-05-2:10,BRD-K26160061,BRD-K26160061,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K26233379-019-01-5:10,BRD-K26233379,BRD-K26233379,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K26815099-019-01-8:10,BRD-K26815099,BRD-K26815099,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K26831771-001-01-8:10,BRD-K26831771,BRD-K26831771,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K26906367-001-04-2:10,BRD-K26906367,BRD-K26906367,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K28040935-019-01-9:10,BRD-K28040935,BRD-K28040935,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K28180706-001-01-8:10,BRD-K28180706,BRD-K28180706,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K28362289-001-06-6:10,BRD-K28362289,BRD-K28362289,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K28472299-001-01-2:10,BRD-K28472299,BRD-K28472299,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K29506255-019-01-0:10,BRD-K29506255,BRD-K29506255,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K30351863-019-01-2:10,BRD-K30351863,BRD-K30351863,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K30434763-019-01-7:10,BRD-K30434763,BRD-K30434763,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K30443205-001-05-3:10,BRD-K30443205,BRD-K30443205,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K30606628-001-03-9:10,BRD-K30606628,KU-C104233,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K30836161-019-01-1:10,BRD-K30836161,BRD-K30836161,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K31286015-019-01-6:10,BRD-K31286015,BRD-K31286015,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K31828306-019-01-3:10,BRD-K31828306,BRD-K31828306,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K32010074-001-02-3:10,BRD-K32010074,MW-A1-14,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K32043164-001-01-7:10,BRD-K32043164,VU-0415012,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K32636001-001-01-5:10,BRD-K32636001,BRD-K32636001,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K32827536-001-01-4:10,BRD-K32827536,BRD-K32827536,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K32944375-019-01-3:10,BRD-K32944375,BRD-K32944375,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K33159591-001-04-7:10,BRD-K33159591,BRD-K33159591,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K33297438-001-04-2:10,BRD-K33297438,BRD-K33297438,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K33680967-001-01-4:10,BRD-K33680967,BRD-K33680967,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K33720394-001-01-1:10,BRD-K33720394,BRD-K33720394,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K34294489-001-01-2:10,BRD-K34294489,BRD-K34294489,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K34388789-001-04-3:10,BRD-K34388789,BRD-K34388789,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K35035132-001-05-0:10,BRD-K35035132,BRD-K35035132,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K35046132-001-01-6:10,BRD-K35046132,BRD-K35046132,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K35413818-019-01-1:10,BRD-K35413818,BRD-K35413818,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K35737468-001-04-8:10,BRD-K35737468,BRD-K35737468,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K36111767-001-15-9:10,BRD-K36111767,BRD-K36111767,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K36153907-001-03-8:10,BRD-K36153907,KU-C103885,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K36533576-001-03-1:10,BRD-K36533576,KU-C103875,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K36665199-001-01-2:10,BRD-K36665199,BRD-K36665199,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K37057377-001-01-5:10,BRD-K37057377,KU-C104545N,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K37456065-001-01-6:10,BRD-K37456065,VU-0365114-2,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K37498076-003-01-1:10,BRD-K37498076,BRD-K37498076,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K38061943-019-01-3:10,BRD-K38061943,BRD-K38061943,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K39318886-001-04-7:10,BRD-K39318886,BRD-K39318886,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K39507792-001-04-8:10,BRD-K39507792,BRD-K39507792,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K40175949-001-04-3:10,BRD-K40175949,BRD-K40175949,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K40329609-019-01-5:10,BRD-K40329609,BRD-K40329609,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K40378749-001-01-1:10,BRD-K40378749,BRD-K40378749,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K40441731-001-01-7:10,BRD-K40441731,BRD-K40441731,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K40711313-001-01-9:10,BRD-K40711313,VU-0424182-2,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K41006959-001-01-2:10,BRD-K41006959,BRD-K41006959,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K41059137-001-04-0:10,BRD-K41059137,BRD-K41059137,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K41185612-001-01-3:10,BRD-K41185612,BRD-K41185612,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K42021584-001-01-3:10,BRD-K42021584,BRD-K42021584,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K42140106-001-01-0:10,BRD-K42140106,VU-0405172-2,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K42455570-001-04-3:10,BRD-K42455570,BRD-K42455570,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K42629487-001-05-2:10,BRD-K42629487,BRD-K42629487,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K43009525-001-02-7:10,BRD-K43009525,BRD-K43009525,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K43149678-001-01-8:10,BRD-K43149678,BRD-K43149678,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K43637719-001-03-9:10,BRD-K43637719,KU-C104141,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K43992206-001-01-2:10,BRD-K43992206,VU-0413243-1,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K44366801-001-04-1:10,BRD-K44366801,BRD-K44366801,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K44417704-001-04-0:10,BRD-K44417704,BRD-K44417704,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K44432556-001-03-0:10,BRD-K44432556,VU-0418946-1,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K44640865-019-01-0:10,BRD-K44640865,VU-0365121-1,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K44931544-001-04-4:10,BRD-K44931544,BRD-K44931544,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K44978960-019-01-8:10,BRD-K44978960,BRD-K44978960,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K45216862-001-01-9:10,BRD-K45216862,BRD-K45216862,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K45278408-001-05-1:10,BRD-K45278408,BRD-K45278408,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K45399554-001-04-0:10,BRD-K45399554,CAM-9-027-3,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K45505681-001-01-4:10,BRD-K45505681,BRD-K45505681,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K46017542-019-01-0:10,BRD-K46017542,BRD-K46017542,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K46555875-001-04-8:10,BRD-K46555875,BRD-K46555875,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K46872340-001-03-6:10,BRD-K46872340,KU-C103672,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K47324077-001-05-1:10,BRD-K47324077,BRD-K47324077,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K47695085-019-01-5:10,BRD-K47695085,BRD-K47695085,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K48654774-001-01-5:10,BRD-K48654774,BRD-K48654774,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K48844671-001-01-6:10,BRD-K48844671,BRD-K48844671,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K49183052-019-01-9:10,BRD-K49183052,VU-0415113-1,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K49712247-001-04-3:10,BRD-K49712247,BRD-K49712247,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K49791723-001-01-6:10,BRD-K49791723,BRD-K49791723,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K50135923-001-04-4:10,BRD-K50135923,KU-C104491,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K50218580-001-01-8:10,BRD-K50218580,BRD-K50218580,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K50746423-001-04-3:10,BRD-K50746423,BRD-K50746423,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K50985433-001-04-5:10,BRD-K50985433,BRD-K50985433,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K52163391-001-05-4:10,BRD-K52163391,BRD-K52163391,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K52695588-003-01-3:10,BRD-K52695588,BRD-K52695588,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K53032901-001-01-2:10,BRD-K53032901,BRD-K53032901,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K53780220-001-01-0:10,BRD-K53780220,BRD-K53780220,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K54070802-001-11-0:10,BRD-K54070802,BRD-K54070802,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K54470384-019-01-1:10,BRD-K54470384,BRD-K54470384,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K54687541-001-01-8:10,BRD-K54687541,BRD-K54687541,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K55186349-001-01-4:10,BRD-K55186349,BRD-K55186349,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K55487965-001-04-3:10,BRD-K55487965,BRD-K55487965,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K55703048-001-04-4:10,BRD-K55703048,latrepirdine,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K55938002-001-01-6:10,BRD-K55938002,VU-0405166-2,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K56489029-019-01-0:10,BRD-K56489029,BRD-K56489029,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K57044355-001-01-4:10,BRD-K57044355,BRD-K57044355,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K57238941-001-06-2:10,BRD-K57238941,BRD-K57238941,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K57353465-001-01-6:10,BRD-K57353465,BRD-K57353465,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K57592392-001-01-7:10,BRD-K57592392,BRD-K57592392,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K58033748-001-01-2:10,BRD-K58033748,BRD-K58033748,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K58247702-001-01-2:10,BRD-K58247702,BRD-K58247702,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K58846134-001-05-0:10,BRD-K58846134,BRD-K58846134,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K58853583-001-01-1:10,BRD-K58853583,BRD-K58853583,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K58999277-019-01-5:10,BRD-K58999277,BRD-K58999277,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K59222562-019-01-5:10,BRD-K59222562,BRD-K59222562,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K59470558-003-02-8:10,BRD-K59470558,BRD-K59470558,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K59633790-001-01-5:10,BRD-K59633790,VU-0420363-1,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K59795987-001-01-5:10,BRD-K59795987,VU-0415010,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K61127831-001-01-5:10,BRD-K61127831,VU-0413247-1,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K61718261-001-04-4:10,BRD-K61718261,BRD-K61718261,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K62466453-001-04-7:10,BRD-K62466453,BRD-K62466453,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K62578746-001-01-2:10,BRD-K62578746,BRD-K62578746,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K63178889-001-01-7:10,BRD-K63178889,BRD-K63178889,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K63308290-019-01-5:10,BRD-K63308290,BRD-K63308290,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K63712590-001-01-3:10,BRD-K63712590,BRD-K63712590,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K64058329-001-04-2:10,BRD-K64058329,BRD-K64058329,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K64409586-001-04-5:10,BRD-K64409586,KU-C104488,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K64738596-001-06-0:10,BRD-K64738596,BRD-K64738596,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K64780785-001-06-3:10,BRD-K64780785,BRD-K64780785,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K64822626-001-03-3:10,BRD-K64822626,KU-C104135,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K65283978-001-01-5:10,BRD-K65283978,BRD-K65283978,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K66029294-001-01-8:10,BRD-K66029294,KU-C104126N,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K66032149-001-01-9:10,BRD-K66032149,VU-0365117-1,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K66037923-001-04-4:10,BRD-K66037923,BRD-K66037923,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K66634822-001-01-6:10,BRD-K66634822,BRD-K66634822,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K66634822-001-02-4:10,BRD-K66634822,BRD-K66634822,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K66686673-019-01-8:10,BRD-K66686673,BRD-K66686673,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K66884694-001-05-3:10,BRD-K66884694,BRD-K66884694,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K67550673-001-06-2:10,BRD-K67550673,BRD-K67550673,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K67619794-001-01-0:10,BRD-K67619794,BRD-K67619794,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K67678077-001-01-4:10,BRD-K67678077,BRD-K67678077,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K68594214-001-01-6:10,BRD-K68594214,BRD-K68594214,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K68783079-019-01-1:10,BRD-K68783079,BRD-K68783079,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K68833544-001-01-9:10,BRD-K68833544,BRD-K68833544,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K68863575-001-01-8:10,BRD-K68863575,BRD-K68863575,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K69097969-001-03-2:10,BRD-K69097969,VU-0418939-2,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K69396629-001-01-4:10,BRD-K69396629,BRD-K69396629,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K69422440-001-01-5:10,BRD-K69422440,BRD-K69422440,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K69834151-001-01-0:10,BRD-K69834151,BRD-K69834151,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K70693222-019-01-4:10,BRD-K70693222,BRD-K70693222,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K70917163-001-04-0:10,BRD-K70917163,BRD-K70917163,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K70918941-001-05-4:10,BRD-K70918941,BRD-K70918941,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K71169984-001-04-4:10,BRD-K71169984,BRD-K71169984,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K71182391-001-01-0:10,BRD-K71182391,BRD-K71182391,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K71382703-001-01-9:10,BRD-K71382703,BRD-K71382703,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K71970656-001-04-2:10,BRD-K71970656,BRD-K71970656,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K73044744-001-03-0:10,BRD-K73044744,KU-C104495,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K73082558-019-01-1:10,BRD-K73082558,BRD-K73082558,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K74348865-001-04-5:10,BRD-K74348865,BRD-K74348865,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K74710236-001-04-8:10,BRD-K74710236,VU-0410183-2,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K74777906-001-01-2:10,BRD-K74777906,BRD-K74777906,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K75784474-019-01-1:10,BRD-K75784474,BRD-K75784474,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K75940587-001-01-1:10,BRD-K75940587,BRD-K75940587,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K75999307-001-05-7:10,BRD-K75999307,BRD-K75999307,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K76021727-019-01-2:10,BRD-K76021727,BRD-K76021727,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K76079827-001-01-7:10,BRD-K76079827,BRD-K76079827,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K76772814-001-01-2:10,BRD-K76772814,BRD-K76772814,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K76907295-001-03-8:10,BRD-K76907295,VU-0418947-2,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K77032321-001-04-0:10,BRD-K77032321,BRD-K77032321,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K77547509-001-01-7:10,BRD-K77547509,BRD-K77547509,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K77681376-001-01-4:10,BRD-K77681376,BRD-K77681376,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K77856555-001-03-1:10,BRD-K77856555,KU-C103874,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K78984681-019-01-3:10,BRD-K78984681,BRD-K78984681,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K79414420-019-01-6:10,BRD-K79414420,BRD-K79414420,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K79554012-001-01-1:10,BRD-K79554012,BRD-K79554012,PC3,10 µM,6 h
CPC008_PC3_6H:BRD-K80822897-001-05-0:10,BRD-K80822897,BRD-K80822897,PC3,10 µM,6 h
