trial_number,value,drop_rate,pool_size,learning_rate,batch_size,kernel_size,encoder_n_layers,encoder_filters,decoder_filters
128,84.09403228759766,0.3810539848357427,2,0.00027080988865,64,11,4,"(512, 512, 256, 32)",()
117,84.1321792602539,0.1253468504636427,2,0.0001369126447788,64,9,6,"(512, 512, 256, 32, 128, 128)",()
93,84.21575164794922,0.1198232020057369,3,0.000240700233215,64,9,3,"(512, 512, 256)",()
145,84.26050567626953,0.1530372245793803,4,0.0001481036061347,64,9,4,"(512, 512, 256, 32)",()
126,84.32154846191406,0.3168635836189618,4,0.0001581443417994,64,9,4,"(512, 512, 256, 32)",()
146,84.32615661621094,0.1748299883902791,3,0.0001878779439992,64,9,4,"(128, 512, 256, 32)",()
102,84.3332748413086,0.1653818328737758,2,0.000119877949561,64,11,4,"(512, 64, 256, 64)",()
86,84.3772964477539,0.1311047665263598,3,0.0001379568903992,64,9,4,"(512, 512, 256, 32)",()
96,84.38582611083984,0.1495050102800892,3,0.0001979417347159,64,9,5,"(512, 512, 256, 256, 128)",()
94,84.45686340332031,0.1389124641443297,3,0.0002674693893912,64,9,3,"(512, 512, 256)",()
95,84.51729583740234,0.1223980978035332,4,0.0001328866860515,64,9,4,"(512, 512, 256, 32)",()
69,84.59589385986328,0.1704593617773586,2,0.0001610499868877,64,7,4,"(512, 512, 64, 32)",()
104,84.67497253417969,0.1354887934760471,3,0.000149739724313,64,9,4,"(512, 512, 256, 32)",()
91,84.77840423583984,0.1718200095748323,3,0.0001702648594251,64,5,8,"(512, 32, 256, 512, 64, 512, 512, 128)",()
115,84.94710540771484,0.1076218089750644,4,0.0001247554789943,64,9,4,"(512, 512, 256, 32)",()
131,84.9848861694336,0.1602190270930677,2,0.0002050779903618,64,9,4,"(32, 512, 256, 32)",()
112,85.26454162597656,0.1593572117674009,1,0.0002550083496504,64,9,4,"(512, 32, 256, 128)",()
107,85.37420654296875,0.1963219103496693,4,0.0002220510337034,64,9,4,"(64, 512, 32, 32)",()
77,85.40074157714844,0.115305480637239,1,0.0003719362357014,64,5,4,"(512, 32, 256, 256)",()
72,85.44589233398438,0.2875596824780373,2,0.0001002527346717,64,9,4,"(512, 512, 32, 32)",()
141,85.98101806640625,0.1659187572850208,3,0.0001093518639659,64,9,4,"(512, 32, 256, 32)",()
118,86.09109497070312,0.1467235096693501,1,0.0001918305659368,64,9,3,"(512, 512, 256)",()
132,86.3406753540039,0.1096723197679614,3,0.0001582834129318,64,9,3,"(64, 512, 256)",()
108,86.48583221435547,0.1738480196246965,4,0.0005670579408939,64,9,5,"(512, 512, 256, 32, 512)",()
76,86.55229949951172,0.1768760326260682,2,0.000173556902861,64,9,4,"(32, 512, 256, 32)",()
82,86.69456481933594,0.1628096857008499,9,0.0001879239649621,64,9,6,"(512, 512, 512, 32, 32, 256)",()
97,86.69827270507812,0.1053908356369891,2,0.0001632717164648,64,9,3,"(512, 512, 256)",()
47,86.88360595703125,0.1510300156128291,2,0.0001398392200307,64,9,5,"(512, 512, 256, 32, 256)",()
56,86.95723724365234,0.1798060271280157,1,0.0001789084064099,64,9,5,"(512, 512, 256, 32, 128)",()
43,87.02030181884766,0.125518662785649,3,0.0002276001693212,64,9,3,"(512, 512, 256)",()
25,87.23590850830078,0.1706419061601472,3,0.0009513098059417,128,3,3,"(128, 128, 128)",()
92,87.24366760253906,0.1601105481363043,1,0.0003054317409381,256,9,4,"(512, 512, 256, 32)",()
78,87.34837341308594,0.1488448824895229,2,0.0001343163918101,64,9,5,"(512, 512, 256, 32, 512)",()
71,87.68844604492188,0.1123403641472413,2,0.0002966887140968,256,9,4,"(256, 512, 256, 64)",()
60,87.76769256591797,0.2047212431943824,1,0.000126099873766,64,9,6,"(512, 512, 256, 256, 32, 512)",()
17,87.8025894165039,0.36500683939344,7,0.0003046119919379,128,3,4,"(512, 64, 512, 512)",()
87,87.94621276855469,0.110740693548575,2,0.0001113098646558,64,9,4,"(32, 512, 32, 32)",()
30,88.16358947753906,0.2159109434883916,3,0.0002317101253268,128,3,8,"(128, 128, 128, 512, 32, 256, 256, 32)",()
27,88.1985092163086,0.1269420886311748,2,0.0003683185918245,128,3,3,"(512, 128, 512)",()
109,88.2054672241211,0.1515578366129814,5,0.0003299871866183,64,9,3,"(32, 512, 256)",()
26,88.20723724365234,0.2395781329159576,2,0.0006297185770126,128,3,4,"(128, 128, 64, 64)",()
36,88.4310531616211,0.1228884214231511,6,0.0007983649424931,128,5,4,"(128, 128, 64, 128)",()
15,88.48323822021484,0.1975499843454273,6,0.0001794608366057,128,7,4,"(64, 128, 128, 32)",()
99,89.0412826538086,0.1168128128977975,3,0.0001101045860704,64,9,3,"(512, 512, 256)",()
31,89.18875885009766,0.1694882428650617,4,0.0006749496330389,256,5,7,"(32, 256, 128, 32, 256, 512, 32)",()
21,89.93355560302734,0.3445083520781605,6,0.000284896126863,128,9,3,"(128, 32, 128)",()
20,90.84017181396484,0.1649153508285592,8,0.0001517531269977,128,3,4,"(64, 128, 128, 32)",()
37,91.58707427978516,0.4255776472574396,4,0.0004548748842382,128,3,5,"(256, 512, 128, 64, 128)",()
130,92.74730682373048,0.1245896536938153,4,0.000127430239489,256,9,4,"(512, 512, 32, 64)",()
10,92.91563415527344,0.1472659310486625,7,0.0018108634100884,64,11,5,"(256, 512, 256, 512, 32)",()
0,92.95687866210938,0.249816047538945,9,0.002910635913133,64,5,8,"(32, 256, 256, 256, 128, 64, 64, 256)",()
19,93.14749145507812,0.2009966685511912,3,0.0010316978220772,128,11,6,"(64, 64, 64, 128, 64, 128)",()
40,93.16241455078124,0.1396462746236791,2,0.0014914279236726,128,3,3,"(256, 256, 512)",()
121,93.17473602294922,0.1659366781118949,5,0.0002072540816908,64,9,4,"(256, 512, 256, 256)",()
34,93.2869110107422,0.1209757909339519,5,0.001208403865299,128,11,3,"(128, 32, 128)",()
33,93.4411849975586,0.1227690346951805,5,0.002226994719523,128,11,3,"(128, 64, 128)",()
12,93.50850677490234,0.4108948503325973,5,0.0001035367762715,128,9,3,"(512, 64, 32)",()
1,93.59140014648438,0.4757995766256756,9,0.0015696396388661,64,11,5,"(256, 32, 128, 64, 512)",()
38,93.94498443603516,0.2630971793597436,8,0.0042233532266373,256,11,3,"(128, 128, 128)",()
110,94.38314056396484,0.1849760384577798,2,0.0001479582253189,256,5,4,"(512, 512, 256, 32)",()
28,96.05777740478516,0.1671693324908004,4,0.0001914208165432,128,3,4,"(64, 128, 32, 128)",()
100,99.7624740600586,0.4533477308902299,2,0.0002473042076461,64,7,5,"(256, 256, 64, 32, 256)",()
22,108.58460235595705,0.4975371140198835,1,0.0005194647799703,256,7,4,"(32, 512, 128, 32)",()
11,146.64312744140625,0.2314658181479664,7,0.0031970472794765,64,11,5,"(128, 256, 128, 128, 512)",()
7,165.03875732421875,0.1388705975083074,6,0.0095522944294498,256,3,7,"(128, 512, 256, 256, 64, 32, 512)",()
3,,0.4214688307596458,2,0.0060970252974914,256,11,8,"(64, 64, 64, 256, 128, 64, 64, 128)",()
5,,0.2396838298450643,7,0.0062261634823634,64,7,3,"(512, 128, 128)",()
18,,0.1011577793837497,5,0.0061917380523239,256,11,3,"(128, 128, 32)",()
80,,0.4032669344868717,1,0.0095869954455995,256,9,4,"(512, 512, 64, 512)",()
101,,0.1541714875387802,1,0.0068522110591317,64,9,4,"(512, 512, 512, 32)",()
