SMILES,standard_smiles,MPO_multi,MPO_Score,Hit_Tier,S_vina,S_diff,S_qed,S_admet,P_ro5,MPO_4gm2,MPO_6ukj,MPO_7f3y,MPO_9n10,aff_4gm2,aff_6ukj,aff_7f3y,aff_9n10,conf_4gm2,conf_6ukj,conf_7f3y,conf_9n10,qed,sa_score,npl_score,syba_score,molecular_weight,logP,tpsa,AMES,hERG,DILI,ClinTox,Bioavailability_Ma,Solubility_AqSolDB,HIA_Hou,PPBR_AZ,Caco2_Wang
CC=C(C)C1=CC=CC=C1N,CC=C(C)c1ccccc1N,0.39630504328672445,0.3963050432867245,Borderline,0.11807926829268295,0.22774898179660186,0.6070882730289309,0.8441493288623253,1.0,0.3541490503678666,0.4748537605035667,0.4242935358277358,0.3319238264477287,-3.397,-6.164,-4.749,-4.36,-1.24,-0.83,-0.65,-3.18,0.6070882730289309,2.2576695670664613,0.6275857461560365,11.949652218053371,147.22099999999995,2.692,26.02,0.5821669280529023,0.3171742588281631,0.4126961827278137,0.0101688545197248,0.8211004734039307,-2.1127060032583813,0.9999969244003296,73.5019065623456,-4.523228579613736
CCNC1=NC(NCCC#CCO)=NC(NC(C)(C)C)=N1,CCNc1nc(NCCC#CCO)nc(NC(C)(C)C)n1,0.3944156409350651,0.39441564093506515,Borderline,0.286189024390244,0.15030494496552593,0.463646814805639,0.7596258879731362,1.0,0.2924485446337701,0.4617585033932177,0.4708992851349936,0.352556230578279,-3.915,-8.412,-7.126,-5.134,-1.96,-3.38,-0.9,-1.69,0.463646814805639,2.961252108495831,-0.4824502325608429,48.68715416366832,292.38700000000006,1.3114999999999994,94.99,0.0725144833326339,0.6499820113182068,0.5071129202842712,0.0727887906134128,0.6904659390449523,-3.346859131777406,0.9978991985321044,79.01792640210944,-4.957609803920941
C1=CCOCCCNCCC1,C1=CCOCCCNCCC1,0.39402156975974595,0.39402156975974595,Borderline,0.07551829268292687,0.28864455499389896,0.5328371081387774,0.925744046296609,1.0,0.38401495201579794,0.4449667090252823,0.38641673481691236,0.3606878831809912,-3.394,-4.995,-4.027,-4.855,-0.6,-0.43,-0.73,-2.43,0.5328371081387774,3.32783207854526,0.8105787906069545,-49.52664262456102,155.241,1.3327,21.26,0.2334245935082435,0.0659406770020723,0.0302096985280513,0.0329532431438565,0.8827237248420715,-0.2123923411032558,0.9949470162391664,-10.135749708783246,-4.4368101835532086
C=CNCC1=NC(C)(N2CC=C(Cl)C(N)C2Cl)C2=CC=CCOCCNC=NC21,C=CNCC1=NC(C)(N2CC=C(Cl)C(N)C2Cl)C2=CC=CCOCCNC=NC21,0.39282766862674284,0.39282766862674284,Borderline,0.3261585365853659,0.1453541234708679,0.4588832062253678,0.6703800580604948,1.0,0.3145851247998212,0.4632510938582956,0.44613510394775996,0.3473393519010945,-4.557,-8.698,-7.25,-5.393,-1.66,-3.0,-1.23,-1.75,0.4588832062253678,6.231602257356123,0.8335680788019518,-173.601376188787,439.3910000000002,1.7200999999999995,87.27000000000001,0.690744161605835,0.5083666563034057,0.1361534141004085,0.4229205250740051,0.8285093188285828,-2.6020745506820617,0.987907075881958,71.65329734831826,-5.816737467810372
C=C(CC)CC/C=C(/C)CCC=C(C)C,C=C(CC)CC/C=C(/C)CCC=C(C)C,0.3800117283089487,0.3800117283089487,Borderline,0.193109756097561,0.2666840980490749,0.4874539098295909,0.7384100479774364,0.75,0.33721839140983345,0.4840566385209978,0.4061726065411768,0.2925992767637867,-3.769,-7.726,-5.523,-4.485,-0.55,-0.93,-0.63,-2.58,0.4874539098295909,2.859866964957762,2.295177715994813,18.58854048200521,206.373,5.425500000000005,0.0,0.0126095605082809,0.6045247733592987,0.0413782201707363,0.0219744144007563,0.7220209538936615,-6.217468336232789,0.9988546729087828,102.03722848940342,-4.452484817957123
[C-]C(N=CNCCO)Nc1ccc(Cl)cc1Cl,[C-]C(N=CNCCO)Nc1ccc(Cl)cc1Cl,0.37790319055479304,0.377903190554793,Borderline,0.2273475609756098,0.2304653053360833,0.3211093723432531,0.8432889560710546,1.0,0.3455714299420359,0.43073390206606393,0.39183276483700763,0.34347466537406474,-3.99,-7.139,-5.707,-5.821,-0.46,-1.45,-0.95,-2.65,0.3211093723432531,3.8107719440856096,-0.7589120594426705,31.464702721381517,273.14300000000003,1.9296899999999997,56.650000000000006,0.3632398992776871,0.2485080957412719,0.2620593965053558,0.0468879509717226,0.9010465502738952,-2.681674857908981,0.9996548295021056,72.36219756295853,-4.640167424452295
OC1=C=CCC=CCNC1,OC1=C=CCC=CCNC1,0.3729115327216777,0.3729115327216777,Borderline,0.11969512195121951,0.3004946955004275,0.3872845902480898,0.8562509874268404,1.0,0.3334009458817409,0.44923242792481294,0.390365228112719,0.31864752896743803,-3.461,-5.965,-4.515,-4.846,-0.8,-0.39,-0.34,-2.55,0.3872845902480898,5.183852013191689,1.62694118402639,-78.67606562425586,137.182,1.1328999999999998,32.26,0.1916453707031905,0.0255233591422438,0.0517470844089984,0.0311157881747931,0.7084147155284881,0.170122098012817,0.9514144778251648,26.856641799321675,-4.8626843148281536
CC1C=CC2CC(=NCNC3=[PH]=C(Cl)C(Cl)C3=N2)NCCO1,CC1C=CC2CC(=NCNC3=[PH]=C(Cl)C(Cl)C3=N2)NCCO1,0.3719506895412151,0.371950689541215,Borderline,0.2279573170731708,0.2283731332817896,0.3907587426430386,0.7128039781103342,1.0,0.340006367161608,0.43157883430996175,0.4002621313869548,0.31595542530633564,-3.95,-7.291,-6.53,-4.906,-0.43,-1.45,-1.42,-1.86,0.3907587426430386,7.188165973611784,0.2501596944182317,-100.78278594898008,361.21300000000014,1.5078999999999996,58.010000000000005,0.646274346113205,0.3910963386297226,0.2469587385654449,0.1712423905730247,0.8632199764251709,-2.4339930371430003,0.9728067636489868,67.40288277134239,-5.668197485304789
CCCCC#N,CCCCC#N,0.3701293767333,0.3701293767333,Borderline,0.0,0.3430931410944002,0.4659651090418909,0.9410871310088118,1.0,0.36786435977174486,0.3370606648291367,0.4043587564208045,0.3712337259115139,-2.393,-3.556,-3.374,-3.251,-0.69,-1.32,-0.08,-0.63,0.4659651090418909,2.1543593944400072,-0.5387639489469666,20.485714400621347,83.134,1.70018,23.79,0.0403374310582876,0.3279952883720398,0.1068080052733421,0.0058000693563371,0.8715724229812623,-0.4333228395325992,0.9999166607856752,59.72794821448639,-3.976591941293786
ON=CC1=CC=CC=C1Cl,ON=Cc1ccccc1Cl,0.3686303846008218,0.3686303846008218,Borderline,0.11158536585365855,0.27761386687202627,0.3763134320600468,0.8993956894801696,1.0,0.31204955447394367,0.42359301244667563,0.39610003310486636,0.34277893837780177,-3.5,-5.58,-4.449,-5.031,-1.34,-0.62,-0.27,-1.99,0.3763134320600468,2.032931454587601,-1.39073455363651,40.81893289771903,155.58399999999995,2.1481000000000003,32.59,0.3698586359620094,0.0558777600526809,0.3845059931278228,0.0089349758345633,0.9135387182235718,-2.090904030987318,0.9999868392944335,75.15075011064737,-4.128330813307175
CC=CC=CC=CN=CN=C(C)NCCO,CC=CC=CC=CN=CN=C(C)NCCO,0.3673530694722973,0.36735306947229723,Borderline,0.19167682926829274,0.18370987593436133,0.4069588771702808,0.8196462320716557,1.0,0.3163064323849119,0.465107283742133,0.38943342959685084,0.29856513216529335,-3.377,-7.607,-5.74,-4.34,-1.11,-1.43,-1.33,-2.38,0.4069588771702808,4.245810013809871,0.7619880915612626,-57.038578005818486,221.304,1.6609999999999998,56.98,0.5490928888320923,0.1418898299336433,0.0843360636383295,0.0908939268440008,0.7506130158901214,-1.2475052319715538,0.9740383863449096,51.95029857257207,-5.202194091865715
CC(CCl)=C(Cl)N=C(NCCO)c1ccccc1,CC(CCl)=C(Cl)N=C(NCCO)c1ccccc1,0.36363333570517314,0.36363333570517314,Borderline,0.19923780487804882,0.21562920267975894,0.3783745572149365,0.7621192792328603,1.0,0.2908867957847295,0.420070352296181,0.38411317599399014,0.3594630187457919,-3.992,-6.851,-6.134,-4.758,-1.58,-1.39,-1.53,-0.78,0.3783745572149365,2.974819425991916,-0.2574525094109388,22.372045949286733,287.19,2.7242000000000006,44.620000000000005,0.5428425431251526,0.647205901145935,0.3261538803577423,0.0982309900224208,0.8358885526657105,-2.4945380857866803,0.9997756242752076,77.78822365825432,-5.108078708602294
CC(CF)=NC#N,CC(CF)=NC#N,0.3312541086103832,0.33125410861038324,Deprioritised,0.0,0.3313381696606277,0.3558900833818528,0.8482769967923716,1.0,0.3259259459133232,0.3238032621945916,0.361580161659454,0.31370706467416404,-2.53,-3.715,-3.476,-3.437,-0.8,-0.84,-0.19,-1.04,0.3558900833818528,4.085569740370232,-1.1741627324372568,-2.503265308420113,100.096,0.89788,36.15,0.434802234172821,0.1558360978960991,0.3990722253918647,0.047802010923624,0.8901327848434448,-1.3250341864978084,0.9998191833496094,57.6583550372016,-4.185724801963123
COC1[C@H](O)[C@@H](O)C(O)[C@H](O)[C@H]1O,COC1[C@H](O)[C@@H](O)C(O)[C@H](O)[C@H]1O,0.3282464912589042,0.3282464912589042,Deprioritised,0.15902439024390247,0.18644951831273643,0.3008482101750198,0.7720395537356685,1.0,0.28165060980168144,0.3450383561088611,0.37718681507590945,0.30911018404916474,-3.593,-6.284,-5.489,-4.843,-1.25,-2.9,-0.77,-1.7,0.3008482101750198,3.4424737420265306,1.5621013476842458,-1.520636824089006,194.183,-3.1805,110.38,0.1129321237560361,0.0122003893855435,0.0350395870860666,0.0030746452801395,0.4932008147239685,0.1479798961034505,0.1145423837006092,11.57092329198498,-5.250750172937373
OCC1=C(Cl)CC2CC(=NCNc3cccc2c3)N1,OCC1=C(Cl)CC2CC(=NCNc3cccc2c3)N1,,,Filtered,0.30625,,0.7386768138701105,0.7433778927512674,1.0,,,,,-4.775,-7.164,-6.038,-7.268,,,,,0.7386768138701105,5.678556769688631,0.2933202021374159,-70.93629850224508,277.755,2.3778,56.650000000000006,0.3347308903932571,0.6230144083499909,0.2325854778289794,0.154564581438899,0.890275514125824,-2.8590744432763997,0.999636960029602,67.79403699809805,-5.262605073946999
