smiles,max_sim_to_stoned,stoned_unreachable
C[C@@H]1C[C@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]3CC[C@@]2(C)[C@]2(C)CC[C@H]([C@]3(C)CC[C@H](C(C)(C)O)O3)[C@H]12,0.12359550561797752,1
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1,0.2608695652173913,1
CC(C)c1c(O)c(O)cc2c1CCC1C(C)(C)CCC[C@]21C,0.1780821917808219,1
CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@H]1CC2,0.22666666666666666,1
CC(C)c1c(O)ccc2c1CC[C@@H]1C(C)(C)CCC[C@]21C,0.18181818181818182,1
COc1cc2c3c4c1Oc1cc5c(cc1O4)[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@H]3N(C)CC2)NCC5,0.26744186046511625,1
O=C1c2cc3c(cc2C2=CCC=C4CCN1[C@H]42)OCO3,0.1724137931034483,1
C[C@H]1[C@@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.13333333333333333,1
O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,0.16666666666666666,1
COc1c2ccc(OC[C@@H](O)C(C)(C)O)cc2nc2occc12,0.2222222222222222,1
CC[C@H](CC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,0.1511627906976744,1
CC[C@H](CC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O[C@H]5O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,0.14705882352941177,1
CC(C)=CCc1c(O)cc2oc(-c3ccc(O)cc3O)cc(=O)c2c1O,0.18181818181818182,1
CC(C)=CCc1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3O)oc12,0.17567567567567569,1
CC1(C)C=Cc2c(cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc23)O1,0.17721518987341772,1
CC(C)=CCc1c(O)c(CC=C(C)C)c2oc(-c3ccc(O)cc3O)cc(=O)c2c1O,0.18571428571428572,1
Oc1cc(O)cc(-c2cc3ccc(O)cc3o2)c1,0.21875,1
CC(C)=CCc1c(O)cc(-c2cc3ccc(O)cc3o2)cc1O,0.19696969696969696,1
CC1=CCc2c(c(O)cc3cc(-c4cc(O)cc(O)c4)oc23)OC1,0.2,1
CC(C)=CCc1cc([C@@]23Oc4cc(O)ccc4[C@@H]4CC(C)=C[C@H](c5c(O)cc(-c6cc7ccc(O)cc7o6)cc5O2)[C@H]43)ccc1O,0.16346153846153846,1
COc1cc([C@@H]2Oc3c(OC)cc4ccc(=O)oc4c3O[C@H]2CO)ccc1O,0.23076923076923078,1
CC[C@H](/C=C/[C@@H](C)[C@@H]1CC[C@@H]2C3C(=O)C=C4C[C@@H](O[C@H]5O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]5O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,0.1559633027522936,1
COc1cc([C@@H]2Oc3c(OC)cc4ccc(=O)oc4c3O[C@@H]2CO)ccc1O,0.23076923076923078,1
